team_id,unit,slot,slot_position,depth_order,player_id,player_position,is_starter,data_class
MIA,Offense,RG,OG,2,MIA_OG_04,OG,0,MODELED
MIA,Offense,RT,OT,1,MIA_OT_02,OT,1,MODELED
MIA,Offense,RT,OT,2,MIA_OT_03,OT,0,MODELED
MIA,Defense,LDE,EDGE,1,MIA_EDGE_01,EDGE,1,MODELED
MIA,Defense,LDE,EDGE,2,MIA_EDGE_02,EDGE,0,MODELED
MIA,Defense,RDE,EDGE,1,MIA_EDGE_02,EDGE,1,MODELED
MIA,Defense,RDE,EDGE,2,MIA_EDGE_04,EDGE,0,MODELED
MIA,Defense,DT_3T,DT,1,MIA_DT_01,DT,1,MODELED
MIA,Defense,DT_3T,DT,2,MIA_DT_04,DT,0,MODELED
MIA,Defense,DT_1T,DT,1,MIA_DT_04,DT,1,MODELED
MIA,Defense,DT_1T,DT,2,MIA_DT_02,DT,0,MODELED
MIA,Defense,SAM,LB,1,MIA_LB_03,LB,1,MODELED
MIA,Defense,SAM,LB,2,MIA_LB_05,LB,0,MODELED
MIA,Defense,MIKE,LB,1,MIA_LB_05,LB,1,MODELED
MIA,Defense,MIKE,LB,2,MIA_LB_04,LB,0,MODELED
MIA,Defense,WILL,LB,1,MIA_LB_04,LB,1,MODELED
MIA,Defense,WILL,LB,2,MIA_LB_01,LB,0,MODELED
MIA,Defense,CB_1,CB,1,MIA_CB_03,CB,1,MODELED
MIA,Defense,CB_1,CB,2,MIA_CB_01,CB,0,MODELED
MIA,Defense,CB_2,CB,1,MIA_CB_01,CB,1,MODELED
MIA,Defense,CB_2,CB,2,MIA_CB_02,CB,0,MODELED
MIA,Defense,NICKEL,CB,1,MIA_CB_02,CB,1,MODELED
MIA,Defense,NICKEL,CB,2,MIA_CB_05,CB,0,MODELED
MIA,Defense,FS,S,1,MIA_S_02,S,1,MODELED
MIA,Defense,FS,S,2,MIA_S_03,S,0,MODELED
MIA,Defense,SS,S,1,MIA_S_03,S,1,MODELED
MIA,Defense,SS,S,2,MIA_S_04,S,0,MODELED
MIA,Special Teams,K,K,1,MIA_K_01,K,1,MODELED
MIA,Special Teams,P,P,1,MIA_P_01,P,1,MODELED
MIA,Special Teams,LS,LS,1,MIA_LS_01,LS,1,MODELED
MIA,Special Teams,KR,WR,1,MIA_WR_02,WR,1,MODELED
MIA,Special Teams,KR,WR,2,MIA_WR_04,WR,0,MODELED
MIA,Special Teams,PR,WR,1,MIA_WR_04,WR,1,MODELED
MIA,Special Teams,PR,WR,2,MIA_WR_05,WR,0,MODELED
MIA,Special Teams,GUNNER,S,1,MIA_S_04,S,1,MODELED
MIA,Special Teams,GUNNER,S,2,MIA_S_01,S,0,MODELED
NE,Offense,QB,QB,1,NE_QB_01,QB,1,MODELED
NE,Offense,QB,QB,2,NE_QB_02,QB,0,MODELED
NE,Offense,RB,RB,1,NE_RB_01,RB,1,MODELED
NE,Offense,RB,RB,2,NE_RB_03,RB,0,MODELED
NE,Offense,RB,RB,3,NE_RB_02,RB,0,MODELED
NE,Offense,FB,FB,1,NE_FB_01,FB,1,MODELED
NE,Offense,WR_X,WR,1,NE_WR_02,WR,1,MODELED
NE,Offense,WR_X,WR,2,NE_WR_01,WR,0,MODELED
NE,Offense,WR_X,WR,3,NE_WR_03,WR,0,MODELED
NE,Offense,WR_Z,WR,1,NE_WR_01,WR,1,MODELED
NE,Offense,WR_Z,WR,2,NE_WR_03,WR,0,MODELED
NE,Offense,WR_Z,WR,3,NE_WR_06,WR,0,MODELED
NE,Offense,WR_SLOT,WR,1,NE_WR_03,WR,1,MODELED
NE,Offense,WR_SLOT,WR,2,NE_WR_06,WR,0,MODELED
NE,Offense,TE_Y,TE,1,NE_TE_01,TE,1,MODELED
NE,Offense,TE_Y,TE,2,NE_TE_03,TE,0,MODELED
NE,Offense,TE_F,TE,1,NE_TE_03,TE,1,MODELED
NE,Offense,TE_F,TE,2,NE_TE_02,TE,0,MODELED
NE,Offense,LT,OT,1,NE_OT_02,OT,1,MODELED
NE,Offense,LT,OT,2,NE_OT_03,OT,0,MODELED
NE,Offense,LG,OG,1,NE_OG_01,OG,1,MODELED
NE,Offense,LG,OG,2,NE_OG_02,OG,0,MODELED
NE,Offense,C,C,1,NE_C_01,C,1,MODELED
NE,Offense,C,C,2,NE_C_02,C,0,MODELED
NE,Offense,RG,OG,1,NE_OG_02,OG,1,MODELED
NE,Offense,RG,OG,2,NE_OG_04,OG,0,MODELED
NE,Offense,RT,OT,1,NE_OT_03,OT,1,MODELED
NE,Offense,RT,OT,2,NE_OT_01,OT,0,MODELED
NE,Defense,LDE,EDGE,1,NE_EDGE_01,EDGE,1,MODELED
NE,Defense,LDE,EDGE,2,NE_EDGE_02,EDGE,0,MODELED
NE,Defense,RDE,EDGE,1,NE_EDGE_02,EDGE,1,MODELED
NE,Defense,RDE,EDGE,2,NE_EDGE_04,EDGE,0,MODELED
NE,Defense,DT_3T,DT,1,NE_DT_01,DT,1,MODELED
NE,Defense,DT_3T,DT,2,NE_DT_02,DT,0,MODELED
NE,Defense,DT_1T,DT,1,NE_DT_02,DT,1,MODELED
NE,Defense,DT_1T,DT,2,NE_DT_03,DT,0,MODELED
NE,Defense,SAM,LB,1,NE_LB_01,LB,1,MODELED
NE,Defense,SAM,LB,2,NE_LB_04,LB,0,MODELED
NE,Defense,MIKE,LB,1,NE_LB_04,LB,1,MODELED
NE,Defense,MIKE,LB,2,NE_LB_02,LB,0,MODELED
NE,Defense,WILL,LB,1,NE_LB_02,LB,1,MODELED
NE,Defense,WILL,LB,2,NE_LB_03,LB,0,MODELED
NE,Defense,CB_1,CB,1,NE_CB_03,CB,1,MODELED
NE,Defense,CB_1,CB,2,NE_CB_04,CB,0,MODELED
NE,Defense,CB_2,CB,1,NE_CB_04,CB,1,MODELED
NE,Defense,CB_2,CB,2,NE_CB_01,CB,0,MODELED
NE,Defense,NICKEL,CB,1,NE_CB_01,CB,1,MODELED
NE,Defense,NICKEL,CB,2,NE_CB_02,CB,0,MODELED
NE,Defense,FS,S,1,NE_S_03,S,1,MODELED
NE,Defense,FS,S,2,NE_S_02,S,0,MODELED
NE,Defense,SS,S,1,NE_S_02,S,1,MODELED
NE,Defense,SS,S,2,NE_S_01,S,0,MODELED
NE,Special Teams,K,K,1,NE_K_01,K,1,MODELED
NE,Special Teams,P,P,1,NE_P_01,P,1,MODELED
NE,Special Teams,LS,LS,1,NE_LS_01,LS,1,MODELED
NE,Special Teams,KR,WR,1,NE_WR_06,WR,1,MODELED
NE,Special Teams,KR,WR,2,NE_WR_04,WR,0,MODELED
NE,Special Teams,PR,WR,1,NE_WR_04,WR,1,MODELED
NE,Special Teams,PR,WR,2,NE_WR_05,WR,0,MODELED
NE,Special Teams,GUNNER,S,1,NE_S_01,S,1,MODELED
NE,Special Teams,GUNNER,S,2,NE_S_04,S,0,MODELED
NYJ,Offense,QB,QB,1,NYJ_QB_01,QB,1,MODELED
NYJ,Offense,QB,QB,2,NYJ_QB_02,QB,0,MODELED
NYJ,Offense,RB,RB,1,NYJ_RB_03,RB,1,MODELED
NYJ,Offense,RB,RB,2,NYJ_RB_01,RB,0,MODELED
NYJ,Offense,RB,RB,3,NYJ_RB_02,RB,0,MODELED
NYJ,Offense,FB,FB,1,NYJ_FB_01,FB,1,MODELED
NYJ,Offense,WR_X,WR,1,NYJ_WR_02,WR,1,MODELED
NYJ,Offense,WR_X,WR,2,NYJ_WR_03,WR,0,MODELED
NYJ,Offense,WR_X,WR,3,NYJ_WR_01,WR,0,MODELED
NYJ,Offense,WR_Z,WR,1,NYJ_WR_03,WR,1,MODELED
NYJ,Offense,WR_Z,WR,2,NYJ_WR_01,WR,0,MODELED
NYJ,Offense,WR_Z,WR,3,NYJ_WR_06,WR,0,MODELED
NYJ,Offense,WR_SLOT,WR,1,NYJ_WR_01,WR,1,MODELED
NYJ,Offense,WR_SLOT,WR,2,NYJ_WR_06,WR,0,MODELED
NYJ,Offense,TE_Y,TE,1,NYJ_TE_01,TE,1,MODELED
NYJ,Offense,TE_Y,TE,2,NYJ_TE_03,TE,0,MODELED
NYJ,Offense,TE_F,TE,1,NYJ_TE_03,TE,1,MODELED
NYJ,Offense,TE_F,TE,2,NYJ_TE_02,TE,0,MODELED
NYJ,Offense,LT,OT,1,NYJ_OT_01,OT,1,MODELED
NYJ,Offense,LT,OT,2,NYJ_OT_04,OT,0,MODELED
NYJ,Offense,LG,OG,1,NYJ_OG_01,OG,1,MODELED
NYJ,Offense,LG,OG,2,NYJ_OG_02,OG,0,MODELED
NYJ,Offense,C,C,1,NYJ_C_01,C,1,MODELED
NYJ,Offense,C,C,2,NYJ_C_02,C,0,MODELED
NYJ,Offense,RG,OG,1,NYJ_OG_02,OG,1,MODELED
NYJ,Offense,RG,OG,2,NYJ_OG_04,OG,0,MODELED
NYJ,Offense,RT,OT,1,NYJ_OT_04,OT,1,MODELED
NYJ,Offense,RT,OT,2,NYJ_OT_02,OT,0,MODELED
NYJ,Defense,LDE,DT,1,NYJ_DT_02,DT,1,MODELED
NYJ,Defense,LDE,DT,2,NYJ_DT_01,DT,0,MODELED
NYJ,Defense,NT,DT,1,NYJ_DT_01,DT,1,MODELED
NYJ,Defense,NT,DT,2,NYJ_DT_03,DT,0,MODELED
NYJ,Defense,RDE,DT,1,NYJ_DT_03,DT,1,MODELED
NYJ,Defense,RDE,DT,2,NYJ_DT_05,DT,0,MODELED
NYJ,Defense,LOLB,EDGE,1,NYJ_EDGE_04,EDGE,1,MODELED
NYJ,Defense,LOLB,EDGE,2,NYJ_EDGE_01,EDGE,0,MODELED
NYJ,Defense,ROLB,EDGE,1,NYJ_EDGE_01,EDGE,1,MODELED
NYJ,Defense,ROLB,EDGE,2,NYJ_EDGE_02,EDGE,0,MODELED
NYJ,Defense,ILB_MIKE,LB,1,NYJ_LB_01,LB,1,MODELED
NYJ,Defense,ILB_MIKE,LB,2,NYJ_LB_02,LB,0,MODELED
NYJ,Defense,ILB_WILL,LB,1,NYJ_LB_02,LB,1,MODELED
NYJ,Defense,ILB_WILL,LB,2,NYJ_LB_04,LB,0,MODELED
NYJ,Defense,CB_1,CB,1,NYJ_CB_03,CB,1,MODELED
NYJ,Defense,CB_1,CB,2,NYJ_CB_02,CB,0,MODELED
NYJ,Defense,CB_2,CB,1,NYJ_CB_02,CB,1,MODELED
NYJ,Defense,CB_2,CB,2,NYJ_CB_01,CB,0,MODELED
NYJ,Defense,NICKEL,CB,1,NYJ_CB_01,CB,1,MODELED
NYJ,Defense,NICKEL,CB,2,NYJ_CB_04,CB,0,MODELED
NYJ,Defense,FS,S,1,NYJ_S_02,S,1,MODELED
NYJ,Defense,FS,S,2,NYJ_S_01,S,0,MODELED
NYJ,Defense,SS,S,1,NYJ_S_01,S,1,MODELED
NYJ,Defense,SS,S,2,NYJ_S_03,S,0,MODELED
NYJ,Special Teams,K,K,1,NYJ_K_01,K,1,MODELED
NYJ,Special Teams,P,P,1,NYJ_P_01,P,1,MODELED
NYJ,Special Teams,LS,LS,1,NYJ_LS_01,LS,1,MODELED
NYJ,Special Teams,KR,WR,1,NYJ_WR_06,WR,1,MODELED
NYJ,Special Teams,KR,WR,2,NYJ_WR_04,WR,0,MODELED
NYJ,Special Teams,PR,WR,1,NYJ_WR_04,WR,1,MODELED
NYJ,Special Teams,PR,WR,2,NYJ_WR_05,WR,0,MODELED
NYJ,Special Teams,GUNNER,S,1,NYJ_S_03,S,1,MODELED
NYJ,Special Teams,GUNNER,S,2,NYJ_S_04,S,0,MODELED
BAL,Offense,QB,QB,1,BAL_QB_01,QB,1,MODELED
BAL,Offense,QB,QB,2,BAL_QB_02,QB,0,MODELED
BAL,Offense,RB,RB,1,BAL_RB_01,RB,1,MODELED
BAL,Offense,RB,RB,2,BAL_RB_02,RB,0,MODELED
BAL,Offense,RB,RB,3,BAL_RB_03,RB,0,MODELED
BAL,Offense,FB,FB,1,BAL_FB_01,FB,1,MODELED
BAL,Offense,WR_X,WR,1,BAL_WR_03,WR,1,MODELED
BAL,Offense,WR_X,WR,2,BAL_WR_02,WR,0,MODELED
BAL,Offense,WR_X,WR,3,BAL_WR_01,WR,0,MODELED
BAL,Offense,WR_Z,WR,1,BAL_WR_02,WR,1,MODELED
BAL,Offense,WR_Z,WR,2,BAL_WR_01,WR,0,MODELED
BAL,Offense,WR_Z,WR,3,BAL_WR_04,WR,0,MODELED
BAL,Offense,WR_SLOT,WR,1,BAL_WR_01,WR,1,MODELED
BAL,Offense,WR_SLOT,WR,2,BAL_WR_04,WR,0,MODELED
BAL,Offense,TE_Y,TE,1,BAL_TE_01,TE,1,MODELED
BAL,Offense,TE_Y,TE,2,BAL_TE_03,TE,0,MODELED
BAL,Offense,TE_F,TE,1,BAL_TE_03,TE,1,MODELED
BAL,Offense,TE_F,TE,2,BAL_TE_02,TE,0,MODELED
BAL,Offense,LT,OT,1,BAL_OT_02,OT,1,MODELED
BAL,Offense,LT,OT,2,BAL_OT_01,OT,0,MODELED
BAL,Offense,LG,OG,1,BAL_OG_02,OG,1,MODELED
BAL,Offense,LG,OG,2,BAL_OG_01,OG,0,MODELED
BAL,Offense,C,C,1,BAL_C_01,C,1,MODELED
BAL,Offense,C,C,2,BAL_C_02,C,0,MODELED
BAL,Offense,RG,OG,1,BAL_OG_01,OG,1,MODELED
BAL,Offense,RG,OG,2,BAL_OG_03,OG,0,MODELED
BAL,Offense,RT,OT,1,BAL_OT_01,OT,1,MODELED
BAL,Offense,RT,OT,2,BAL_OT_04,OT,0,MODELED
BAL,Defense,LDE,DT,1,BAL_DT_01,DT,1,MODELED
BAL,Defense,LDE,DT,2,BAL_DT_02,DT,0,MODELED
BAL,Defense,NT,DT,1,BAL_DT_02,DT,1,MODELED
BAL,Defense,NT,DT,2,BAL_DT_03,DT,0,MODELED
BAL,Defense,RDE,DT,1,BAL_DT_03,DT,1,MODELED
BAL,Defense,RDE,DT,2,BAL_DT_04,DT,0,MODELED
BAL,Defense,LOLB,EDGE,1,BAL_EDGE_02,EDGE,1,MODELED
BAL,Defense,LOLB,EDGE,2,BAL_EDGE_01,EDGE,0,MODELED
BAL,Defense,ROLB,EDGE,1,BAL_EDGE_01,EDGE,1,MODELED
BAL,Defense,ROLB,EDGE,2,BAL_EDGE_03,EDGE,0,MODELED
BAL,Defense,ILB_MIKE,LB,1,BAL_LB_02,LB,1,MODELED
BAL,Defense,ILB_MIKE,LB,2,BAL_LB_01,LB,0,MODELED
BAL,Defense,ILB_WILL,LB,1,BAL_LB_01,LB,1,MODELED
BAL,Defense,ILB_WILL,LB,2,BAL_LB_03,LB,0,MODELED
BAL,Defense,CB_1,CB,1,BAL_CB_03,CB,1,MODELED
BAL,Defense,CB_1,CB,2,BAL_CB_01,CB,0,MODELED
BAL,Defense,CB_2,CB,1,BAL_CB_01,CB,1,MODELED
BAL,Defense,CB_2,CB,2,BAL_CB_02,CB,0,MODELED
BAL,Defense,NICKEL,CB,1,BAL_CB_02,CB,1,MODELED
BAL,Defense,NICKEL,CB,2,BAL_CB_06,CB,0,MODELED
BAL,Defense,FS,S,1,BAL_S_03,S,1,MODELED
BAL,Defense,FS,S,2,BAL_S_02,S,0,MODELED
BAL,Defense,SS,S,1,BAL_S_02,S,1,MODELED
BAL,Defense,SS,S,2,BAL_S_04,S,0,MODELED
BAL,Special Teams,K,K,1,BAL_K_01,K,1,MODELED
BAL,Special Teams,P,P,1,BAL_P_01,P,1,MODELED
BAL,Special Teams,LS,LS,1,BAL_LS_01,LS,1,MODELED
BAL,Special Teams,KR,WR,1,BAL_WR_04,WR,1,MODELED
BAL,Special Teams,KR,WR,2,BAL_WR_05,WR,0,MODELED
BAL,Special Teams,PR,WR,1,BAL_WR_05,WR,1,MODELED
BAL,Special Teams,PR,WR,2,BAL_WR_06,WR,0,MODELED
BAL,Special Teams,GUNNER,S,1,BAL_S_04,S,1,MODELED
BAL,Special Teams,GUNNER,S,2,BAL_S_01,S,0,MODELED
PIT,Offense,QB,QB,1,PIT_QB_01,QB,1,MODELED
PIT,Offense,QB,QB,2,PIT_QB_02,QB,0,MODELED
PIT,Offense,RB,RB,1,PIT_RB_01,RB,1,MODELED
PIT,Offense,RB,RB,2,PIT_RB_02,RB,0,MODELED
PIT,Offense,RB,RB,3,PIT_RB_03,RB,0,MODELED
PIT,Offense,FB,FB,1,PIT_FB_01,FB,1,MODELED
PIT,Offense,WR_X,WR,1,PIT_WR_01,WR,1,MODELED
PIT,Offense,WR_X,WR,2,PIT_WR_02,WR,0,MODELED
PIT,Offense,WR_X,WR,3,PIT_WR_03,WR,0,MODELED
PIT,Offense,WR_Z,WR,1,PIT_WR_02,WR,1,MODELED
PIT,Offense,WR_Z,WR,2,PIT_WR_03,WR,0,MODELED
PIT,Offense,WR_Z,WR,3,PIT_WR_04,WR,0,MODELED
PIT,Offense,WR_SLOT,WR,1,PIT_WR_03,WR,1,MODELED
PIT,Offense,WR_SLOT,WR,2,PIT_WR_04,WR,0,MODELED
PIT,Offense,TE_Y,TE,1,PIT_TE_01,TE,1,MODELED
PIT,Offense,TE_Y,TE,2,PIT_TE_02,TE,0,MODELED
PIT,Offense,TE_F,TE,1,PIT_TE_02,TE,1,MODELED
PIT,Offense,TE_F,TE,2,PIT_TE_03,TE,0,MODELED
PIT,Offense,LT,OT,1,PIT_OT_01,OT,1,MODELED
PIT,Offense,LT,OT,2,PIT_OT_02,OT,0,MODELED
PIT,Offense,LG,OG,1,PIT_OG_02,OG,1,MODELED
PIT,Offense,LG,OG,2,PIT_OG_01,OG,0,MODELED
PIT,Offense,C,C,1,PIT_C_01,C,1,MODELED
PIT,Offense,C,C,2,PIT_C_02,C,0,MODELED
PIT,Offense,RG,OG,1,PIT_OG_01,OG,1,MODELED
PIT,Offense,RG,OG,2,PIT_OG_04,OG,0,MODELED
PIT,Offense,RT,OT,1,PIT_OT_02,OT,1,MODELED
PIT,Offense,RT,OT,2,PIT_OT_03,OT,0,MODELED
PIT,Defense,LDE,DT,1,PIT_DT_02,DT,1,MODELED
PIT,Defense,LDE,DT,2,PIT_DT_01,DT,0,MODELED
PIT,Defense,NT,DT,1,PIT_DT_01,DT,1,MODELED
PIT,Defense,NT,DT,2,PIT_DT_05,DT,0,MODELED
PIT,Defense,RDE,DT,1,PIT_DT_05,DT,1,MODELED
PIT,Defense,RDE,DT,2,PIT_DT_04,DT,0,MODELED
PIT,Defense,LOLB,EDGE,1,PIT_EDGE_02,EDGE,1,MODELED
PIT,Defense,LOLB,EDGE,2,PIT_EDGE_01,EDGE,0,MODELED
PIT,Defense,ROLB,EDGE,1,PIT_EDGE_01,EDGE,1,MODELED
PIT,Defense,ROLB,EDGE,2,PIT_EDGE_05,EDGE,0,MODELED
PIT,Defense,ILB_MIKE,LB,1,PIT_LB_01,LB,1,MODELED
PIT,Defense,ILB_MIKE,LB,2,PIT_LB_04,LB,0,MODELED
PIT,Defense,ILB_WILL,LB,1,PIT_LB_04,LB,1,MODELED
PIT,Defense,ILB_WILL,LB,2,PIT_LB_02,LB,0,MODELED
PIT,Defense,CB_1,CB,1,PIT_CB_03,CB,1,MODELED
PIT,Defense,CB_1,CB,2,PIT_CB_02,CB,0,MODELED
PIT,Defense,CB_2,CB,1,PIT_CB_02,CB,1,MODELED
PIT,Defense,CB_2,CB,2,PIT_CB_01,CB,0,MODELED
PIT,Defense,NICKEL,CB,1,PIT_CB_01,CB,1,MODELED
PIT,Defense,NICKEL,CB,2,PIT_CB_05,CB,0,MODELED
PIT,Defense,FS,S,1,PIT_S_01,S,1,MODELED
PIT,Defense,FS,S,2,PIT_S_02,S,0,MODELED
PIT,Defense,SS,S,1,PIT_S_02,S,1,MODELED
PIT,Defense,SS,S,2,PIT_S_03,S,0,MODELED
PIT,Special Teams,K,K,1,PIT_K_01,K,1,MODELED
PIT,Special Teams,P,P,1,PIT_P_01,P,1,MODELED
PIT,Special Teams,LS,LS,1,PIT_LS_01,LS,1,MODELED
PIT,Special Teams,KR,WR,1,PIT_WR_04,WR,1,MODELED
PIT,Special Teams,KR,WR,2,PIT_WR_06,WR,0,MODELED
PIT,Special Teams,PR,WR,1,PIT_WR_06,WR,1,MODELED
PIT,Special Teams,PR,WR,2,PIT_WR_05,WR,0,MODELED
PIT,Special Teams,GUNNER,S,1,PIT_S_03,S,1,MODELED
PIT,Special Teams,GUNNER,S,2,PIT_S_04,S,0,MODELED
CLE,Offense,QB,QB,1,CLE_QB_01,QB,1,MODELED
CLE,Offense,QB,QB,2,CLE_QB_02,QB,0,MODELED
CLE,Offense,RB,RB,1,CLE_RB_01,RB,1,MODELED
CLE,Offense,RB,RB,2,CLE_RB_02,RB,0,MODELED
CLE,Offense,RB,RB,3,CLE_RB_03,RB,0,MODELED
CLE,Offense,FB,FB,1,CLE_FB_01,FB,1,MODELED
CLE,Offense,WR_X,WR,1,CLE_WR_03,WR,1,MODELED
CLE,Offense,WR_X,WR,2,CLE_WR_02,WR,0,MODELED
CLE,Offense,WR_X,WR,3,CLE_WR_01,WR,0,MODELED
CLE,Offense,WR_Z,WR,1,CLE_WR_02,WR,1,MODELED
CLE,Offense,WR_Z,WR,2,CLE_WR_01,WR,0,MODELED
CLE,Offense,WR_Z,WR,3,CLE_WR_06,WR,0,MODELED
CLE,Offense,WR_SLOT,WR,1,CLE_WR_01,WR,1,MODELED
CLE,Offense,WR_SLOT,WR,2,CLE_WR_06,WR,0,MODELED
CLE,Offense,TE_Y,TE,1,CLE_TE_01,TE,1,MODELED
