player_id,display_name,position,age,experience_years,overall_rating,previous_team_id,market_asking_aav,expected_years,interest_level,fa_type,data_class
FA_OG_028,Warrick Leblanc,OG,27,3,61,BAL,1210000,2,31,UFA,GENERATED
FA_CB_029,Tadeo Roundtree,CB,26,4,79,DEN,5392151,3,32,UFA,GENERATED
FA_OT_030,Bexley Redmond,OT,28,5,52,HOU,1330000,2,66,UFA,GENERATED
FA_CB_031,Cormac Stallworth,CB,26,3,62,KC,1210000,3,32,Post-June-1 Cut,GENERATED
FA_S_032,Fritz Aubert,S,30,6,64,NO,1330000,3,36,Street FA,GENERATED
FA_TE_033,Gage Minshew,TE,27,4,59,BUF,1330000,1,66,Post-June-1 Cut,GENERATED
FA_OT_034,Luka Duckworth,OT,29,5,53,PHI,1330000,1,8,Street FA,GENERATED
FA_FB_035,Brogan Rathman,FB,32,8,57,WAS,1420000,3,22,Street FA,GENERATED
FA_LS_036,Kenyon Wanogho,LS,28,6,65,LV,1330000,3,42,Post-June-1 Cut,GENERATED
FA_K_037,Prescott Mbaka,K,29,7,64,TB,1420000,3,70,Street FA,GENERATED
FA_S_038,Duke Gwaltney,S,26,2,54,TB,1130000,1,71,Street FA,GENERATED
FA_WR_039,Reece Brannigan,WR,27,4,68,SF,1330000,2,28,UFA,GENERATED
FA_P_040,Isaiah Hathaway,P,33,11,65,KC,1420000,3,71,UFA,GENERATED
FA_OG_041,Killian Wisniewski,OG,30,7,66,DET,1420000,1,46,Post-June-1 Cut,GENERATED
FA_LB_042,Mekai Lovelace,LB,27,4,69,LAR,1330000,3,69,Street FA,GENERATED
FA_QB_043,Kane Sagapolutele,QB,26,3,64,JAX,1210000,2,74,UFA,GENERATED
FA_S_044,Creed Bouchard,S,28,5,55,LAR,1330000,2,58,Camp Cut,GENERATED
FA_WR_045,Zeb Buckhalter,WR,24,1,51,IND,1030000,1,33,Camp Cut,GENERATED
FA_CB_046,Waylon Roache,CB,31,8,67,DAL,1420000,1,79,Street FA,GENERATED
FA_WR_047,Edison Yoshida,WR,29,5,70,KC,1774621,2,47,UFA,GENERATED
FA_QB_048,Riggs Trevathan,QB,33,10,66,CLE,1420000,3,62,UFA,GENERATED
FA_WR_049,Josiah Benavides,WR,27,3,73,BUF,3100135,3,87,Camp Cut,GENERATED
FA_OG_050,Wyatt Gerhardt,OG,29,7,61,NYG,1420000,1,87,Street FA,GENERATED
FA_OT_051,Nolan Forsythe,OT,24,1,68,NE,1030000,3,69,Street FA,GENERATED
FA_C_052,Wolfgang Steinkuhler,C,28,4,62,CAR,1330000,2,30,UFA,GENERATED
FA_LB_053,Riggs Cundiff,LB,26,2,61,NYJ,1130000,2,40,Camp Cut,GENERATED
FA_LB_054,Jace Tatupu,LB,27,3,54,LV,1210000,2,44,Street FA,GENERATED
FA_DT_055,Roderick Ashby,DT,30,8,55,ARI,1420000,1,41,Street FA,GENERATED
FA_EDGE_056,Nico Hightower,EDGE,27,4,51,NYG,1330000,2,16,Street FA,GENERATED
FA_RB_057,Malachi Sullivan,RB,32,9,69,SF,1420000,1,40,UFA,GENERATED
FA_LS_058,Mikael Kaufusi,LS,25,2,55,DEN,1130000,3,70,UFA,GENERATED
FA_WR_059,Jericho Steinkuhler,WR,34,11,60,DAL,1420000,1,62,Street FA,GENERATED
FA_CB_060,Jaxon Babineaux,CB,32,8,61,SEA,1420000,3,39,Camp Cut,GENERATED
FA_TE_061,Lowell Wagoner,TE,25,1,59,GB,1030000,2,60,Camp Cut,GENERATED
FA_TE_062,Kavon Schmitz,TE,25,3,55,PHI,1210000,2,41,Street FA,GENERATED
FA_WR_063,Simeon Sinnott,WR,25,1,60,DAL,1030000,1,39,Street FA,GENERATED
FA_OG_064,Sanford Helaire,OG,35,12,55,GB,1420000,2,95,UFA,GENERATED
FA_LB_065,Santiago Slaughter,LB,39,16,61,CAR,1420000,3,47,Camp Cut,GENERATED
FA_DT_066,Kobe Youngblood,DT,30,6,67,TEN,1330000,2,11,Street FA,GENERATED
FA_S_067,Luca Beauchamp,S,24,2,55,TB,1130000,1,42,UFA,GENERATED
FA_WR_068,Julius Spielman,WR,25,1,63,GB,1030000,1,66,Post-June-1 Cut,GENERATED
FA_WR_069,Jabril Doughty,WR,29,7,62,ATL,1420000,2,58,UFA,GENERATED
FA_P_070,Shaquille Latimore,P,38,14,76,NO,1420000,2,26,Street FA,GENERATED
FA_CB_071,Cassian Hockenson,CB,29,5,56,MIN,1330000,2,25,Camp Cut,GENERATED
FA_EDGE_072,Creed Cromartie,EDGE,32,8,73,NYG,3530710,3,42,UFA,GENERATED
FA_CB_073,Fabian Mascarenas,CB,29,5,70,NO,1330966,3,47,UFA,GENERATED
FA_CB_074,Zamir Stallworth,CB,29,7,72,SF,1956743,2,42,Street FA,GENERATED
FA_DT_075,Joaquin Kelleher,DT,33,10,62,SF,1420000,1,43,Post-June-1 Cut,GENERATED
FA_EDGE_076,Jamari Winchester,EDGE,29,7,54,CHI,1420000,2,54,Street FA,GENERATED
FA_CB_077,Odin Hepburn,CB,39,16,67,LAC,1420000,1,18,UFA,GENERATED
FA_CB_078,Chase Trevathan,CB,32,8,70,BAL,1420000,2,74,Street FA,GENERATED
FA_WR_079,Redmond Flannery,WR,32,8,54,TB,1420000,3,45,Camp Cut,GENERATED
FA_OT_080,Tyree Berrios,OT,27,5,63,NE,1330000,3,43,UFA,GENERATED
FA_EDGE_081,Kwame Cadwell,EDGE,26,2,68,DEN,1281250,3,37,UFA,GENERATED
FA_TE_082,Zebulon Radcliffe,TE,26,3,59,LAR,1210000,3,20,Street FA,GENERATED
FA_WR_083,Kavion Lanphier,WR,24,1,71,ARI,2167759,2,67,Post-June-1 Cut,GENERATED
FA_WR_084,Ibrahim Crouch,WR,37,15,68,BAL,1420000,1,6,Street FA,GENERATED
FA_DT_085,Forrest Lindstrom,DT,31,7,56,SF,1420000,2,33,Camp Cut,GENERATED
FA_DT_086,Grady Fleener,DT,25,3,60,ARI,1210000,2,13,Street FA,GENERATED
FA_QB_087,Ivan Fulmer,QB,30,6,60,TEN,1330000,2,58,Post-June-1 Cut,GENERATED
FA_CB_088,Kamari Saffold,CB,29,7,69,SEA,1420000,3,67,Street FA,GENERATED
FA_QB_089,Zico Kirkpatrick,QB,38,14,60,ATL,1420000,1,54,Camp Cut,GENERATED
FA_S_090,Hutch Helaire,S,25,2,59,NO,1130000,2,17,Camp Cut,GENERATED
FA_OG_091,Uriah Verrett,OG,25,2,56,CIN,1130000,3,37,Street FA,GENERATED
FA_WR_092,Stellan Tonyan,WR,29,7,68,MIA,1420000,2,73,UFA,GENERATED
FA_WR_093,Jarrett Haddad,WR,30,6,64,CIN,1330000,3,57,Street FA,GENERATED
FA_OG_094,Wesson Owusu,OG,31,7,66,ARI,1420000,3,61,Street FA,GENERATED
FA_EDGE_095,Peyson Killebrew,EDGE,27,3,58,CIN,1210000,2,51,UFA,GENERATED
FA_QB_096,Sable Hightower,QB,24,2,61,TB,1130000,2,35,UFA,GENERATED
FA_DT_097,Chase Markham,DT,36,12,62,BAL,1420000,3,45,Post-June-1 Cut,GENERATED
FA_TE_098,Tanner Maunakea,TE,37,14,58,KC,1420000,3,34,Street FA,GENERATED
FA_WR_099,Auden Yancey,WR,28,6,59,NYJ,1330000,1,38,Street FA,GENERATED
FA_OG_100,Sable Longacre,OG,29,5,69,NYJ,1330000,1,63,UFA,GENERATED
FA_P_101,Nolan Skowronek,P,39,15,68,SF,1420000,1,55,Camp Cut,GENERATED
FA_LB_102,Granger Brannigan,LB,27,4,67,TEN,1330000,2,70,UFA,GENERATED
FA_DT_103,Knox Delacruz,DT,28,6,52,PIT,1330000,1,60,Camp Cut,GENERATED
FA_CB_104,Juelz Priestley,CB,30,6,66,ARI,1330000,1,33,Camp Cut,GENERATED
FA_DT_105,Emeka Fetterman,DT,24,2,60,ARI,1130000,2,44,UFA,GENERATED
FA_EDGE_106,Ludwig Schmitz,EDGE,29,5,65,HOU,1330000,1,40,UFA,GENERATED
FA_RB_107,Jomari Purifoy,RB,26,2,58,ATL,1130000,2,16,UFA,GENERATED
FA_C_108,Jabril Judkins,C,28,4,58,NE,1330000,2,41,UFA,GENERATED
FA_C_109,Maverick Belanger,C,32,10,61,BAL,1420000,2,99,Camp Cut,GENERATED
FA_S_110,Nikolai Dumervil,S,32,8,71,BUF,1420000,1,4,Street FA,GENERATED
FA_CB_111,Thelonious Dupree,CB,26,4,69,CLE,1330000,1,49,Camp Cut,GENERATED
FA_WR_112,Palmer Dashiell,WR,31,7,67,IND,1420000,3,57,UFA,GENERATED
FA_S_113,Neville Smallwood,S,39,16,70,SEA,1420000,3,68,Street FA,GENERATED
FA_RB_114,Briggs Ovadia,RB,28,4,72,WAS,1330000,2,9,Post-June-1 Cut,GENERATED
FA_EDGE_115,Finnian Colwell,EDGE,32,8,65,HOU,1420000,3,41,UFA,GENERATED
FA_C_116,Cooper Ledbetter,C,26,4,64,TEN,1330000,2,56,UFA,GENERATED
FA_TE_117,Milo Desormeaux,TE,24,2,59,LAR,1130000,2,94,Camp Cut,GENERATED
FA_LB_118,Vicente Tindall,LB,24,1,73,WAS,1894527,3,39,Camp Cut,GENERATED
FA_EDGE_119,Damarion Prioleau,EDGE,29,5,62,HOU,1330000,1,78,Camp Cut,GENERATED
FA_WR_120,Sergio Stockton,WR,26,4,66,TEN,1330000,2,60,Camp Cut,GENERATED
FA_LS_121,Garland Brockman,LS,25,3,68,NO,1210000,2,51,Street FA,GENERATED
FA_P_122,Garrett Wagoner,P,39,16,60,MIN,1420000,3,60,UFA,GENERATED
FA_TE_123,Riordan Weatherspoon,TE,25,3,62,DET,1210000,1,39,UFA,GENERATED
FA_LB_124,Dashawn Philbeck,LB,27,4,59,DAL,1330000,3,49,UFA,GENERATED
FA_EDGE_125,Rocky Drayton,EDGE,28,6,53,DEN,1330000,1,72,Camp Cut,GENERATED
FA_CB_126,Percival Verrett,CB,32,8,69,LAR,1420000,1,32,UFA,GENERATED
FA_WR_127,Saul Whitehurst,WR,25,2,64,TEN,1130000,2,71,Street FA,GENERATED
FA_LB_128,Redmond Whitcomb,LB,29,6,64,LV,1330000,2,61,Street FA,GENERATED
FA_DT_129,Pierson Lenoir,DT,39,16,62,SF,1420000,1,73,Street FA,GENERATED
FA_S_130,Lonnie Kanell,S,35,11,57,TEN,1420000,2,55,Camp Cut,GENERATED
FA_DT_131,Fitz Carmody,DT,32,8,65,LAC,1420000,3,73,Street FA,GENERATED
FA_WR_132,Gaspard Varnadore,WR,35,11,73,CIN,3100135,1,68,Camp Cut,GENERATED
FA_LB_133,Tyrell Warrick,LB,25,1,69,SEA,1030000,2,27,Camp Cut,GENERATED
FA_OG_134,Stefano Colavito,OG,39,16,60,ARI,1420000,3,75,Camp Cut,GENERATED
FA_QB_135,Orion Restrepo,QB,25,3,59,JAX,1210000,3,53,Camp Cut,GENERATED
FA_EDGE_136,Simeon Thistlewood,EDGE,30,7,56,TEN,1420000,2,32,Street FA,GENERATED
FA_DT_137,Esteban Maunakea,DT,30,7,66,CHI,1420000,2,71,UFA,GENERATED
FA_OG_138,Rowan Callender,OG,24,1,62,IND,1030000,2,58,Post-June-1 Cut,GENERATED
FA_RB_139,Arch Ashby,RB,24,2,69,LAR,1130000,1,48,Camp Cut,GENERATED
FA_RB_140,Teagan Braithwaite,RB,26,2,49,PHI,1130000,3,41,Street FA,GENERATED
FA_DT_141,Bodhi Slocum,DT,31,7,66,DET,1420000,1,46,UFA,GENERATED
FA_OT_142,Radcliffe Lombardo,OT,33,10,65,ATL,1420000,2,39,Street FA,GENERATED
FA_LB_143,Tavian Selvie,LB,26,4,65,BAL,1330000,3,32,UFA,GENERATED
FA_TE_144,Lawson Fitzhugh,TE,27,3,62,JAX,1210000,2,61,Camp Cut,GENERATED
FA_WR_145,Trenton Hammersley,WR,26,4,62,BUF,1330000,2,3,UFA,GENERATED
FA_CB_146,Jesse Billups,CB,30,6,70,DAL,1330966,2,11,Camp Cut,GENERATED
FA_RB_147,Uriah Prioleau,RB,26,3,61,SF,1210000,2,20,UFA,GENERATED
FA_EDGE_148,Jaheim Dillard,EDGE,30,8,56,DAL,1420000,2,24,UFA,GENERATED
FA_QB_149,Lars Darboe,QB,29,5,50,PIT,1330000,3,35,UFA,GENERATED
FA_EDGE_150,Roderick Bagwell,EDGE,27,4,52,IND,1330000,2,28,UFA,GENERATED
FA_CB_151,Brogan Pastrana,CB,33,9,84,LAR,9197021,1,29,UFA,GENERATED
FA_S_152,Hadley Dunleavy,S,30,6,75,PIT,2472815,2,49,Post-June-1 Cut,GENERATED
FA_DT_153,Dupree Casillas,DT,28,4,67,LV,1330000,2,46,Post-June-1 Cut,GENERATED
FA_FB_154,Bishop Wyckoff,FB,33,10,65,BAL,1420000,3,79,UFA,GENERATED
FA_WR_155,Emory Puglisi,WR,28,6,60,WAS,1330000,3,17,Post-June-1 Cut,GENERATED
FA_EDGE_156,Chevy Berrios,EDGE,28,5,57,NO,1330000,2,77,UFA,GENERATED
FA_TE_157,Carlisle Wamsley,TE,26,4,66,DAL,1330000,3,94,Camp Cut,GENERATED
FA_CB_158,Adair Withersby,CB,27,3,54,NE,1210000,2,23,UFA,GENERATED
FA_LB_159,Finnian Bowersox,LB,23,1,73,BUF,1894527,1,66,UFA,GENERATED
FA_TE_160,Ambrose Linscomb,TE,29,5,69,IND,1330000,2,53,Post-June-1 Cut,GENERATED
FA_WR_161,Malcolm Milliner,WR,26,2,71,MIN,2167759,2,39,Street FA,GENERATED
FA_CB_162,Lucian Waskiewicz,CB,25,2,57,SF,1130000,3,19,Camp Cut,GENERATED
FA_OG_163,Roscoe Rathman,OG,32,9,58,TB,1420000,2,63,Street FA,GENERATED
FA_EDGE_164,Antoine Bledsoe,EDGE,29,5,58,KC,1330000,3,71,Camp Cut,GENERATED
FA_DT_165,Alden Lowery,DT,27,3,58,CAR,1210000,1,87,UFA,GENERATED
FA_OG_166,Octavio Vinovich,OG,30,8,73,SEA,1894527,2,54,Camp Cut,GENERATED
FA_CB_167,Wilder Ratliff,CB,31,7,61,DEN,1420000,3,73,UFA,GENERATED
FA_RB_168,Tillman Hinkley,RB,26,2,71,LAC,1130000,2,39,Street FA,GENERATED
FA_DT_169,Ruben Hagerty,DT,27,3,60,NYJ,1210000,3,55,UFA,GENERATED
FA_DT_170,Lowell Cavanaugh,DT,33,10,57,LAR,1420000,3,62,UFA,GENERATED
FA_WR_171,Onyx Hathaway,WR,28,5,59,JAX,1330000,2,80,Street FA,GENERATED
FA_WR_172,Wilkes Waterhouse,WR,31,9,66,MIN,1420000,3,64,Street FA,GENERATED
FA_OG_173,Elian Estrada,OG,23,1,60,DAL,1030000,3,65,UFA,GENERATED
FA_OG_174,Conrad Whitehurst,OG,30,8,69,IND,1420000,1,48,UFA,GENERATED
FA_TE_175,Emory Melchior,TE,31,8,66,KC,1420000,3,63,UFA,GENERATED
FA_OG_176,Simeon Danforth,OG,26,3,59,BAL,1210000,3,32,Post-June-1 Cut,GENERATED
FA_WR_177,Houston Egbuna,WR,28,6,58,MIN,1330000,3,87,Camp Cut,GENERATED
FA_C_178,Creed Plunkett,C,33,10,54,CHI,1420000,2,99,Street FA,GENERATED
FA_OT_179,Augustus Vanderveer,OT,30,7,66,HOU,1420000,3,46,UFA,GENERATED
FA_RB_180,Monte Dalrymple,RB,30,6,52,LAC,1330000,2,21,UFA,GENERATED
FA_S_181,Duncan Lessard,S,26,3,74,ATL,2125051,1,31,UFA,GENERATED
FA_EDGE_182,Hakeem Merriweather,EDGE,27,4,76,DEN,5569486,1,77,UFA,GENERATED
FA_OG_183,Camden Tegeler,OG,28,4,56,KC,1330000,1,75,Camp Cut,GENERATED
FA_DT_184,Augustus Judkins,DT,38,16,61,NYG,1420000,2,50,Street FA,GENERATED
FA_TE_185,Eli Mascarenas,TE,27,3,69,BAL,1210000,2,69,UFA,GENERATED
FA_RB_186,Ridge Alderman,RB,26,2,60,DAL,1130000,3,15,Street FA,GENERATED
