player_id,trait,data_class
MIA_WR_04,Volatile,MODELED
MIA_WR_05,Big Game Hunter,MODELED
MIA_WR_05,Field General,MODELED
MIA_WR_05,Special Teams Ace,MODELED
MIA_WR_06,Scheme Dependent,MODELED
MIA_WR_06,High Motor,MODELED
MIA_WR_07,Ironman,MODELED
MIA_WR_07,Volatile,MODELED
MIA_WR_08,Field General,MODELED
MIA_WR_08,Slow Starter,MODELED
MIA_WR_08,Ironman,MODELED
MIA_WR_09,Special Teams Ace,MODELED
MIA_WR_09,Injury Prone,MODELED
MIA_WR_10,Coach's Son,MODELED
MIA_WR_10,High Motor,MODELED
MIA_TE_01,Ironman,MODELED
MIA_TE_01,Volatile,MODELED
MIA_TE_02,Practice Squad Grinder,MODELED
MIA_TE_03,Locker Room Leader,MODELED
MIA_TE_03,Volatile,MODELED
MIA_TE_04,Special Teams Ace,MODELED
MIA_TE_05,Clutch Performer,MODELED
MIA_TE_05,Ironman,MODELED
MIA_TE_06,Slow Starter,MODELED
MIA_OT_01,Coach's Son,MODELED
MIA_OT_01,Ironman,MODELED
MIA_OT_02,Big Game Hunter,MODELED
MIA_OT_03,Volatile,MODELED
MIA_OT_04,Field General,MODELED
MIA_OT_06,Field General,MODELED
MIA_OT_06,Injury Prone,MODELED
MIA_OG_01,Big Game Hunter,MODELED
MIA_OG_02,Ironman,MODELED
MIA_OG_02,Special Teams Ace,MODELED
MIA_OG_02,Injury Prone,MODELED
MIA_OG_03,Injury Prone,MODELED
MIA_OG_04,Big Game Hunter,MODELED
MIA_OG_04,Special Teams Ace,MODELED
MIA_OG_05,Practice Squad Grinder,MODELED
MIA_OG_06,Ironman,MODELED
MIA_OG_06,High Motor,MODELED
MIA_C_01,Late Bloomer,MODELED
MIA_C_01,High Motor,MODELED
MIA_C_03,Late Bloomer,MODELED
MIA_C_03,Positional Versatility,MODELED
MIA_C_03,Practice Squad Grinder,MODELED
MIA_EDGE_02,Coach's Son,MODELED
MIA_EDGE_02,Scheme Dependent,MODELED
MIA_EDGE_02,Film Junkie,MODELED
MIA_EDGE_03,Locker Room Leader,MODELED
MIA_EDGE_03,Big Game Hunter,MODELED
MIA_EDGE_04,Volatile,MODELED
MIA_EDGE_05,Ironman,MODELED
MIA_EDGE_05,Film Junkie,MODELED
MIA_EDGE_05,Locker Room Leader,MODELED
MIA_EDGE_06,Film Junkie,MODELED
MIA_EDGE_06,Injury Prone,MODELED
MIA_EDGE_08,Locker Room Leader,MODELED
MIA_EDGE_09,High Motor,MODELED
MIA_DT_01,Field General,MODELED
MIA_DT_01,High Motor,MODELED
MIA_DT_01,Weight Room Warrior,MODELED
MIA_DT_02,Ironman,MODELED
MIA_DT_02,Field General,MODELED
MIA_DT_03,Special Teams Ace,MODELED
MIA_DT_03,Weight Room Warrior,MODELED
MIA_DT_04,Weight Room Warrior,MODELED
MIA_DT_05,Slow Starter,MODELED
MIA_DT_06,Film Junkie,MODELED
MIA_DT_06,Injury Prone,MODELED
MIA_DT_06,Practice Squad Grinder,MODELED
MIA_DT_07,Volatile,MODELED
MIA_DT_07,Slow Starter,MODELED
MIA_DT_07,Practice Squad Grinder,MODELED
MIA_LB_01,Slow Starter,MODELED
MIA_LB_03,High Motor,MODELED
MIA_LB_03,Practice Squad Grinder,MODELED
MIA_LB_03,Weight Room Warrior,MODELED
MIA_LB_04,Practice Squad Grinder,MODELED
MIA_LB_04,Locker Room Leader,MODELED
MIA_LB_05,Ironman,MODELED
MIA_LB_05,Big Game Hunter,MODELED
MIA_LB_06,Field General,MODELED
MIA_LB_06,Scheme Dependent,MODELED
MIA_LB_07,Injury Prone,MODELED
MIA_LB_08,Special Teams Ace,MODELED
MIA_LB_08,Ironman,MODELED
MIA_CB_03,Practice Squad Grinder,MODELED
MIA_CB_03,Injury Prone,MODELED
MIA_CB_05,Locker Room Leader,MODELED
MIA_CB_05,Field General,MODELED
MIA_CB_06,Special Teams Ace,MODELED
MIA_CB_06,Positional Versatility,MODELED
MIA_CB_06,Injury Prone,MODELED
MIA_CB_07,Big Game Hunter,MODELED
MIA_CB_07,Ironman,MODELED
MIA_CB_08,Ironman,MODELED
MIA_CB_08,Big Game Hunter,MODELED
MIA_CB_08,Coach's Son,MODELED
MIA_CB_09,Scheme Dependent,MODELED
MIA_CB_10,Positional Versatility,MODELED
MIA_CB_10,Coach's Son,MODELED
MIA_CB_11,Film Junkie,MODELED
MIA_CB_11,Slow Starter,MODELED
MIA_CB_11,Coach's Son,MODELED
MIA_S_01,High Motor,MODELED
MIA_S_02,Positional Versatility,MODELED
MIA_S_02,Big Game Hunter,MODELED
MIA_S_05,Clutch Performer,MODELED
MIA_S_06,High Motor,MODELED
MIA_S_06,Volatile,MODELED
MIA_S_07,Field General,MODELED
MIA_S_07,Late Bloomer,MODELED
MIA_S_07,High Motor,MODELED
MIA_K_02,Slow Starter,MODELED
MIA_K_02,Weight Room Warrior,MODELED
MIA_P_01,Scheme Dependent,MODELED
MIA_P_01,Injury Prone,MODELED
MIA_P_02,Coach's Son,MODELED
MIA_P_02,Big Game Hunter,MODELED
MIA_P_02,Field General,MODELED
NE_QB_01,Injury Prone,MODELED
NE_QB_01,Practice Squad Grinder,MODELED
NE_QB_03,Field General,MODELED
NE_QB_03,Clutch Performer,MODELED
NE_RB_01,Big Game Hunter,MODELED
NE_RB_01,Ironman,MODELED
NE_RB_02,Film Junkie,MODELED
NE_RB_05,Positional Versatility,MODELED
NE_RB_05,Clutch Performer,MODELED
NE_WR_02,Practice Squad Grinder,MODELED
NE_WR_03,Positional Versatility,MODELED
NE_WR_03,Slow Starter,MODELED
NE_WR_06,Locker Room Leader,MODELED
NE_WR_06,Positional Versatility,MODELED
NE_WR_08,Coach's Son,MODELED
NE_WR_08,Clutch Performer,MODELED
NE_WR_08,Positional Versatility,MODELED
NE_WR_09,Film Junkie,MODELED
NE_WR_10,Injury Prone,MODELED
NE_WR_11,Clutch Performer,MODELED
NE_TE_01,Clutch Performer,MODELED
NE_TE_01,Coach's Son,MODELED
NE_TE_02,Volatile,MODELED
NE_TE_02,Late Bloomer,MODELED
NE_TE_03,Late Bloomer,MODELED
NE_TE_04,Weight Room Warrior,MODELED
NE_TE_04,Special Teams Ace,MODELED
NE_TE_04,Positional Versatility,MODELED
NE_TE_05,Ironman,MODELED
NE_TE_06,Locker Room Leader,MODELED
NE_OT_01,Ironman,MODELED
NE_OT_01,Scheme Dependent,MODELED
NE_OT_01,Volatile,MODELED
NE_OT_02,Injury Prone,MODELED
NE_OT_02,Big Game Hunter,MODELED
NE_OT_04,Ironman,MODELED
NE_OT_05,Positional Versatility,MODELED
NE_OT_05,Ironman,MODELED
NE_OT_06,Clutch Performer,MODELED
NE_OG_01,Ironman,MODELED
NE_OG_02,Big Game Hunter,MODELED
NE_OG_02,Locker Room Leader,MODELED
NE_OG_02,Scheme Dependent,MODELED
NE_OG_03,Practice Squad Grinder,MODELED
NE_OG_03,Special Teams Ace,MODELED
NE_OG_04,Locker Room Leader,MODELED
NE_OG_05,Field General,MODELED
NE_OG_05,Late Bloomer,MODELED
NE_OG_05,Injury Prone,MODELED
NE_OG_06,Positional Versatility,MODELED
NE_C_01,Practice Squad Grinder,MODELED
NE_C_02,Positional Versatility,MODELED
NE_C_02,Field General,MODELED
NE_C_02,Big Game Hunter,MODELED
NE_C_03,Scheme Dependent,MODELED
NE_C_03,Volatile,MODELED
NE_EDGE_01,Slow Starter,MODELED
NE_EDGE_01,Special Teams Ace,MODELED
NE_EDGE_01,Volatile,MODELED
NE_EDGE_02,Slow Starter,MODELED
NE_EDGE_03,Slow Starter,MODELED
NE_EDGE_04,High Motor,MODELED
NE_EDGE_05,Weight Room Warrior,MODELED
NE_EDGE_05,Coach's Son,MODELED
NE_EDGE_06,Positional Versatility,MODELED
NE_EDGE_07,Locker Room Leader,MODELED
NE_EDGE_08,Injury Prone,MODELED
NE_EDGE_09,Positional Versatility,MODELED
NE_EDGE_09,Coach's Son,MODELED
NE_EDGE_09,Big Game Hunter,MODELED
NE_DT_01,Ironman,MODELED
NE_DT_01,Injury Prone,MODELED
NE_DT_02,Ironman,MODELED
NE_DT_02,Locker Room Leader,MODELED
NE_DT_03,High Motor,MODELED
NE_DT_04,Locker Room Leader,MODELED
NE_DT_04,Late Bloomer,MODELED
NE_DT_05,Weight Room Warrior,MODELED
NE_DT_07,Injury Prone,MODELED
NE_DT_07,High Motor,MODELED
NE_DT_08,High Motor,MODELED
NE_LB_02,Positional Versatility,MODELED
NE_LB_03,Field General,MODELED
NE_LB_03,Practice Squad Grinder,MODELED
NE_LB_04,High Motor,MODELED
NE_LB_04,Big Game Hunter,MODELED
NE_LB_05,Clutch Performer,MODELED
NE_LB_06,Injury Prone,MODELED
NE_LB_06,Weight Room Warrior,MODELED
NE_LB_06,Ironman,MODELED
NE_LB_07,Locker Room Leader,MODELED
NE_LB_07,Coach's Son,MODELED
NE_LB_08,Ironman,MODELED
NE_LB_08,High Motor,MODELED
NE_CB_01,Late Bloomer,MODELED
NE_CB_02,Locker Room Leader,MODELED
NE_CB_02,Positional Versatility,MODELED
NE_CB_04,Field General,MODELED
NE_CB_04,Locker Room Leader,MODELED
NE_CB_04,Special Teams Ace,MODELED
NE_CB_05,Slow Starter,MODELED
NE_CB_05,Volatile,MODELED
NE_CB_05,Locker Room Leader,MODELED
NE_CB_06,Volatile,MODELED
NE_CB_06,Injury Prone,MODELED
NE_CB_08,Field General,MODELED
NE_CB_08,Practice Squad Grinder,MODELED
NE_CB_09,Positional Versatility,MODELED
NE_CB_10,Big Game Hunter,MODELED
NE_CB_10,Positional Versatility,MODELED
NE_CB_11,Practice Squad Grinder,MODELED
NE_CB_11,Coach's Son,MODELED
NE_S_01,High Motor,MODELED
NE_S_01,Injury Prone,MODELED
NE_S_02,Big Game Hunter,MODELED
NE_S_02,Locker Room Leader,MODELED
NE_S_03,Volatile,MODELED
NE_S_05,Special Teams Ace,MODELED
NE_S_06,High Motor,MODELED
NE_S_06,Scheme Dependent,MODELED
NE_S_06,Injury Prone,MODELED
NE_S_07,Field General,MODELED
NE_S_07,Locker Room Leader,MODELED
NE_S_07,Injury Prone,MODELED
NE_K_01,Slow Starter,MODELED
NE_K_02,Slow Starter,MODELED
NE_K_02,Film Junkie,MODELED
NE_P_01,Volatile,MODELED
NE_P_02,Positional Versatility,MODELED
NYJ_QB_01,Volatile,MODELED
NYJ_QB_02,Big Game Hunter,MODELED
NYJ_QB_03,Scheme Dependent,MODELED
NYJ_QB_04,Clutch Performer,MODELED
NYJ_QB_04,Special Teams Ace,MODELED
NYJ_RB_01,Positional Versatility,MODELED
NYJ_RB_01,Coach's Son,MODELED
NYJ_RB_02,Coach's Son,MODELED
NYJ_RB_02,Slow Starter,MODELED
NYJ_RB_03,Clutch Performer,MODELED
NYJ_RB_04,Late Bloomer,MODELED
NYJ_RB_04,Special Teams Ace,MODELED
NYJ_RB_05,Volatile,MODELED
NYJ_RB_05,Practice Squad Grinder,MODELED
NYJ_FB_01,Field General,MODELED
NYJ_WR_01,Scheme Dependent,MODELED
NYJ_WR_01,Clutch Performer,MODELED
NYJ_WR_02,Special Teams Ace,MODELED
NYJ_WR_02,Weight Room Warrior,MODELED
NYJ_WR_03,Special Teams Ace,MODELED
NYJ_WR_04,Special Teams Ace,MODELED
NYJ_WR_04,Slow Starter,MODELED
NYJ_WR_05,Practice Squad Grinder,MODELED
NYJ_WR_06,Special Teams Ace,MODELED
NYJ_WR_07,Injury Prone,MODELED
NYJ_WR_08,Film Junkie,MODELED
NYJ_WR_08,Field General,MODELED
NYJ_WR_09,Film Junkie,MODELED
NYJ_WR_09,Late Bloomer,MODELED
NYJ_WR_10,Practice Squad Grinder,MODELED
NYJ_WR_10,Ironman,MODELED
NYJ_TE_01,Coach's Son,MODELED
NYJ_TE_02,Late Bloomer,MODELED
NYJ_TE_02,Practice Squad Grinder,MODELED
NYJ_TE_03,Positional Versatility,MODELED
NYJ_TE_03,Clutch Performer,MODELED
NYJ_TE_03,High Motor,MODELED
NYJ_TE_04,Slow Starter,MODELED
NYJ_TE_05,Volatile,MODELED
NYJ_TE_06,Film Junkie,MODELED
NYJ_TE_06,Locker Room Leader,MODELED
NYJ_OT_02,Injury Prone,MODELED
NYJ_OT_03,Special Teams Ace,MODELED
NYJ_OT_05,Volatile,MODELED
NYJ_OT_05,Coach's Son,MODELED
NYJ_OG_01,Scheme Dependent,MODELED
NYJ_OG_02,Clutch Performer,MODELED
NYJ_OG_03,Coach's Son,MODELED
NYJ_OG_03,Film Junkie,MODELED
NYJ_OG_03,Field General,MODELED
NYJ_OG_05,Locker Room Leader,MODELED
NYJ_OG_05,Slow Starter,MODELED
NYJ_OG_06,Big Game Hunter,MODELED
NYJ_C_02,Locker Room Leader,MODELED
NYJ_C_03,Weight Room Warrior,MODELED
NYJ_C_03,Ironman,MODELED
NYJ_EDGE_03,Practice Squad Grinder,MODELED
NYJ_EDGE_03,Film Junkie,MODELED
NYJ_EDGE_03,Special Teams Ace,MODELED
NYJ_EDGE_04,Late Bloomer,MODELED
NYJ_EDGE_06,Slow Starter,MODELED
NYJ_EDGE_06,Film Junkie,MODELED
NYJ_EDGE_07,Ironman,MODELED
NYJ_EDGE_07,Late Bloomer,MODELED
NYJ_EDGE_08,Practice Squad Grinder,MODELED
NYJ_EDGE_08,Locker Room Leader,MODELED
NYJ_EDGE_09,Coach's Son,MODELED
NYJ_DT_01,Film Junkie,MODELED
NYJ_DT_01,Positional Versatility,MODELED
NYJ_DT_02,Field General,MODELED
NYJ_DT_03,Late Bloomer,MODELED
NYJ_DT_03,Weight Room Warrior,MODELED
NYJ_DT_04,Slow Starter,MODELED
NYJ_DT_04,Field General,MODELED
NYJ_DT_05,Injury Prone,MODELED
NYJ_DT_05,High Motor,MODELED
NYJ_DT_06,Ironman,MODELED
NYJ_DT_07,Volatile,MODELED
NYJ_DT_07,Field General,MODELED
NYJ_DT_08,Special Teams Ace,MODELED
NYJ_DT_08,Field General,MODELED
NYJ_LB_01,Special Teams Ace,MODELED
NYJ_LB_01,Scheme Dependent,MODELED
NYJ_LB_02,Positional Versatility,MODELED
NYJ_LB_02,Injury Prone,MODELED
NYJ_LB_03,Practice Squad Grinder,MODELED
NYJ_LB_03,Locker Room Leader,MODELED
NYJ_LB_04,Injury Prone,MODELED
NYJ_LB_04,Volatile,MODELED
NYJ_LB_05,Late Bloomer,MODELED
NYJ_LB_05,Coach's Son,MODELED
NYJ_LB_06,Coach's Son,MODELED
NYJ_LB_06,Volatile,MODELED
NYJ_LB_07,Special Teams Ace,MODELED
NYJ_LB_07,Ironman,MODELED
NYJ_LB_08,Slow Starter,MODELED
NYJ_CB_01,Positional Versatility,MODELED
NYJ_CB_01,Late Bloomer,MODELED
NYJ_CB_02,High Motor,MODELED
NYJ_CB_03,Volatile,MODELED
NYJ_CB_03,Injury Prone,MODELED
NYJ_CB_04,Volatile,MODELED
NYJ_CB_05,High Motor,MODELED
NYJ_CB_06,Big Game Hunter,MODELED
NYJ_CB_09,Late Bloomer,MODELED
NYJ_CB_10,Film Junkie,MODELED
NYJ_CB_11,Field General,MODELED
NYJ_S_01,High Motor,MODELED
NYJ_S_02,Slow Starter,MODELED
NYJ_S_03,Locker Room Leader,MODELED
NYJ_S_03,Coach's Son,MODELED
NYJ_S_05,Injury Prone,MODELED
NYJ_S_06,Ironman,MODELED
NYJ_S_06,Slow Starter,MODELED
NYJ_S_06,Locker Room Leader,MODELED
NYJ_S_07,Film Junkie,MODELED
NYJ_S_07,Ironman,MODELED
NYJ_S_07,Injury Prone,MODELED
NYJ_K_01,Big Game Hunter,MODELED
NYJ_K_02,Ironman,MODELED
NYJ_P_01,Film Junkie,MODELED
NYJ_P_01,Practice Squad Grinder,MODELED
NYJ_P_02,Film Junkie,MODELED
BAL_QB_01,Coach's Son,MODELED
BAL_QB_01,Clutch Performer,MODELED
BAL_QB_02,Film Junkie,MODELED
BAL_QB_03,Slow Starter,MODELED
BAL_QB_03,Weight Room Warrior,MODELED
BAL_QB_04,Weight Room Warrior,MODELED
BAL_RB_01,High Motor,MODELED
BAL_RB_01,Locker Room Leader,MODELED
BAL_RB_02,Special Teams Ace,MODELED
BAL_RB_02,Coach's Son,MODELED
BAL_RB_02,Injury Prone,MODELED
BAL_RB_03,Coach's Son,MODELED
BAL_RB_03,Clutch Performer,MODELED
BAL_RB_03,Volatile,MODELED
BAL_RB_04,Slow Starter,MODELED
BAL_RB_04,Positional Versatility,MODELED
BAL_RB_04,Film Junkie,MODELED
BAL_RB_05,Locker Room Leader,MODELED
BAL_RB_05,Clutch Performer,MODELED
BAL_RB_05,Special Teams Ace,MODELED
BAL_FB_01,Coach's Son,MODELED
BAL_FB_01,Big Game Hunter,MODELED
BAL_FB_01,Injury Prone,MODELED
BAL_WR_01,Volatile,MODELED
BAL_WR_01,Big Game Hunter,MODELED
BAL_WR_02,Injury Prone,MODELED
BAL_WR_04,Injury Prone,MODELED
BAL_WR_04,Late Bloomer,MODELED
BAL_WR_06,Volatile,MODELED
BAL_WR_07,Volatile,MODELED
BAL_WR_07,Film Junkie,MODELED
BAL_WR_08,Field General,MODELED
BAL_WR_09,Locker Room Leader,MODELED
BAL_WR_09,Slow Starter,MODELED
BAL_WR_10,Coach's Son,MODELED
BAL_WR_10,Clutch Performer,MODELED
BAL_WR_10,Film Junkie,MODELED
BAL_WR_11,Positional Versatility,MODELED
BAL_WR_11,Ironman,MODELED
BAL_TE_02,Special Teams Ace,MODELED
BAL_TE_03,Injury Prone,MODELED
BAL_TE_03,Late Bloomer,MODELED
BAL_TE_03,Big Game Hunter,MODELED
BAL_TE_04,Positional Versatility,MODELED
BAL_TE_04,Ironman,MODELED
BAL_TE_05,Volatile,MODELED
BAL_OT_01,Big Game Hunter,MODELED
BAL_OT_02,Scheme Dependent,MODELED
BAL_OT_03,Positional Versatility,MODELED
BAL_OT_04,Field General,MODELED
BAL_OT_04,Scheme Dependent,MODELED
BAL_OT_04,Big Game Hunter,MODELED
BAL_OT_05,Coach's Son,MODELED
BAL_OG_02,Slow Starter,MODELED
BAL_OG_02,Injury Prone,MODELED
BAL_OG_02,Weight Room Warrior,MODELED
BAL_OG_03,Weight Room Warrior,MODELED
BAL_OG_03,Coach's Son,MODELED
BAL_OG_04,Late Bloomer,MODELED
BAL_OG_04,Scheme Dependent,MODELED
BAL_OG_05,Volatile,MODELED
BAL_C_01,Late Bloomer,MODELED
BAL_C_03,Clutch Performer,MODELED
BAL_EDGE_01,Positional Versatility,MODELED
BAL_EDGE_02,Volatile,MODELED
BAL_EDGE_03,Volatile,MODELED
BAL_EDGE_03,High Motor,MODELED
BAL_EDGE_03,Weight Room Warrior,MODELED
BAL_EDGE_04,Late Bloomer,MODELED
BAL_EDGE_04,Big Game Hunter,MODELED
BAL_EDGE_05,Big Game Hunter,MODELED
BAL_EDGE_06,Injury Prone,MODELED
BAL_EDGE_06,High Motor,MODELED
BAL_EDGE_06,Positional Versatility,MODELED
BAL_EDGE_07,Special Teams Ace,MODELED
BAL_EDGE_08,Locker Room Leader,MODELED
BAL_EDGE_09,Slow Starter,MODELED
BAL_DT_01,Weight Room Warrior,MODELED
BAL_DT_02,Slow Starter,MODELED
BAL_DT_02,Special Teams Ace,MODELED
BAL_DT_02,Injury Prone,MODELED
BAL_DT_03,Injury Prone,MODELED
BAL_DT_03,Late Bloomer,MODELED
BAL_DT_04,Film Junkie,MODELED
BAL_DT_05,Late Bloomer,MODELED
BAL_DT_06,High Motor,MODELED
BAL_DT_07,Special Teams Ace,MODELED
BAL_DT_08,Field General,MODELED
BAL_DT_08,Weight Room Warrior,MODELED
BAL_DT_08,Locker Room Leader,MODELED
BAL_LB_01,Late Bloomer,MODELED
BAL_LB_01,Scheme Dependent,MODELED
BAL_LB_03,Injury Prone,MODELED
BAL_LB_03,Special Teams Ace,MODELED
BAL_LB_03,High Motor,MODELED
BAL_LB_04,Slow Starter,MODELED
BAL_LB_04,Scheme Dependent,MODELED
BAL_LB_04,Late Bloomer,MODELED
BAL_LB_05,Locker Room Leader,MODELED
BAL_LB_05,Coach's Son,MODELED
BAL_LB_06,Clutch Performer,MODELED
BAL_LB_08,Ironman,MODELED
BAL_LB_08,Positional Versatility,MODELED
BAL_CB_01,Special Teams Ace,MODELED
BAL_CB_02,Injury Prone,MODELED
BAL_CB_02,Clutch Performer,MODELED
BAL_CB_02,Field General,MODELED
BAL_CB_03,Scheme Dependent,MODELED
BAL_CB_04,High Motor,MODELED
BAL_CB_05,Injury Prone,MODELED
BAL_CB_07,Locker Room Leader,MODELED
BAL_CB_07,Scheme Dependent,MODELED
BAL_CB_07,Positional Versatility,MODELED
