player_id,display_name,team_id,position,position_group,jersey_number,height_inches,weight_lbs,age,experience_years,college_id,college_name,draft_year,draft_round,draft_pick_in_round,draft_overall_pick,draft_status,rookie_flag,roster_status,designation,depth_rank,role_tier,overall_rating,potential_rating,data_class
BUF_C_03,Darian Steinkuhler,BUF,C,O-Line,21,75,309,28,5,COL0168,Sablewood State Tech,2021,5,29,157,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,PUP,3,DEPTH,64,64,GENERATED
BUF_EDGE_01,Lars Stanfield,BUF,EDGE,Front Seven,72,76,271,23,2,COL0134,Larkspur State,2024,1,1,1,DRAFTED,0,ACTIVE,NONE,1,STARTER,89,98,GENERATED
BUF_EDGE_02,Bishop Ayers,BUF,EDGE,Front Seven,95,77,278,25,3,COL0007,Calderwood State Tech,2023,1,7,7,DRAFTED,0,ACTIVE,NONE,2,STARTER,77,82,GENERATED
BUF_EDGE_03,Morgan Marsalis,BUF,EDGE,Front Seven,13,75,250,27,3,COL0011,Fort Grayson A&M,2023,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,62,66,GENERATED
BUF_EDGE_04,Raylan Wolfington,BUF,EDGE,Front Seven,66,76,260,27,5,COL0049,Northcrest State Tech,2021,7,8,200,DRAFTED,0,ACTIVE,IR,4,ROTATIONAL,68,77,GENERATED
BUF_EDGE_05,Pascal Yeboah,BUF,EDGE,Front Seven,4,77,256,25,2,COL0122,Falcon Ridge Tech,2024,5,21,149,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,72,75,GENERATED
BUF_EDGE_06,Lennon Paschall,BUF,EDGE,Front Seven,32,75,277,24,0,COL0053,Redbluff A&M,2026,,,,UNDRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,58,65,GENERATED
BUF_EDGE_07,Jaxton Santoro,BUF,EDGE,Front Seven,97,74,242,24,2,COL0241,Talbot Tech,2024,5,1,129,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,63,72,GENERATED
BUF_EDGE_08,Blaise Hemsley,BUF,EDGE,Front Seven,89,76,254,21,0,COL0229,Dunmore College,2026,6,22,182,DRAFTED,1,CAMP_BODY,NONE,8,CAMP,56,65,GENERATED
BUF_EDGE_09,Kalen Vasher,BUF,EDGE,Front Seven,68,73,272,23,1,COL0149,Cedar Falls University,2025,,,,UNDRAFTED,0,CAMP_BODY,NONE,9,CAMP,58,60,GENERATED
BUF_DT_01,Augustus McCourty,BUF,DT,Front Seven,91,73,337,28,7,COL0005,Calderwood College,2019,6,8,168,DRAFTED,0,ACTIVE,NONE,1,STARTER,71,71,GENERATED
BUF_DT_02,Radcliffe Bumgarner,BUF,DT,Front Seven,29,73,303,24,2,COL0176,Mount Verity State,2024,4,13,109,DRAFTED,0,ACTIVE,NONE,2,STARTER,71,80,GENERATED
BUF_DT_03,Hayes Okorafor,BUF,DT,Front Seven,1,75,308,23,0,COL0085,Westmoor State,2026,7,17,209,DRAFTED,1,ACTIVE,DAY_TO_DAY,3,ROTATIONAL,62,64,GENERATED
BUF_DT_04,Bexley Sandidge,BUF,DT,Front Seven,61,77,311,31,7,COL0062,Havenport Institute,2019,3,26,90,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,78,79,GENERATED
BUF_DT_05,Thelonious Wanogho,BUF,DT,Front Seven,27,72,316,24,2,COL0172,Harrowgate A&M,2024,6,13,173,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,72,75,GENERATED
BUF_DT_06,Jonas Percival,BUF,DT,Front Seven,43,74,330,25,2,COL0204,Lakemont State,2024,7,15,207,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,63,64,GENERATED
BUF_DT_07,Owen Prioleau,BUF,DT,Front Seven,81,73,322,24,0,COL0037,Kelvinridge University,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,7,CAMP,63,63,GENERATED
BUF_DT_08,Avery McLendon,BUF,DT,Front Seven,78,76,298,23,0,COL0243,Talbot College,2026,7,28,220,DRAFTED,1,CAMP_BODY,NONE,8,CAMP,61,64,GENERATED
BUF_LB_01,Wesley Selvie,BUF,LB,Front Seven,5,73,231,30,6,COL0167,Sablewood Institute,2020,4,13,109,DRAFTED,0,ACTIVE,NONE,1,STARTER,72,75,GENERATED
BUF_LB_02,Rufus Fetterman,BUF,LB,Front Seven,15,73,223,24,1,COL0240,Talbot University,2025,1,1,1,DRAFTED,0,ACTIVE,NONE,2,STARTER,72,78,GENERATED
BUF_LB_03,Gunner Hopkins,BUF,LB,Front Seven,42,72,231,22,1,COL0116,Kingsbridge A&M,2025,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,65,73,GENERATED
BUF_LB_04,Stryker Vanderveer,BUF,LB,Front Seven,9,76,235,23,2,COL0158,Granite Bay A&M,2024,5,13,141,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,71,78,GENERATED
BUF_LB_05,Owen Desormeaux,BUF,LB,Front Seven,82,72,243,28,5,COL0232,Clearwater Ridge State,2021,2,17,49,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,66,70,GENERATED
BUF_LB_06,Gideon Gaddis,BUF,LB,Front Seven,84,75,243,24,1,COL0229,Dunmore College,2025,6,14,174,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,6,DEPTH,58,67,GENERATED
BUF_LB_07,Kamden Hankins,BUF,LB,Front Seven,17,73,225,23,1,COL0123,Falcon Ridge A&M,2025,,,,UNDRAFTED,0,CAMP_BODY,DAY_TO_DAY,7,CAMP,50,54,GENERATED
BUF_LB_08,Sterling Bascomb,BUF,LB,Front Seven,35,73,262,23,0,COL0139,Larkspur Institute,2026,7,3,195,DRAFTED,1,CAMP_BODY,DAY_TO_DAY,8,CAMP,62,68,GENERATED
BUF_CB_01,Enzo Deakins,BUF,CB,Secondary,51,70,198,27,6,COL0170,Harrowgate University,2020,4,30,126,DRAFTED,0,ACTIVE,NONE,1,STARTER,70,78,GENERATED
BUF_CB_02,Leon Gaskins,BUF,CB,Secondary,75,71,191,23,0,COL0217,Ravensburg State Tech,2026,4,1,97,DRAFTED,1,ACTIVE,NONE,2,STARTER,72,80,GENERATED
BUF_CB_03,Leland Callender,BUF,CB,Secondary,48,71,175,26,4,COL0107,Quarry Hill University,2022,5,11,139,DRAFTED,0,ACTIVE,NONE,3,STARTER,73,73,GENERATED
BUF_CB_04,Lennox Harkness,BUF,CB,Secondary,50,73,196,27,3,COL0217,Ravensburg State Tech,2023,4,9,105,DRAFTED,0,ACTIVE,DAY_TO_DAY,4,ROTATIONAL,64,64,GENERATED
BUF_CB_05,Hank Rimington,BUF,CB,Secondary,65,68,193,24,3,COL0170,Harrowgate University,2023,,,,UNDRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,65,65,GENERATED
BUF_CB_06,Tristan Lucchese,BUF,CB,Secondary,24,72,207,30,7,COL0256,Bramblewood A&M,2019,7,13,205,DRAFTED,0,ACTIVE,NONE,6,ROTATIONAL,67,71,GENERATED
BUF_CB_07,Soren Edelman,BUF,CB,Secondary,40,70,171,26,3,COL0061,Havenport College,2023,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,71,75,GENERATED
BUF_CB_08,Fritz Kraft,BUF,CB,Secondary,20,73,201,25,3,COL0085,Westmoor State,2023,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,8,DEPTH,60,62,GENERATED
BUF_CB_09,Fenwick Minshew,BUF,CB,Secondary,53,69,192,23,0,COL0067,Silverlake A&M,2026,5,21,149,DRAFTED,1,CAMP_BODY,NONE,9,CAMP,53,57,GENERATED
BUF_CB_10,Cairo Copeland,BUF,CB,Secondary,23,68,189,22,0,COL0156,Granite Bay University,2026,5,20,148,DRAFTED,1,CAMP_BODY,NONE,10,CAMP,51,60,GENERATED
BUF_CB_11,Quade Tavai,BUF,CB,Secondary,22,66,201,24,0,COL0253,Bramblewood State,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,11,CAMP,62,62,GENERATED
BUF_S_01,Carlisle Vickers,BUF,S,Secondary,14,73,193,24,3,COL0258,Bramblewood Institute,2023,5,16,144,DRAFTED,0,ACTIVE,NONE,1,STARTER,71,76,GENERATED
BUF_S_02,Radcliffe Schaffner,BUF,S,Secondary,37,71,206,25,3,COL0136,Larkspur Tech,2023,1,25,25,DRAFTED,0,ACTIVE,NONE,2,STARTER,84,89,GENERATED
BUF_S_03,Brogan Diallo,BUF,S,Secondary,64,74,214,24,2,COL0006,Calderwood Institute,2024,3,6,70,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,70,76,GENERATED
BUF_S_04,Vince Finnegan,BUF,S,Secondary,34,73,199,27,5,COL0018,Ashfield A&M,2021,3,30,94,DRAFTED,0,ACTIVE,PUP,4,ROTATIONAL,61,67,GENERATED
BUF_S_05,Roderick Doughty,BUF,S,Secondary,41,71,203,24,1,COL0237,Clearwater Ridge Institute,2025,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,64,70,GENERATED
BUF_S_06,Barnes Poteat,BUF,S,Secondary,73,68,212,23,0,COL0063,Havenport State Tech,2026,5,32,160,DRAFTED,1,CAMP_BODY,NONE,6,CAMP,61,70,GENERATED
BUF_S_07,Jaxton Minshew,BUF,S,Secondary,69,72,208,25,1,COL0171,Harrowgate Tech,2025,7,3,195,DRAFTED,0,CAMP_BODY,NONE,7,CAMP,51,57,GENERATED
BUF_K_01,Ansel Schmitz,BUF,K,Specialist,47,71,189,32,8,COL0182,Mount Verity State Tech,2018,2,19,51,DRAFTED,0,ACTIVE,NONE,1,STARTER,71,75,GENERATED
BUF_K_02,Patton Fontenot,BUF,K,Specialist,71,71,200,25,3,COL0014,Fort Grayson State Tech,2023,5,21,149,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,2,DEPTH,57,60,GENERATED
BUF_P_01,Kellan Danforth,BUF,P,Specialist,25,73,201,29,6,COL0198,Copper Creek University,2020,2,10,42,DRAFTED,0,ACTIVE,NONE,1,STARTER,69,73,GENERATED
BUF_P_02,Julius Carrington,BUF,P,Specialist,92,71,195,24,0,COL0028,Marbury State Tech,2026,,,,UNDRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,2,DEPTH,70,73,GENERATED
BUF_LS_01,Forrest Brockman,BUF,LS,Specialist,30,73,240,30,6,COL0060,Havenport A&M,2020,2,1,33,DRAFTED,0,ACTIVE,NONE,1,STARTER,67,67,GENERATED
MIA_QB_01,Mikael Moorhead,MIA,QB,Quarterback,96,76,235,36,14,COL0136,Larkspur Tech,2012,3,16,80,DRAFTED,0,ACTIVE,NONE,1,STARTER,71,73,GENERATED
MIA_QB_02,Sheridan Bergeron,MIA,QB,Quarterback,81,76,217,26,4,COL0023,Marbury University,2022,,,,UNDRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,53,54,GENERATED
MIA_QB_03,Izaiah Hamlett,MIA,QB,Quarterback,14,73,215,23,1,COL0087,Westmoor Tech,2025,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,3,DEPTH,65,72,GENERATED
MIA_QB_04,Wendell Sarratt,MIA,QB,Quarterback,43,76,215,23,0,COL0107,Quarry Hill University,2026,5,10,138,DRAFTED,1,CAMP_BODY,NONE,4,CAMP,51,56,GENERATED
MIA_RB_01,Lincoln Karras,MIA,RB,Backfield,85,67,194,29,6,COL0170,Harrowgate University,2020,4,1,97,DRAFTED,0,ACTIVE,NONE,1,STARTER,62,62,GENERATED
MIA_RB_02,Asa Mortenson,MIA,RB,Backfield,3,70,222,25,2,COL0019,Ashfield College,2024,5,21,149,DRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,63,63,GENERATED
MIA_RB_03,Joaquin Rimington,MIA,RB,Backfield,45,71,202,24,1,COL0049,Northcrest State Tech,2025,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,56,57,GENERATED
MIA_RB_04,Ignacio Cahill,MIA,RB,Backfield,70,68,194,23,0,COL0024,Marbury Tech,2026,5,30,158,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,4,DEPTH,65,73,GENERATED
MIA_RB_05,Winston Oluokun,MIA,RB,Backfield,66,69,222,23,1,COL0187,Sunderland College,2025,,,,UNDRAFTED,0,CAMP_BODY,IR,5,CAMP,48,52,GENERATED
MIA_FB_01,Ramsey Zimmerman,MIA,FB,Backfield,57,71,254,28,6,COL0135,Larkspur University,2020,1,20,20,DRAFTED,0,ACTIVE,NONE,1,STARTER,67,67,GENERATED
MIA_WR_01,Hutch Meacham,MIA,WR,Receiver,27,69,222,33,9,COL0099,Thornfield State,2017,4,7,103,DRAFTED,0,ACTIVE,NONE,1,STARTER,77,77,GENERATED
MIA_WR_02,Fenwick Fetterman,MIA,WR,Receiver,90,73,175,23,2,COL0245,Talbot State Tech,2024,1,20,20,DRAFTED,0,ACTIVE,NONE,2,STARTER,69,78,GENERATED
MIA_WR_03,Ace Wrighster,MIA,WR,Receiver,64,71,202,26,5,COL0172,Harrowgate A&M,2021,3,1,65,DRAFTED,0,ACTIVE,NONE,3,STARTER,72,73,GENERATED
MIA_WR_04,Orion Berrios,MIA,WR,Receiver,86,71,208,30,7,COL0018,Ashfield A&M,2019,2,7,39,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,65,72,GENERATED
MIA_WR_05,Noel Charbonnet,MIA,WR,Receiver,16,68,211,34,11,COL0044,Northcrest University,2015,3,28,92,DRAFTED,0,ACTIVE,NONE,5,ROTATIONAL,60,64,GENERATED
MIA_WR_06,Vance Danforth,MIA,WR,Receiver,1,71,186,29,6,COL0121,Falcon Ridge University,2020,1,7,7,DRAFTED,0,ACTIVE,NONE,6,ROTATIONAL,76,80,GENERATED
MIA_WR_07,Kellan Valdejuli,MIA,WR,Receiver,36,71,196,29,5,COL0054,Redbluff College,2021,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,7,DEPTH,62,62,GENERATED
MIA_WR_08,Lonnie Eckhardt,MIA,WR,Receiver,67,75,210,26,2,COL0112,Quarry Hill State Tech,2024,,,,UNDRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,8,DEPTH,54,56,GENERATED
MIA_WR_09,Monte Trapasso,MIA,WR,Receiver,63,72,195,23,0,COL0091,Westmoor State Tech,2026,,,,UNDRAFTED,1,CAMP_BODY,NONE,9,CAMP,62,73,GENERATED
MIA_WR_10,Kermit Ridgeway,MIA,WR,Receiver,76,72,196,21,0,COL0120,Falcon Ridge State,2026,5,14,142,DRAFTED,1,CAMP_BODY,NONE,10,CAMP,58,69,GENERATED
MIA_WR_11,Rashad Courtland,MIA,WR,Receiver,42,71,175,22,0,COL0176,Mount Verity State,2026,7,4,196,DRAFTED,1,CAMP_BODY,NONE,11,CAMP,59,65,GENERATED
MIA_TE_01,Benoit Magnusson,MIA,TE,Receiver,74,76,254,25,2,COL0252,Winslow State Tech,2024,2,9,41,DRAFTED,0,ACTIVE,NONE,1,STARTER,69,76,GENERATED
MIA_TE_02,Demetrius Callender,MIA,TE,Receiver,4,78,246,25,4,COL0072,Cypress Hollow University,2022,,,,UNDRAFTED,0,ACTIVE,NONE,2,ROTATIONAL,78,79,GENERATED
MIA_TE_03,Amari Gresham,MIA,TE,Receiver,48,79,256,22,0,COL0145,Whitepine College,2026,4,8,104,DRAFTED,1,ACTIVE,NONE,3,ROTATIONAL,72,74,GENERATED
MIA_TE_04,Vince Ferrante,MIA,TE,Receiver,55,78,235,24,0,COL0232,Clearwater Ridge State,2026,7,25,217,DRAFTED,1,PRACTICE_SQUAD_CANDIDATE,NONE,4,DEPTH,53,62,GENERATED
MIA_TE_05,Terrance Medearis,MIA,TE,Receiver,12,76,253,23,0,COL0055,Redbluff Institute,2026,7,13,205,DRAFTED,1,CAMP_BODY,NONE,5,CAMP,60,67,GENERATED
MIA_TE_06,Seamus Trevathan,MIA,TE,Receiver,59,76,243,25,1,COL0163,Sablewood University,2025,,,,UNDRAFTED,0,CAMP_BODY,NONE,6,CAMP,58,61,GENERATED
MIA_OT_01,Cassian Harmon,MIA,OT,O-Line,28,78,311,24,1,COL0253,Bramblewood State,2025,,,,UNDRAFTED,0,ACTIVE,NONE,1,STARTER,67,74,GENERATED
MIA_OT_02,Dupree Dillard,MIA,OT,O-Line,30,80,326,28,6,COL0136,Larkspur Tech,2020,5,11,139,DRAFTED,0,ACTIVE,NONE,2,STARTER,69,71,GENERATED
MIA_OT_03,Torin Hagerty,MIA,OT,O-Line,89,76,320,27,5,COL0204,Lakemont State,2021,3,26,90,DRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,68,69,GENERATED
MIA_OT_04,Weston Ferrante,MIA,OT,O-Line,18,78,326,24,2,COL0073,Cypress Hollow Tech,2024,5,22,150,DRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,72,72,GENERATED
MIA_OT_05,Nash Schmitz,MIA,OT,O-Line,69,77,303,25,1,COL0120,Falcon Ridge State,2025,4,9,105,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,65,72,GENERATED
MIA_OT_06,Brennan Panganiban,MIA,OT,O-Line,62,77,324,26,3,COL0009,Fort Grayson University,2023,4,13,109,DRAFTED,0,CAMP_BODY,NONE,6,CAMP,62,72,GENERATED
MIA_OG_01,Terrance Oakman,MIA,OG,O-Line,21,76,308,27,4,COL0157,Granite Bay Tech,2022,1,28,28,DRAFTED,0,ACTIVE,NONE,1,STARTER,69,72,GENERATED
MIA_OG_02,Sergio Mundy,MIA,OG,O-Line,35,74,341,29,7,COL0024,Marbury Tech,2019,6,26,186,DRAFTED,0,ACTIVE,NONE,2,STARTER,68,70,GENERATED
MIA_OG_03,Otto Aubert,MIA,OG,O-Line,84,78,314,26,3,COL0217,Ravensburg State Tech,2023,,,,UNDRAFTED,0,ACTIVE,NONE,3,ROTATIONAL,59,67,GENERATED
MIA_OG_04,Kalen Chidozie,MIA,OG,O-Line,49,75,309,26,5,COL0231,Dunmore State Tech,2021,,,,UNDRAFTED,0,ACTIVE,NONE,4,ROTATIONAL,60,61,GENERATED
MIA_OG_05,Harrison Sylvester,MIA,OG,O-Line,78,76,318,22,1,COL0060,Havenport A&M,2025,7,6,198,DRAFTED,0,PRACTICE_SQUAD_CANDIDATE,NONE,5,DEPTH,68,70,GENERATED
MIA_OG_06,Tiberius Creswell,MIA,OG,O-Line,23,75,290,22,0,COL0242,Talbot A&M,2026,6,4,164,DRAFTED,1,CAMP_BODY,NONE,6,CAMP,52,59,GENERATED
MIA_C_01,Eero Burrage,MIA,C,O-Line,10,74,296,36,13,COL0253,Bramblewood State,2013,1,3,3,DRAFTED,0,ACTIVE,NONE,1,STARTER,70,72,GENERATED
