player_id,position,speed,acceleration,agility,strength,stamina,durability,awareness,football_iq,work_ethic,consistency,anchor,ball_skills,blitzing,block_shedding,break_tackle,carrying,catch_in_traffic,catching,clutch,contact_balance,coverage,decision_making,deep_accuracy,directional,elusiveness,finesse_move,hang_time,kick_accuracy,kick_power,kickoff_power,lead_block,line_calls,man_coverage,medium_accuracy,pass_block,pass_protection,pass_rush,play_action,play_recognition,pocket_presence,power,power_move,press,pressure_handling,punt_accuracy,punt_power,pursuit,receiving,release,route_running,run_block,run_defense,run_support,scrambling,second_level,separation,short_accuracy,snap_accuracy,snap_speed,spectacular_catch,tackling,technique,throw_on_run,throw_power,vision,zone_coverage,data_class
BUF_LB_01,LB,66,72,82,83,88,70,79,72,93,76,,,86,78,,,,,,,,,,,,,,,,,,,73,,,,,,79,,,,,,,,77,,,,,,,,,,,,,,91,,,,,69,MODELED
BUF_LB_02,LB,74,64,81,78,76,58,69,78,68,75,,,74,69,,,,,,,,,,,,,,,,,,,71,,,,,,73,,,,,,,,83,,,,,,,,,,,,,,78,,,,,68,MODELED
BUF_LB_03,LB,67,73,65,72,83,95,67,66,75,62,,,73,76,,,,,,,,,,,,,,,,,,,54,,,,,,54,,,,,,,,59,,,,,,,,,,,,,,67,,,,,62,MODELED
BUF_LB_04,LB,78,74,79,79,80,58,73,70,84,74,,,64,72,,,,,,,,,,,,,,,,,,,85,,,,,,81,,,,,,,,70,,,,,,,,,,,,,,68,,,,,74,MODELED
BUF_LB_05,LB,66,69,72,77,70,73,65,66,59,59,,,43,56,,,,,,,,,,,,,,,,,,,70,,,,,,69,,,,,,,,68,,,,,,,,,,,,,,61,,,,,70,MODELED
BUF_LB_06,LB,51,65,58,67,74,72,56,56,80,52,,,59,70,,,,,,,,,,,,,,,,,,,61,,,,,,55,,,,,,,,62,,,,,,,,,,,,,,64,,,,,40,MODELED
BUF_LB_07,LB,47,51,52,53,71,80,36,51,76,56,,,53,55,,,,,,,,,,,,,,,,,,,58,,,,,,48,,,,,,,,47,,,,,,,,,,,,,,55,,,,,55,MODELED
BUF_LB_08,LB,73,60,65,66,72,64,59,64,69,52,,,63,77,,,,,,,,,,,,,,,,,,,72,,,,,,59,,,,,,,,70,,,,,,,,,,,,,,60,,,,,52,MODELED
BUF_CB_01,CB,76,79,74,61,91,64,78,77,67,67,,60,,,,,,,,,,,,,,,,,,,,,72,,,,,,73,,,,78,,,,,,,,,,,,,,,,,,64,,,,,69,MODELED
BUF_CB_02,CB,88,74,89,70,76,77,65,71,67,62,,75,,,,,,,,,,,,,,,,,,,,,75,,,,,,78,,,,70,,,,,,,,,,,,,,,,,,59,,,,,68,MODELED
BUF_CB_03,CB,75,83,88,64,81,63,82,74,94,77,,73,,,,,,,,,,,,,,,,,,,,,76,,,,,,79,,,,57,,,,,,,,,,,,,,,,,,70,,,,,75,MODELED
BUF_CB_04,CB,74,82,61,37,75,77,72,70,73,60,,61,,,,,,,,,,,,,,,,,,,,,61,,,,,,53,,,,71,,,,,,,,,,,,,,,,,,59,,,,,72,MODELED
BUF_CB_05,CB,73,76,72,60,91,69,59,63,87,77,,71,,,,,,,,,,,,,,,,,,,,,71,,,,,,48,,,,64,,,,,,,,,,,,,,,,,,60,,,,,63,MODELED
BUF_CB_06,CB,74,69,77,56,66,68,68,76,63,51,,62,,,,,,,,,,,,,,,,,,,,,78,,,,,,68,,,,59,,,,,,,,,,,,,,,,,,66,,,,,73,MODELED
BUF_CB_07,CB,87,82,71,71,76,54,70,67,67,63,,58,,,,,,,,,,,,,,,,,,,,,81,,,,,,77,,,,76,,,,,,,,,,,,,,,,,,69,,,,,59,MODELED
BUF_CB_08,CB,66,63,70,56,74,46,61,57,68,65,,65,,,,,,,,,,,,,,,,,,,,,68,,,,,,72,,,,56,,,,,,,,,,,,,,,,,,59,,,,,54,MODELED
BUF_CB_09,CB,68,63,55,37,80,70,45,53,57,60,,62,,,,,,,,,,,,,,,,,,,,,40,,,,,,53,,,,57,,,,,,,,,,,,,,,,,,43,,,,,51,MODELED
BUF_CB_10,CB,55,67,61,43,79,67,42,43,78,46,,57,,,,,,,,,,,,,,,,,,,,,41,,,,,,45,,,,56,,,,,,,,,,,,,,,,,,46,,,,,46,MODELED
BUF_CB_11,CB,74,75,75,47,67,78,59,73,86,59,,59,,,,,,,,,,,,,,,,,,,,,51,,,,,,66,,,,50,,,,,,,,,,,,,,,,,,62,,,,,47,MODELED
BUF_S_01,S,76,85,75,60,91,62,66,76,87,69,,58,,,,,,,,,,,,,,,,,,,,,71,,,,,,74,,,,75,,,,,,,,,,73,,,,,,,,75,,,,,64,MODELED
BUF_S_02,S,84,90,81,82,87,65,74,81,78,73,,76,,,,,,,,,,,,,,,,,,,,,88,,,,,,96,,,,66,,,,,,,,,,78,,,,,,,,91,,,,,80,MODELED
BUF_S_03,S,81,77,72,60,76,70,67,66,56,54,,69,,,,,,,,,,,,,,,,,,,,,65,,,,,,76,,,,67,,,,,,,,,,72,,,,,,,,57,,,,,70,MODELED
BUF_S_04,S,64,59,68,51,76,74,70,65,72,84,,54,,,,,,,,,,,,,,,,,,,,,61,,,,,,68,,,,63,,,,,,,,,,57,,,,,,,,62,,,,,48,MODELED
BUF_S_05,S,68,65,69,60,76,72,60,62,71,50,,60,,,,,,,,,,,,,,,,,,,,,56,,,,,,58,,,,72,,,,,,,,,,59,,,,,,,,70,,,,,68,MODELED
BUF_S_06,S,57,68,64,54,68,66,52,65,60,50,,62,,,,,,,,,,,,,,,,,,,,,57,,,,,,58,,,,52,,,,,,,,,,63,,,,,,,,61,,,,,63,MODELED
BUF_S_07,S,53,53,52,55,82,85,38,42,69,60,,52,,,,,,,,,,,,,,,,,,,,,57,,,,,,39,,,,54,,,,,,,,,,47,,,,,,,,46,,,,,44,MODELED
BUF_K_01,K,51,51,52,59,74,49,74,74,69,63,,,,,,,,,76,,,,,,,,,80,77,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODELED
BUF_K_02,K,33,28,47,42,58,56,52,57,64,68,,,,,,,,,62,,,,,,,,,65,52,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MODELED
BUF_P_01,P,43,42,58,51,80,87,73,79,87,58,,,,,,,,,,,,,,69,,,70,,,,,,,,,,,,,,,,,,76,76,,,,,,,,,,,,,,,,,,,,,MODELED
BUF_P_02,P,46,39,45,63,72,71,65,71,72,68,,,,,,,,,,,,,,75,,,77,,,,,,,,,,,,,,,,,,78,63,,,,,,,,,,,,,,,,,,,,,MODELED
BUF_LS_01,LS,57,46,50,64,72,97,65,65,88,58,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,71,,,,,,,,MODELED
MIA_QB_01,QB,68,64,60,68,82,44,88,86,79,71,,,,,,,,,,,,67,59,,,,,,,,,,,72,,,,77,,71,,,,66,,,,,,,,,,64,,,78,,,,,,71,67,,,MODELED
MIA_QB_02,QB,53,39,43,44,58,66,50,57,69,57,,,,,,,,,,,,57,57,,,,,,,,,,,45,,,,49,,56,,,,65,,,,,,,,,,64,,,60,,,,,,53,55,,,MODELED
MIA_QB_03,QB,52,57,66,48,73,63,62,59,51,62,,,,,,,,,,,,67,54,,,,,,,,,,,72,,,,65,,72,,,,72,,,,,,,,,,55,,,66,,,,,,54,63,,,MODELED
MIA_QB_04,QB,46,53,53,49,65,70,46,49,48,54,,,,,,,,,,,,54,62,,,,,,,,,,,56,,,,48,,39,,,,54,,,,,,,,,,51,,,55,,,,,,57,53,,,MODELED
MIA_RB_01,RB,69,62,77,57,81,61,64,63,63,71,,,,,61,59,,,,65,,,,,57,,,,,,,,,,,59,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,70,,MODELED
MIA_RB_02,RB,73,66,72,59,78,99,54,64,54,62,,,,,62,73,,,,72,,,,,62,,,,,,,,,,,59,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,68,,MODELED
MIA_RB_03,RB,58,59,66,63,63,69,53,45,71,70,,,,,55,61,,,,47,,,,,49,,,,,,,,,,,55,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,46,,MODELED
MIA_RB_04,RB,69,70,83,66,66,75,56,66,67,61,,,,,66,69,,,,66,,,,,70,,,,,,,,,,,65,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,71,,MODELED
MIA_RB_05,RB,49,52,52,36,76,76,48,37,81,57,,,,,49,50,,,,53,,,,,49,,,,,,,,,,,48,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,52,,MODELED
MIA_FB_01,FB,60,74,71,70,75,60,72,83,67,65,,,,,,71,,,,75,,,,,,,,,,,62,,,,,70,,,,,,,,,,,,56,,,64,,,,,,,,,,,,,,,,MODELED
MIA_WR_01,WR,94,84,79,69,85,77,86,84,77,69,,,,,,,73,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,75,84,,,,,67,,,,72,,,,,,,MODELED
MIA_WR_02,WR,79,77,85,49,86,67,62,66,56,61,,,,,,,59,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,80,74,,,,,72,,,,65,,,,,,,MODELED
MIA_WR_03,WR,72,91,79,64,78,73,72,87,65,55,,,,,,,73,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,63,67,,,,,82,,,,65,,,,,,,MODELED
MIA_WR_04,WR,82,78,73,69,76,59,72,77,64,65,,,,,,,63,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,85,67,,,,,67,,,,58,,,,,,,MODELED
MIA_WR_05,WR,68,69,62,57,81,83,56,68,87,70,,,,,,,54,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,41,60,,,,,46,,,,71,,,,,,,MODELED
MIA_WR_06,WR,91,95,92,65,75,60,93,84,72,69,,,,,,,84,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,74,72,,,,,84,,,,70,,,,,,,MODELED
MIA_WR_07,WR,70,65,71,65,80,81,76,60,73,68,,,,,,,57,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,49,77,,,,,47,,,,49,,,,,,,MODELED
MIA_WR_08,WR,61,65,68,49,73,73,54,44,59,62,,,,,,,47,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,61,48,,,,,44,,,,62,,,,,,,MODELED
MIA_WR_09,WR,69,64,71,54,69,99,50,53,72,55,,,,,,,66,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,68,58,,,,,77,,,,55,,,,,,,MODELED
MIA_WR_10,WR,69,72,63,52,60,91,61,64,55,45,,,,,,,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,67,53,,,,,60,,,,72,,,,,,,MODELED
MIA_WR_11,WR,74,78,64,56,75,59,58,65,83,49,,,,,,,70,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,56,60,,,,,56,,,,57,,,,,,,MODELED
MIA_TE_01,TE,69,62,76,79,78,71,71,73,72,62,,,,,,,55,68,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,71,63,68,,,,,55,,,,61,,,,,,,MODELED
MIA_TE_02,TE,82,81,76,76,95,71,73,83,79,67,,,,,,,78,76,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,87,79,82,,,,,75,,,,80,,,,,,,MODELED
MIA_TE_03,TE,71,64,74,73,85,75,64,72,48,71,,,,,,,69,74,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,65,72,77,,,,,74,,,,71,,,,,,,MODELED
MIA_TE_04,TE,55,48,50,55,78,77,58,53,72,52,,,,,,,52,59,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,59,48,59,,,,,57,,,,59,,,,,,,MODELED
MIA_TE_05,TE,64,58,52,67,85,60,67,61,60,60,,,,,,,63,47,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,62,68,55,,,,,53,,,,67,,,,,,,MODELED
MIA_TE_06,TE,62,59,66,64,80,67,59,68,55,74,,,,,,,62,58,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,64,64,59,,,,,50,,,,64,,,,,,,MODELED
MIA_OT_01,OT,57,53,60,83,82,61,71,59,52,77,76,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,70,,,,,,,,,,80,,,,66,,,,,,,60,,,,,MODELED
MIA_OT_02,OT,46,46,61,72,78,49,67,70,49,74,69,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,64,,,,,,,,,,66,,,,65,,,,,,,72,,,,,MODELED
MIA_OT_03,OT,50,45,40,77,90,84,54,74,71,57,63,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,79,,,,,,,,,,53,,,,83,,,,,,,70,,,,,MODELED
MIA_OT_04,OT,52,66,64,82,58,70,69,73,92,66,72,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,66,,,,,,,,,,69,,,,78,,,,,,,71,,,,,MODELED
MIA_OT_05,OT,46,38,63,81,77,89,63,61,57,60,57,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,65,,,,,,,,,,70,,,,57,,,,,,,60,,,,,MODELED
MIA_OT_06,OT,33,53,62,70,79,82,60,59,48,55,52,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,62,,,,,,,,,,69,,,,56,,,,,,,66,,,,,MODELED
MIA_OG_01,OG,59,54,57,86,72,60,76,59,61,60,76,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,67,,,,,,,,,,65,,,,80,,,,,,,69,,,,,MODELED
MIA_OG_02,OG,58,50,57,87,82,99,74,71,72,77,78,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,60,,,,,,,,,,62,,,,65,,,,,,,58,,,,,MODELED
MIA_OG_03,OG,28,41,58,70,77,80,68,69,62,73,48,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,68,,,,,,,,,,71,,,,56,,,,,,,67,,,,,MODELED
MIA_OG_04,OG,48,34,48,77,67,69,60,67,57,57,56,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,,65,,,,,,,,,,59,,,,50,,,,,,,62,,,,,MODELED
MIA_OG_05,OG,51,51,62,82,85,55,64,70,74,59,65,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,78,,,,,,,,,,63,,,,58,,,,,,,73,,,,,MODELED
MIA_OG_06,OG,33,47,35,67,73,64,53,56,88,70,34,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,54,,,,,,,,,,45,,,,53,,,,,,,41,,,,,MODELED
MIA_C_01,C,51,66,63,67,82,82,68,76,64,58,62,,,,,,,,,,,,,,,,,,,,,65,,,76,,,,,,64,,,,,,,,,,80,,,,,,,75,,,,72,,,,,MODELED
MIA_C_02,C,37,52,60,77,89,56,70,70,52,65,72,,,,,,,,,,,,,,,,,,,,,65,,,55,,,,,,61,,,,,,,,,,72,,,,,,,74,,,,68,,,,,MODELED
MIA_C_03,C,28,43,43,69,67,89,60,45,87,62,58,,,,,,,,,,,,,,,,,,,,,50,,,64,,,,,,48,,,,,,,,,,62,,,,,,,53,,,,62,,,,,MODELED
MIA_EDGE_01,EDGE,86,80,83,89,93,71,71,80,75,71,,,,86,,,,,,,81,,,,,70,,,,,,,,,,,79,,,,,78,,,,,85,,,,,75,,,,,,,,,,,,,,,MODELED
