team_id,player_id,position,jersey_number,roster_status,designation,depth_rank,acquisition_type,acquisition_year,active_status,data_class
BUF,BUF_EDGE_03,EDGE,13,ACTIVE,NONE,3,RE_SIGNED,2026,1,GENERATED
BUF,BUF_EDGE_04,EDGE,66,ACTIVE,IR,4,FREE_AGENCY,2025,0,GENERATED
BUF,BUF_EDGE_05,EDGE,4,ACTIVE,NONE,5,DRAFT,2025,1,GENERATED
BUF,BUF_EDGE_06,EDGE,32,PRACTICE_SQUAD_CANDIDATE,NONE,6,UDFA_SIGNING,2025,0,GENERATED
BUF,BUF_EDGE_07,EDGE,97,PRACTICE_SQUAD_CANDIDATE,NONE,7,DRAFT,2024,0,GENERATED
BUF,BUF_EDGE_08,EDGE,89,CAMP_BODY,NONE,8,DRAFT,2025,0,GENERATED
BUF,BUF_EDGE_09,EDGE,68,CAMP_BODY,NONE,9,UDFA_SIGNING,2025,0,GENERATED
BUF,BUF_DT_01,DT,91,ACTIVE,NONE,1,FREE_AGENCY,2021,1,GENERATED
BUF,BUF_DT_02,DT,29,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
BUF,BUF_DT_03,DT,1,ACTIVE,DAY_TO_DAY,3,DRAFT,2025,1,GENERATED
BUF,BUF_DT_04,DT,61,ACTIVE,NONE,4,RE_SIGNED,2022,1,GENERATED
BUF,BUF_DT_05,DT,27,ACTIVE,NONE,5,DRAFT,2025,1,GENERATED
BUF,BUF_DT_06,DT,43,PRACTICE_SQUAD_CANDIDATE,NONE,6,DRAFT,2024,0,GENERATED
BUF,BUF_DT_07,DT,81,CAMP_BODY,NONE,7,UDFA_SIGNING,2026,0,GENERATED
BUF,BUF_DT_08,DT,78,CAMP_BODY,NONE,8,DRAFT,2026,0,GENERATED
BUF,BUF_LB_01,LB,5,ACTIVE,NONE,1,TRADE,2024,1,GENERATED
BUF,BUF_LB_02,LB,15,ACTIVE,NONE,2,DRAFT,2025,1,GENERATED
BUF,BUF_LB_03,LB,42,ACTIVE,NONE,3,UDFA_SIGNING,2025,1,GENERATED
BUF,BUF_LB_04,LB,9,ACTIVE,NONE,4,DRAFT,2026,1,GENERATED
BUF,BUF_LB_05,LB,82,ACTIVE,NONE,5,WAIVER_CLAIM,2021,1,GENERATED
BUF,BUF_LB_06,LB,84,PRACTICE_SQUAD_CANDIDATE,NONE,6,DRAFT,2025,0,GENERATED
BUF,BUF_LB_07,LB,17,CAMP_BODY,DAY_TO_DAY,7,UDFA_SIGNING,2026,0,GENERATED
BUF,BUF_LB_08,LB,35,CAMP_BODY,DAY_TO_DAY,8,DRAFT,2026,0,GENERATED
BUF,BUF_CB_01,CB,51,ACTIVE,NONE,1,WAIVER_CLAIM,2021,1,GENERATED
BUF,BUF_CB_02,CB,75,ACTIVE,NONE,2,DRAFT,2025,1,GENERATED
BUF,BUF_CB_03,CB,48,ACTIVE,NONE,3,DRAFT,2022,1,GENERATED
BUF,BUF_CB_04,CB,50,ACTIVE,DAY_TO_DAY,4,DRAFT,2023,1,GENERATED
BUF,BUF_CB_05,CB,65,ACTIVE,NONE,5,FREE_AGENCY,2024,1,GENERATED
BUF,BUF_CB_06,CB,24,ACTIVE,NONE,6,RE_SIGNED,2026,1,GENERATED
BUF,BUF_CB_07,CB,40,PRACTICE_SQUAD_CANDIDATE,NONE,7,FREE_AGENCY,2024,0,GENERATED
BUF,BUF_CB_08,CB,20,PRACTICE_SQUAD_CANDIDATE,NONE,8,FREE_AGENCY,2026,0,GENERATED
BUF,BUF_CB_09,CB,53,CAMP_BODY,NONE,9,DRAFT,2026,0,GENERATED
BUF,BUF_CB_10,CB,23,CAMP_BODY,NONE,10,DRAFT,2025,0,GENERATED
BUF,BUF_CB_11,CB,22,CAMP_BODY,NONE,11,UDFA_SIGNING,2026,0,GENERATED
BUF,BUF_S_01,S,14,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
BUF,BUF_S_02,S,37,ACTIVE,NONE,2,DRAFT,2026,1,GENERATED
BUF,BUF_S_03,S,64,ACTIVE,NONE,3,DRAFT,2024,1,GENERATED
BUF,BUF_S_04,S,34,ACTIVE,PUP,4,TRADE,2024,0,GENERATED
BUF,BUF_S_05,S,41,PRACTICE_SQUAD_CANDIDATE,NONE,5,UDFA_SIGNING,2026,0,GENERATED
BUF,BUF_S_06,S,73,CAMP_BODY,NONE,6,DRAFT,2026,0,GENERATED
BUF,BUF_S_07,S,69,CAMP_BODY,NONE,7,DRAFT,2026,0,GENERATED
BUF,BUF_K_01,K,47,ACTIVE,NONE,1,FREE_AGENCY,2021,1,GENERATED
BUF,BUF_K_02,K,71,PRACTICE_SQUAD_CANDIDATE,NONE,2,DRAFT,2023,0,GENERATED
BUF,BUF_P_01,P,25,ACTIVE,NONE,1,TRADE,2025,1,GENERATED
BUF,BUF_P_02,P,92,PRACTICE_SQUAD_CANDIDATE,NONE,2,UDFA_SIGNING,2025,0,GENERATED
BUF,BUF_LS_01,LS,30,ACTIVE,NONE,1,RE_SIGNED,2020,1,GENERATED
MIA,MIA_QB_01,QB,96,ACTIVE,NONE,1,WAIVER_CLAIM,2026,1,GENERATED
MIA,MIA_QB_02,QB,81,ACTIVE,NONE,2,FREE_AGENCY,2023,1,GENERATED
MIA,MIA_QB_03,QB,14,PRACTICE_SQUAD_CANDIDATE,NONE,3,UDFA_SIGNING,2025,0,GENERATED
MIA,MIA_QB_04,QB,43,CAMP_BODY,NONE,4,DRAFT,2025,0,GENERATED
MIA,MIA_RB_01,RB,85,ACTIVE,NONE,1,WAIVER_CLAIM,2021,1,GENERATED
MIA,MIA_RB_02,RB,3,ACTIVE,NONE,2,DRAFT,2025,1,GENERATED
MIA,MIA_RB_03,RB,45,ACTIVE,NONE,3,UDFA_SIGNING,2025,1,GENERATED
MIA,MIA_RB_04,RB,70,PRACTICE_SQUAD_CANDIDATE,NONE,4,DRAFT,2025,0,GENERATED
MIA,MIA_RB_05,RB,66,CAMP_BODY,IR,5,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_FB_01,FB,57,ACTIVE,NONE,1,FREE_AGENCY,2022,1,GENERATED
MIA,MIA_WR_01,WR,27,ACTIVE,NONE,1,RE_SIGNED,2019,1,GENERATED
MIA,MIA_WR_02,WR,90,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
MIA,MIA_WR_03,WR,64,ACTIVE,NONE,3,WAIVER_CLAIM,2024,1,GENERATED
MIA,MIA_WR_04,WR,86,ACTIVE,NONE,4,FREE_AGENCY,2019,1,GENERATED
MIA,MIA_WR_05,WR,16,ACTIVE,NONE,5,FREE_AGENCY,2020,1,GENERATED
MIA,MIA_WR_06,WR,1,ACTIVE,NONE,6,RE_SIGNED,2025,1,GENERATED
MIA,MIA_WR_07,WR,36,PRACTICE_SQUAD_CANDIDATE,NONE,7,FREE_AGENCY,2023,0,GENERATED
MIA,MIA_WR_08,WR,67,PRACTICE_SQUAD_CANDIDATE,NONE,8,FREE_AGENCY,2025,0,GENERATED
MIA,MIA_WR_09,WR,63,CAMP_BODY,NONE,9,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_WR_10,WR,76,CAMP_BODY,NONE,10,DRAFT,2026,0,GENERATED
MIA,MIA_WR_11,WR,42,CAMP_BODY,NONE,11,DRAFT,2025,0,GENERATED
MIA,MIA_TE_01,TE,74,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
MIA,MIA_TE_02,TE,4,ACTIVE,NONE,2,RE_SIGNED,2022,1,GENERATED
MIA,MIA_TE_03,TE,48,ACTIVE,NONE,3,DRAFT,2025,1,GENERATED
MIA,MIA_TE_04,TE,55,PRACTICE_SQUAD_CANDIDATE,NONE,4,DRAFT,2026,0,GENERATED
MIA,MIA_TE_05,TE,12,CAMP_BODY,NONE,5,DRAFT,2025,0,GENERATED
MIA,MIA_TE_06,TE,59,CAMP_BODY,NONE,6,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_OT_01,OT,28,ACTIVE,NONE,1,UDFA_SIGNING,2026,1,GENERATED
MIA,MIA_OT_02,OT,30,ACTIVE,NONE,2,WAIVER_CLAIM,2023,1,GENERATED
MIA,MIA_OT_03,OT,89,ACTIVE,NONE,3,TRADE,2025,1,GENERATED
MIA,MIA_OT_04,OT,18,ACTIVE,NONE,4,DRAFT,2026,1,GENERATED
MIA,MIA_OT_05,OT,69,PRACTICE_SQUAD_CANDIDATE,NONE,5,DRAFT,2026,0,GENERATED
MIA,MIA_OT_06,OT,62,CAMP_BODY,NONE,6,DRAFT,2026,0,GENERATED
MIA,MIA_OG_01,OG,21,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
MIA,MIA_OG_02,OG,35,ACTIVE,NONE,2,TRADE,2023,1,GENERATED
MIA,MIA_OG_03,OG,84,ACTIVE,NONE,3,FREE_AGENCY,2024,1,GENERATED
MIA,MIA_OG_04,OG,49,ACTIVE,NONE,4,TRADE,2023,1,GENERATED
MIA,MIA_OG_05,OG,78,PRACTICE_SQUAD_CANDIDATE,NONE,5,DRAFT,2025,0,GENERATED
MIA,MIA_OG_06,OG,23,CAMP_BODY,NONE,6,DRAFT,2025,0,GENERATED
MIA,MIA_C_01,C,10,ACTIVE,NONE,1,WAIVER_CLAIM,2016,1,GENERATED
MIA,MIA_C_02,C,13,ACTIVE,NONE,2,UDFA_SIGNING,2025,1,GENERATED
MIA,MIA_C_03,C,65,PRACTICE_SQUAD_CANDIDATE,NONE,3,FREE_AGENCY,2026,0,GENERATED
MIA,MIA_EDGE_01,EDGE,47,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
MIA,MIA_EDGE_02,EDGE,61,ACTIVE,NONE,2,WAIVER_CLAIM,2017,1,GENERATED
MIA,MIA_EDGE_03,EDGE,22,ACTIVE,NONE,3,FREE_AGENCY,2024,1,GENERATED
MIA,MIA_EDGE_04,EDGE,72,ACTIVE,NONE,4,DRAFT,2022,1,GENERATED
MIA,MIA_EDGE_05,EDGE,92,ACTIVE,NONE,5,DRAFT,2026,1,GENERATED
MIA,MIA_EDGE_06,EDGE,7,PRACTICE_SQUAD_CANDIDATE,NONE,6,DRAFT,2025,0,GENERATED
MIA,MIA_EDGE_07,EDGE,24,PRACTICE_SQUAD_CANDIDATE,NONE,7,UDFA_SIGNING,2025,0,GENERATED
MIA,MIA_EDGE_08,EDGE,29,CAMP_BODY,NONE,8,DRAFT,2026,0,GENERATED
MIA,MIA_EDGE_09,EDGE,15,CAMP_BODY,NONE,9,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_DT_01,DT,82,ACTIVE,NONE,1,DRAFT,2024,1,GENERATED
MIA,MIA_DT_02,DT,11,ACTIVE,NONE,2,DRAFT,2025,1,GENERATED
MIA,MIA_DT_03,DT,44,ACTIVE,NONE,3,TRADE,2022,1,GENERATED
MIA,MIA_DT_04,DT,95,ACTIVE,NONE,4,DRAFT,2026,1,GENERATED
MIA,MIA_DT_05,DT,20,ACTIVE,NONE,5,WAIVER_CLAIM,2020,1,GENERATED
MIA,MIA_DT_06,DT,98,PRACTICE_SQUAD_CANDIDATE,NONE,6,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_DT_07,DT,25,CAMP_BODY,IR,7,DRAFT,2024,0,GENERATED
MIA,MIA_DT_08,DT,39,CAMP_BODY,NONE,8,DRAFT,2026,0,GENERATED
MIA,MIA_LB_01,LB,97,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
MIA,MIA_LB_02,LB,19,ACTIVE,NONE,2,RE_SIGNED,2023,1,GENERATED
MIA,MIA_LB_03,LB,93,ACTIVE,NONE,3,DRAFT,2026,1,GENERATED
MIA,MIA_LB_04,LB,77,ACTIVE,NONE,4,DRAFT,2026,1,GENERATED
MIA,MIA_LB_05,LB,2,ACTIVE,NONE,5,DRAFT,2024,1,GENERATED
MIA,MIA_LB_06,LB,38,PRACTICE_SQUAD_CANDIDATE,NONE,6,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_LB_07,LB,40,CAMP_BODY,DAY_TO_DAY,7,DRAFT,2025,0,GENERATED
MIA,MIA_LB_08,LB,94,CAMP_BODY,NONE,8,DRAFT,2025,0,GENERATED
MIA,MIA_CB_01,CB,71,ACTIVE,NONE,1,FREE_AGENCY,2025,1,GENERATED
MIA,MIA_CB_02,CB,5,ACTIVE,NONE,2,WAIVER_CLAIM,2025,1,GENERATED
MIA,MIA_CB_03,CB,99,ACTIVE,NONE,3,TRADE,2025,1,GENERATED
MIA,MIA_CB_04,CB,50,ACTIVE,NONE,4,FREE_AGENCY,2026,1,GENERATED
MIA,MIA_CB_05,CB,8,ACTIVE,NONE,5,DRAFT,2025,1,GENERATED
MIA,MIA_CB_06,CB,26,ACTIVE,NONE,6,DRAFT,2026,1,GENERATED
MIA,MIA_CB_07,CB,34,PRACTICE_SQUAD_CANDIDATE,DAY_TO_DAY,7,FREE_AGENCY,2023,0,GENERATED
MIA,MIA_CB_08,CB,58,PRACTICE_SQUAD_CANDIDATE,NONE,8,FREE_AGENCY,2025,0,GENERATED
MIA,MIA_CB_09,CB,60,CAMP_BODY,NONE,9,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_CB_10,CB,68,CAMP_BODY,NONE,10,DRAFT,2026,0,GENERATED
MIA,MIA_CB_11,CB,9,CAMP_BODY,NONE,11,UDFA_SIGNING,2026,0,GENERATED
MIA,MIA_S_01,S,51,ACTIVE,IR,1,DRAFT,2023,0,GENERATED
MIA,MIA_S_02,S,33,ACTIVE,NONE,2,DRAFT,2025,1,GENERATED
MIA,MIA_S_03,S,52,ACTIVE,NONE,3,FREE_AGENCY,2022,1,GENERATED
MIA,MIA_S_04,S,87,ACTIVE,NONE,4,UDFA_SIGNING,2025,1,GENERATED
MIA,MIA_S_05,S,17,PRACTICE_SQUAD_CANDIDATE,NONE,5,DRAFT,2023,0,GENERATED
MIA,MIA_S_06,S,83,CAMP_BODY,NONE,6,DRAFT,2025,0,GENERATED
MIA,MIA_S_07,S,32,CAMP_BODY,NONE,7,DRAFT,2025,0,GENERATED
MIA,MIA_K_01,K,41,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
MIA,MIA_K_02,K,56,PRACTICE_SQUAD_CANDIDATE,NONE,2,DRAFT,2026,0,GENERATED
MIA,MIA_P_01,P,79,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
MIA,MIA_P_02,P,53,PRACTICE_SQUAD_CANDIDATE,NONE,2,FREE_AGENCY,2025,0,GENERATED
MIA,MIA_LS_01,LS,6,ACTIVE,IR,1,DRAFT,2025,0,GENERATED
NE,NE_QB_01,QB,58,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
NE,NE_QB_02,QB,30,ACTIVE,DAY_TO_DAY,2,DRAFT,2023,1,GENERATED
NE,NE_QB_03,QB,11,PRACTICE_SQUAD_CANDIDATE,NONE,3,UDFA_SIGNING,2026,0,GENERATED
NE,NE_QB_04,QB,79,CAMP_BODY,NONE,4,UDFA_SIGNING,2025,0,GENERATED
NE,NE_RB_01,RB,43,ACTIVE,NONE,1,DRAFT,2024,1,GENERATED
NE,NE_RB_02,RB,41,ACTIVE,NONE,2,FREE_AGENCY,2024,1,GENERATED
NE,NE_RB_03,RB,32,ACTIVE,NONE,3,DRAFT,2025,1,GENERATED
NE,NE_RB_04,RB,17,PRACTICE_SQUAD_CANDIDATE,NONE,4,FREE_AGENCY,2023,0,GENERATED
NE,NE_RB_05,RB,78,CAMP_BODY,NONE,5,DRAFT,2025,0,GENERATED
NE,NE_FB_01,FB,31,ACTIVE,NFI,1,DRAFT,2024,0,GENERATED
NE,NE_WR_01,WR,81,ACTIVE,NONE,1,TRADE,2019,1,GENERATED
NE,NE_WR_02,WR,88,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
NE,NE_WR_03,WR,49,ACTIVE,NONE,3,RE_SIGNED,2021,1,GENERATED
NE,NE_WR_04,WR,94,ACTIVE,NONE,4,DRAFT,2024,1,GENERATED
NE,NE_WR_05,WR,1,ACTIVE,NONE,5,UDFA_SIGNING,2025,1,GENERATED
NE,NE_WR_06,WR,82,ACTIVE,NONE,6,FREE_AGENCY,2026,1,GENERATED
NE,NE_WR_07,WR,92,PRACTICE_SQUAD_CANDIDATE,NONE,7,DRAFT,2025,0,GENERATED
NE,NE_WR_08,WR,74,PRACTICE_SQUAD_CANDIDATE,NONE,8,UDFA_SIGNING,2026,0,GENERATED
NE,NE_WR_09,WR,61,CAMP_BODY,NONE,9,DRAFT,2026,0,GENERATED
NE,NE_WR_10,WR,93,CAMP_BODY,NONE,10,UDFA_SIGNING,2025,0,GENERATED
NE,NE_WR_11,WR,27,CAMP_BODY,NONE,11,DRAFT,2025,0,GENERATED
NE,NE_TE_01,TE,96,ACTIVE,NONE,1,FREE_AGENCY,2025,1,GENERATED
NE,NE_TE_02,TE,51,ACTIVE,NONE,2,FREE_AGENCY,2022,1,GENERATED
NE,NE_TE_03,TE,95,ACTIVE,NONE,3,DRAFT,2026,1,GENERATED
NE,NE_TE_04,TE,69,PRACTICE_SQUAD_CANDIDATE,NONE,4,DRAFT,2025,0,GENERATED
NE,NE_TE_05,TE,48,CAMP_BODY,NONE,5,FREE_AGENCY,2025,0,GENERATED
NE,NE_TE_06,TE,28,CAMP_BODY,NONE,6,UDFA_SIGNING,2026,0,GENERATED
NE,NE_OT_01,OT,5,ACTIVE,NONE,1,FREE_AGENCY,2024,1,GENERATED
NE,NE_OT_02,OT,16,ACTIVE,NONE,2,DRAFT,2022,1,GENERATED
NE,NE_OT_03,OT,64,ACTIVE,NONE,3,DRAFT,2026,1,GENERATED
NE,NE_OT_04,OT,99,ACTIVE,NONE,4,DRAFT,2026,1,GENERATED
NE,NE_OT_05,OT,7,PRACTICE_SQUAD_CANDIDATE,NONE,5,DRAFT,2025,0,GENERATED
NE,NE_OT_06,OT,29,CAMP_BODY,NONE,6,UDFA_SIGNING,2026,0,GENERATED
NE,NE_OG_01,OG,18,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
NE,NE_OG_02,OG,54,ACTIVE,NONE,2,RE_SIGNED,2023,1,GENERATED
NE,NE_OG_03,OG,60,ACTIVE,NONE,3,DRAFT,2025,1,GENERATED
NE,NE_OG_04,OG,47,ACTIVE,NONE,4,RE_SIGNED,2025,1,GENERATED
NE,NE_OG_05,OG,66,PRACTICE_SQUAD_CANDIDATE,DAY_TO_DAY,5,DRAFT,2025,0,GENERATED
NE,NE_OG_06,OG,85,CAMP_BODY,NONE,6,RE_SIGNED,2024,0,GENERATED
NE,NE_C_01,C,23,ACTIVE,NONE,1,RE_SIGNED,2024,1,GENERATED
NE,NE_C_02,C,71,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
NE,NE_C_03,C,57,PRACTICE_SQUAD_CANDIDATE,NONE,3,DRAFT,2026,0,GENERATED
NE,NE_EDGE_01,EDGE,73,ACTIVE,NONE,1,DRAFT,2025,1,GENERATED
NE,NE_EDGE_02,EDGE,15,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
NE,NE_EDGE_03,EDGE,83,ACTIVE,NONE,3,FREE_AGENCY,2017,1,GENERATED
NE,NE_EDGE_04,EDGE,80,ACTIVE,NONE,4,DRAFT,2025,1,GENERATED
NE,NE_EDGE_05,EDGE,4,ACTIVE,NONE,5,DRAFT,2025,1,GENERATED
NE,NE_EDGE_06,EDGE,34,PRACTICE_SQUAD_CANDIDATE,NONE,6,UDFA_SIGNING,2025,0,GENERATED
NE,NE_EDGE_07,EDGE,19,PRACTICE_SQUAD_CANDIDATE,SUSPENDED,7,DRAFT,2026,0,GENERATED
NE,NE_EDGE_08,EDGE,50,CAMP_BODY,NONE,8,UDFA_SIGNING,2026,0,GENERATED
NE,NE_EDGE_09,EDGE,21,CAMP_BODY,PUP,9,UDFA_SIGNING,2025,0,GENERATED
NE,NE_DT_01,DT,25,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
NE,NE_DT_02,DT,26,ACTIVE,NONE,2,DRAFT,2026,1,GENERATED
NE,NE_DT_03,DT,46,ACTIVE,NONE,3,DRAFT,2025,1,GENERATED
NE,NE_DT_04,DT,72,ACTIVE,NONE,4,UDFA_SIGNING,2025,1,GENERATED
NE,NE_DT_05,DT,6,ACTIVE,NONE,5,RE_SIGNED,2023,1,GENERATED
NE,NE_DT_06,DT,24,PRACTICE_SQUAD_CANDIDATE,NONE,6,DRAFT,2025,0,GENERATED
NE,NE_DT_07,DT,70,CAMP_BODY,NONE,7,UDFA_SIGNING,2025,0,GENERATED
NE,NE_DT_08,DT,40,CAMP_BODY,NONE,8,UDFA_SIGNING,2026,0,GENERATED
NE,NE_LB_01,LB,10,ACTIVE,NONE,1,DRAFT,2026,1,GENERATED
NE,NE_LB_02,LB,2,ACTIVE,NONE,2,DRAFT,2024,1,GENERATED
NE,NE_LB_03,LB,3,ACTIVE,NONE,3,DRAFT,2023,1,GENERATED
NE,NE_LB_04,LB,65,ACTIVE,NONE,4,DRAFT,2025,1,GENERATED
NE,NE_LB_05,LB,67,ACTIVE,NONE,5,DRAFT,2025,1,GENERATED
NE,NE_LB_06,LB,52,PRACTICE_SQUAD_CANDIDATE,NONE,6,DRAFT,2026,0,GENERATED
NE,NE_LB_07,LB,13,CAMP_BODY,NONE,7,RE_SIGNED,2025,0,GENERATED
NE,NE_LB_08,LB,76,CAMP_BODY,NONE,8,DRAFT,2025,0,GENERATED
NE,NE_CB_01,CB,9,ACTIVE,NONE,1,FREE_AGENCY,2022,1,GENERATED
NE,NE_CB_02,CB,91,ACTIVE,NONE,2,DRAFT,2026,1,GENERATED
NE,NE_CB_03,CB,97,ACTIVE,DAY_TO_DAY,3,FREE_AGENCY,2017,1,GENERATED
NE,NE_CB_04,CB,68,ACTIVE,NONE,4,FREE_AGENCY,2026,1,GENERATED
NE,NE_CB_05,CB,44,ACTIVE,NONE,5,FREE_AGENCY,2023,1,GENERATED
NE,NE_CB_06,CB,22,ACTIVE,NONE,6,FREE_AGENCY,2025,1,GENERATED
NE,NE_CB_07,CB,98,PRACTICE_SQUAD_CANDIDATE,NONE,7,UDFA_SIGNING,2025,0,GENERATED
NE,NE_CB_08,CB,12,PRACTICE_SQUAD_CANDIDATE,NONE,8,DRAFT,2026,0,GENERATED
NE,NE_CB_09,CB,62,CAMP_BODY,NONE,9,UDFA_SIGNING,2025,0,GENERATED
NE,NE_CB_10,CB,89,CAMP_BODY,NONE,10,DRAFT,2026,0,GENERATED
NE,NE_CB_11,CB,45,CAMP_BODY,NONE,11,FREE_AGENCY,2023,0,GENERATED
NE,NE_S_01,S,39,ACTIVE,NONE,1,TRADE,2026,1,GENERATED
NE,NE_S_02,S,8,ACTIVE,PUP,2,DRAFT,2024,0,GENERATED
NE,NE_S_03,S,63,ACTIVE,NONE,3,DRAFT,2025,1,GENERATED
NE,NE_S_04,S,14,ACTIVE,NONE,4,DRAFT,2024,1,GENERATED
