competition_type,coverage_grade,games,overall_grade,pass_block_grade,pass_rush_grade,passing_grade,player_id,position,qualified,receiving_grade,run_block_grade,run_defense_grade,rushing_grade,season,snaps,special_teams_grade,tackling_grade,team_id
REGULAR_SEASON,,14,77.0,,,,CHI_WR_05,WR,1,67.6,70.0,,,2026,604,,,CHI
REGULAR_SEASON,,13,70.7,64.4,,,CHI_TE_01,TE,1,72.9,65.8,,,2026,517,,,CHI
REGULAR_SEASON,,17,67.9,71.4,,,CHI_TE_02,TE,1,60.2,67.5,,,2026,662,,,CHI
REGULAR_SEASON,,17,75.9,71.0,,,CHI_OT_02,OT,1,,74.8,,,2026,1148,,,CHI
REGULAR_SEASON,,16,59.3,61.6,,,CHI_OT_01,OT,1,,56.3,,,2026,1072,,,CHI
REGULAR_SEASON,,17,70.1,69.6,,,CHI_OG_03,OG,1,,64.8,,,2026,1127,,,CHI
REGULAR_SEASON,,17,70.2,66.3,,,CHI_OG_01,OG,1,,65.1,,,2026,1087,,,CHI
REGULAR_SEASON,,15,66.0,63.2,,,CHI_C_01,C,1,,63.0,,,2026,994,,,CHI
REGULAR_SEASON,,17,73.0,,68.2,,CHI_EDGE_01,EDGE,1,,,71.2,,2026,758,,66.4,CHI
REGULAR_SEASON,,17,74.4,,72.3,,CHI_EDGE_02,EDGE,1,,,74.1,,2026,792,,70.4,CHI
REGULAR_SEASON,,17,66.0,,64.0,,CHI_EDGE_05,EDGE,1,,,70.4,,2026,750,,58.6,CHI
REGULAR_SEASON,,17,62.4,,55.5,,CHI_EDGE_03,EDGE,1,,,62.4,,2026,725,,60.5,CHI
REGULAR_SEASON,,17,78.9,,73.3,,CHI_DT_02,DT,1,,,76.0,,2026,651,,72.3,CHI
REGULAR_SEASON,,17,68.6,,72.0,,CHI_DT_01,DT,1,,,63.6,,2026,638,,65.7,CHI
REGULAR_SEASON,,17,69.5,,65.7,,CHI_DT_03,DT,1,,,71.1,,2026,674,,64.7,CHI
REGULAR_SEASON,81.0,13,81.9,,76.3,,CHI_LB_02,LB,1,,,76.4,,2026,600,,79.5,CHI
REGULAR_SEASON,56.1,12,49.1,,50.1,,CHI_LB_04,LB,1,,,56.4,,2026,537,,50.9,CHI
REGULAR_SEASON,65.1,17,64.1,,63.7,,CHI_LB_01,LB,1,,,63.7,,2026,798,,66.8,CHI
REGULAR_SEASON,75.8,16,84.8,,,,CHI_CB_01,CB,1,,,79.4,,2026,796,,82.1,CHI
REGULAR_SEASON,60.0,16,57.2,,,,CHI_CB_03,CB,1,,,56.1,,2026,784,,59.8,CHI
REGULAR_SEASON,60.0,17,53.1,,,,CHI_CB_02,CB,1,,,61.6,,2026,853,,56.2,CHI
REGULAR_SEASON,65.8,16,67.3,,,,CHI_CB_04,CB,1,,,60.2,,2026,795,,71.3,CHI
REGULAR_SEASON,65.5,17,66.3,,,,CHI_S_01,S,1,,,67.4,,2026,887,,65.4,CHI
REGULAR_SEASON,50.8,10,42.7,,,,CHI_S_02,S,1,,,46.7,,2026,510,,43.2,CHI
REGULAR_SEASON,71.6,17,69.8,,,,CHI_S_04,S,1,,,66.5,,2026,869,,66.8,CHI
REGULAR_SEASON,,16,57.6,,,,CHI_K_01,K,1,,,,,2026,96,57.9,,CHI
REGULAR_SEASON,,16,68.5,,,,CHI_P_01,P,1,,,,,2026,80,66.8,,CHI
REGULAR_SEASON,,17,90.0,,,81.6,DET_QB_01,QB,1,,,,83.3,2026,1081,,,DET
REGULAR_SEASON,,16,74.4,75.1,,,DET_RB_01,RB,1,73.9,,,70.4,2026,459,,,DET
REGULAR_SEASON,,17,70.6,61.8,,,DET_RB_02,RB,1,74.1,,,72.5,2026,373,,,DET
REGULAR_SEASON,,15,69.8,66.5,,,DET_RB_03,RB,1,67.0,,,69.5,2026,240,,,DET
REGULAR_SEASON,,17,75.6,,,,DET_WR_03,WR,1,71.0,69.5,,,2026,721,,,DET
REGULAR_SEASON,,17,80.6,,,,DET_WR_02,WR,1,73.2,73.8,,,2026,725,,,DET
REGULAR_SEASON,,17,72.9,,,,DET_WR_01,WR,1,67.4,65.7,,,2026,727,,,DET
REGULAR_SEASON,,17,78.1,,,,DET_WR_05,WR,1,73.6,77.3,,,2026,724,,,DET
REGULAR_SEASON,,17,71.7,71.3,,,DET_TE_01,TE,1,69.6,69.3,,,2026,670,,,DET
REGULAR_SEASON,,17,65.1,64.4,,,DET_TE_03,TE,1,64.4,63.5,,,2026,656,,,DET
REGULAR_SEASON,,14,74.6,72.3,,,DET_OT_01,OT,1,,72.5,,,2026,927,,,DET
REGULAR_SEASON,,17,68.5,63.5,,,DET_OT_02,OT,1,,71.3,,,2026,1071,,,DET
REGULAR_SEASON,,17,88.9,80.7,,,DET_OG_02,OG,1,,85.0,,,2026,1123,,,DET
REGULAR_SEASON,,15,78.7,70.3,,,DET_OG_01,OG,1,,76.3,,,2026,960,,,DET
REGULAR_SEASON,,17,63.0,64.7,,,DET_C_01,C,1,,63.2,,,2026,1096,,,DET
REGULAR_SEASON,,14,76.5,,70.2,,DET_EDGE_02,EDGE,1,,,69.5,,2026,612,,67.6,DET
REGULAR_SEASON,,17,80.9,,76.3,,DET_EDGE_01,EDGE,1,,,75.2,,2026,740,,73.9,DET
REGULAR_SEASON,,15,56.9,,59.0,,DET_EDGE_04,EDGE,1,,,61.9,,2026,656,,60.2,DET
REGULAR_SEASON,,16,77.1,,65.7,,DET_EDGE_03,EDGE,1,,,74.8,,2026,684,,75.5,DET
REGULAR_SEASON,,17,79.9,,74.8,,DET_DT_02,DT,1,,,76.1,,2026,632,,71.8,DET
REGULAR_SEASON,,17,88.9,,74.6,,DET_DT_01,DT,1,,,84.8,,2026,666,,81.8,DET
REGULAR_SEASON,,17,72.2,,72.6,,DET_DT_05,DT,1,,,64.4,,2026,634,,68.5,DET
REGULAR_SEASON,77.3,16,84.0,,77.8,,DET_LB_01,LB,1,,,76.7,,2026,748,,74.4,DET
REGULAR_SEASON,66.8,17,64.5,,62.2,,DET_LB_02,LB,1,,,62.5,,2026,752,,70.2,DET
REGULAR_SEASON,61.1,3,53.3,,57.2,,DET_LB_05,LB,0,,,54.8,,2026,141,,49.6,DET
REGULAR_SEASON,70.6,12,69.9,,,,DET_CB_02,CB,1,,,67.8,,2026,605,,73.9,DET
REGULAR_SEASON,61.1,17,67.7,,,,DET_CB_03,CB,1,,,67.8,,2026,859,,69.5,DET
REGULAR_SEASON,64.9,13,55.6,,,,DET_CB_01,CB,1,,,51.3,,2026,664,,60.3,DET
REGULAR_SEASON,56.8,15,60.8,,,,DET_CB_05,CB,1,,,58.1,,2026,773,,61.8,DET
REGULAR_SEASON,71.7,16,75.0,,,,DET_S_02,S,1,,,68.4,,2026,827,,77.2,DET
REGULAR_SEASON,68.1,17,68.5,,,,DET_S_04,S,1,,,66.8,,2026,878,,66.8,DET
REGULAR_SEASON,71.8,17,81.2,,,,DET_S_01,S,1,,,73.3,,2026,907,,74.0,DET
REGULAR_SEASON,,17,65.3,,,,DET_K_01,K,1,,,,,2026,102,64.3,,DET
REGULAR_SEASON,,17,70.7,,,,DET_P_01,P,1,,,,,2026,85,73.0,,DET
REGULAR_SEASON,,12,93.1,,,88.0,GB_QB_01,QB,1,,,,80.6,2026,760,,,GB
REGULAR_SEASON,,17,87.2,75.9,,,GB_RB_01,RB,1,84.8,,,83.5,2026,522,,,GB
REGULAR_SEASON,,17,61.7,59.1,,,GB_RB_02,RB,1,63.1,,,60.7,2026,325,,,GB
REGULAR_SEASON,,11,56.7,57.4,,,GB_RB_03,RB,0,49.3,,,57.9,2026,174,,,GB
REGULAR_SEASON,,17,78.4,,,,GB_WR_01,WR,1,73.7,72.1,,,2026,712,,,GB
REGULAR_SEASON,,17,77.6,,,,GB_WR_02,WR,1,68.6,67.9,,,2026,752,,,GB
REGULAR_SEASON,,14,69.6,,,,GB_WR_03,WR,1,69.2,62.8,,,2026,616,,,GB
REGULAR_SEASON,,16,68.5,,,,GB_WR_06,WR,1,66.9,70.5,,,2026,692,,,GB
REGULAR_SEASON,,17,58.5,56.5,,,GB_TE_01,TE,1,63.1,60.0,,,2026,659,,,GB
REGULAR_SEASON,,17,63.2,60.5,,,GB_TE_03,TE,1,71.0,61.5,,,2026,683,,,GB
REGULAR_SEASON,,17,64.1,64.0,,,GB_OT_01,OT,1,,64.9,,,2026,1097,,,GB
REGULAR_SEASON,,17,81.9,75.4,,,GB_OT_02,OT,1,,78.4,,,2026,1112,,,GB
REGULAR_SEASON,,17,75.8,76.1,,,GB_OG_02,OG,1,,75.0,,,2026,1096,,,GB
REGULAR_SEASON,,17,77.6,74.3,,,GB_OG_01,OG,1,,74.9,,,2026,1112,,,GB
REGULAR_SEASON,,14,78.7,73.9,,,GB_C_02,C,1,,75.6,,,2026,916,,,GB
REGULAR_SEASON,,17,67.6,,66.4,,GB_EDGE_01,EDGE,1,,,61.2,,2026,728,,60.7,GB
REGULAR_SEASON,,17,66.7,,64.9,,GB_EDGE_02,EDGE,1,,,64.5,,2026,725,,64.8,GB
REGULAR_SEASON,,15,70.6,,69.0,,GB_EDGE_03,EDGE,1,,,70.1,,2026,644,,69.2,GB
REGULAR_SEASON,,15,63.7,,64.1,,GB_EDGE_04,EDGE,1,,,60.8,,2026,654,,64.0,GB
REGULAR_SEASON,,17,74.8,,71.3,,GB_DT_01,DT,1,,,69.7,,2026,616,,70.0,GB
REGULAR_SEASON,,14,88.0,,79.2,,GB_DT_02,DT,1,,,81.7,,2026,525,,76.3,GB
REGULAR_SEASON,,17,81.8,,77.4,,GB_DT_04,DT,1,,,79.1,,2026,612,,78.5,GB
REGULAR_SEASON,75.9,17,74.0,,70.8,,GB_LB_02,LB,1,,,76.0,,2026,746,,74.9,GB
REGULAR_SEASON,67.0,17,68.7,,67.1,,GB_LB_03,LB,1,,,64.7,,2026,781,,68.0,GB
REGULAR_SEASON,50.1,17,48.1,,53.2,,GB_LB_01,LB,1,,,52.9,,2026,788,,50.9,GB
REGULAR_SEASON,74.2,15,74.4,,,,GB_CB_03,CB,1,,,72.8,,2026,730,,72.8,GB
REGULAR_SEASON,65.2,17,69.4,,,,GB_CB_01,CB,1,,,66.9,,2026,796,,65.2,GB
REGULAR_SEASON,72.1,17,69.6,,,,GB_CB_04,CB,1,,,65.5,,2026,827,,66.0,GB
REGULAR_SEASON,70.6,6,72.7,,,,GB_CB_02,CB,0,,,69.3,,2026,308,,65.4,GB
REGULAR_SEASON,70.5,17,77.1,,,,GB_S_02,S,1,,,77.2,,2026,878,,70.1,GB
REGULAR_SEASON,62.5,16,62.1,,,,GB_S_01,S,1,,,60.3,,2026,840,,68.6,GB
REGULAR_SEASON,61.7,14,60.4,,,,GB_S_04,S,1,,,58.5,,2026,717,,55.9,GB
REGULAR_SEASON,,17,63.3,,,,GB_K_01,K,1,,,,,2026,102,63.2,,GB
REGULAR_SEASON,,17,60.9,,,,GB_P_01,P,1,,,,,2026,85,59.4,,GB
REGULAR_SEASON,,17,74.5,,,73.8,CIN_QB_01,QB,1,,,,67.8,2026,1069,,,CIN
REGULAR_SEASON,,17,72.7,70.3,,,CIN_RB_01,RB,1,68.2,,,67.7,2026,525,,,CIN
REGULAR_SEASON,,17,62.3,59.1,,,CIN_RB_02,RB,1,63.2,,,61.0,2026,340,,,CIN
REGULAR_SEASON,,11,63.9,63.7,,,CIN_RB_03,RB,0,58.8,,,65.2,2026,146,,,CIN
REGULAR_SEASON,,17,70.7,,,,CIN_WR_01,WR,1,66.6,67.0,,,2026,742,,,CIN
REGULAR_SEASON,,17,71.4,,,,CIN_WR_04,WR,1,61.7,68.5,,,2026,737,,,CIN
REGULAR_SEASON,,16,65.9,,,,CIN_WR_02,WR,1,66.1,65.2,,,2026,705,,,CIN
REGULAR_SEASON,,17,62.7,,,,CIN_WR_03,WR,1,62.0,68.1,,,2026,744,,,CIN
REGULAR_SEASON,,17,73.6,67.6,,,CIN_TE_01,TE,1,63.8,71.9,,,2026,661,,,CIN
REGULAR_SEASON,,14,60.3,61.3,,,CIN_TE_03,TE,1,59.2,60.9,,,2026,560,,,CIN
REGULAR_SEASON,,14,56.9,62.2,,,CIN_OT_01,OT,1,,56.0,,,2026,916,,,CIN
REGULAR_SEASON,,14,65.5,67.2,,,CIN_OT_03,OT,1,,65.8,,,2026,940,,,CIN
REGULAR_SEASON,,17,76.9,75.6,,,CIN_OG_02,OG,1,,77.9,,,2026,1111,,,CIN
REGULAR_SEASON,,17,75.3,69.1,,,CIN_OG_03,OG,1,,72.0,,,2026,1123,,,CIN
REGULAR_SEASON,,16,78.7,69.3,,,CIN_C_01,C,1,,71.8,,,2026,1040,,,CIN
REGULAR_SEASON,,15,71.4,,67.8,,CIN_EDGE_02,EDGE,1,,,69.8,,2026,661,,73.3,CIN
REGULAR_SEASON,,17,62.7,,62.6,,CIN_EDGE_01,EDGE,1,,,60.7,,2026,746,,60.5,CIN
REGULAR_SEASON,,17,66.5,,61.5,,CIN_EDGE_04,EDGE,1,,,72.0,,2026,729,,69.7,CIN
REGULAR_SEASON,,12,47.3,,53.9,,CIN_EDGE_03,EDGE,1,,,44.7,,2026,516,,53.8,CIN
REGULAR_SEASON,,17,63.1,,60.1,,CIN_DT_01,DT,1,,,58.8,,2026,647,,61.4,CIN
REGULAR_SEASON,,17,73.2,,73.9,,CIN_DT_02,DT,1,,,75.6,,2026,646,,70.8,CIN
REGULAR_SEASON,,17,58.5,,60.0,,CIN_DT_04,DT,1,,,60.4,,2026,647,,62.1,CIN
REGULAR_SEASON,73.1,12,80.7,,70.5,,CIN_LB_01,LB,1,,,78.2,,2026,551,,77.9,CIN
REGULAR_SEASON,72.3,17,70.1,,67.1,,CIN_LB_02,LB,1,,,67.9,,2026,787,,68.9,CIN
REGULAR_SEASON,57.8,16,56.0,,55.3,,CIN_LB_03,LB,1,,,58.3,,2026,731,,55.0,CIN
REGULAR_SEASON,67.8,14,71.4,,,,CIN_CB_03,CB,1,,,64.2,,2026,677,,72.5,CIN
REGULAR_SEASON,76.8,15,77.8,,,,CIN_CB_02,CB,1,,,69.5,,2026,721,,71.9,CIN
REGULAR_SEASON,65.4,16,63.4,,,,CIN_CB_01,CB,1,,,66.7,,2026,793,,61.4,CIN
REGULAR_SEASON,59.7,14,58.8,,,,CIN_CB_06,CB,1,,,56.5,,2026,678,,58.8,CIN
REGULAR_SEASON,64.8,17,63.0,,,,CIN_S_01,S,1,,,66.8,,2026,887,,63.1,CIN
REGULAR_SEASON,66.6,17,66.8,,,,CIN_S_02,S,1,,,66.0,,2026,902,,64.0,CIN
REGULAR_SEASON,69.6,15,82.1,,,,CIN_S_04,S,1,,,73.8,,2026,775,,78.9,CIN
REGULAR_SEASON,,16,73.5,,,,CIN_K_01,K,1,,,,,2026,96,72.9,,CIN
REGULAR_SEASON,,17,66.2,,,,CIN_P_01,P,1,,,,,2026,85,63.9,,CIN
REGULAR_SEASON,,17,63.1,,,65.3,SEA_QB_01,QB,1,,,,62.6,2026,1101,,,SEA
REGULAR_SEASON,,17,73.8,70.4,,,SEA_RB_01,RB,1,74.0,,,73.6,2026,494,,,SEA
REGULAR_SEASON,,17,61.2,57.4,,,SEA_RB_02,RB,1,64.0,,,61.2,2026,362,,,SEA
REGULAR_SEASON,,17,42.5,48.9,,,SEA_RB_03,RB,1,52.4,,,45.8,2026,262,,,SEA
REGULAR_SEASON,,13,67.7,,,,SEA_WR_03,WR,1,65.1,67.4,,,2026,563,,,SEA
REGULAR_SEASON,,17,54.8,,,,SEA_WR_02,WR,1,60.9,59.5,,,2026,759,,,SEA
REGULAR_SEASON,,17,57.9,,,,SEA_WR_01,WR,1,61.3,58.7,,,2026,739,,,SEA
REGULAR_SEASON,,17,64.4,,,,SEA_WR_06,WR,1,66.5,59.7,,,2026,760,,,SEA
REGULAR_SEASON,,17,70.8,72.5,,,SEA_TE_02,TE,1,67.1,63.8,,,2026,671,,,SEA
REGULAR_SEASON,,17,56.8,55.2,,,SEA_TE_01,TE,1,56.9,59.6,,,2026,678,,,SEA
REGULAR_SEASON,,17,75.4,69.7,,,SEA_OT_02,OT,1,,79.0,,,2026,1104,,,SEA
REGULAR_SEASON,,2,57.3,56.9,,,SEA_OT_04,OT,0,,65.2,,,2026,140,,,SEA
REGULAR_SEASON,,17,61.5,63.1,,,SEA_OG_01,OG,1,,61.6,,,2026,1112,,,SEA
REGULAR_SEASON,,17,69.5,62.8,,,SEA_OG_03,OG,1,,67.0,,,2026,1106,,,SEA
REGULAR_SEASON,,17,74.9,76.4,,,SEA_C_01,C,1,,69.7,,,2026,1095,,,SEA
REGULAR_SEASON,,8,54.0,,53.2,,SEA_EDGE_02,EDGE,1,,,53.6,,2026,363,,55.6,SEA
REGULAR_SEASON,,4,76.7,,64.3,,SEA_EDGE_04,EDGE,0,,,65.2,,2026,171,,79.4,SEA
REGULAR_SEASON,,17,57.4,,58.8,,SEA_EDGE_01,EDGE,1,,,56.5,,2026,755,,57.2,SEA
REGULAR_SEASON,,17,50.5,,48.3,,SEA_EDGE_03,EDGE,1,,,53.3,,2026,728,,50.4,SEA
REGULAR_SEASON,,17,71.8,,69.0,,SEA_DT_02,DT,1,,,68.0,,2026,645,,67.9,SEA
REGULAR_SEASON,,12,67.2,,67.0,,SEA_DT_01,DT,1,,,64.4,,2026,454,,62.5,SEA
REGULAR_SEASON,,12,55.5,,57.8,,SEA_DT_04,DT,1,,,55.9,,2026,445,,56.9,SEA
REGULAR_SEASON,71.4,17,72.3,,67.7,,SEA_LB_01,LB,1,,,69.9,,2026,759,,73.1,SEA
REGULAR_SEASON,60.4,17,63.2,,63.0,,SEA_LB_02,LB,1,,,63.4,,2026,788,,65.1,SEA
REGULAR_SEASON,58.6,17,59.6,,62.6,,SEA_LB_04,LB,1,,,60.0,,2026,783,,57.4,SEA
REGULAR_SEASON,66.7,17,59.9,,,,SEA_CB_02,CB,1,,,62.8,,2026,836,,60.5,SEA
REGULAR_SEASON,72.6,15,71.5,,,,SEA_CB_03,CB,1,,,71.1,,2026,749,,70.2,SEA
REGULAR_SEASON,65.8,17,64.7,,,,SEA_CB_01,CB,1,,,63.4,,2026,851,,65.3,SEA
REGULAR_SEASON,61.8,17,56.3,,,,SEA_CB_04,CB,1,,,57.6,,2026,872,,64.0,SEA
REGULAR_SEASON,54.5,17,54.1,,,,SEA_S_02,S,1,,,57.1,,2026,862,,57.0,SEA
REGULAR_SEASON,71.7,14,72.6,,,,SEA_S_01,S,1,,,65.6,,2026,734,,73.9,SEA
REGULAR_SEASON,69.3,13,59.9,,,,SEA_S_04,S,1,,,53.1,,2026,667,,57.4,SEA
REGULAR_SEASON,,17,61.7,,,,SEA_K_01,K,1,,,,,2026,102,61.1,,SEA
REGULAR_SEASON,,17,65.7,,,,SEA_P_01,P,1,,,,,2026,85,64.4,,SEA
REGULAR_SEASON,,17,84.5,,,73.1,DEN_QB_01,QB,1,,,,76.4,2026,1067,,,DEN
REGULAR_SEASON,,17,75.7,77.6,,,DEN_RB_01,RB,1,66.4,,,73.7,2026,518,,,DEN
