player_id,position,season,team_id
NE_EDGE_04,EDGE,32416.0,NE
NE_EDGE_03,EDGE,34442.0,NE
NE_DT_01,DT,22286.0,NE
NE_DT_03,DT,30390.0,NE
NE_DT_04,DT,28364.0,NE
NE_LB_01,LB,34442.0,NE
NE_LB_04,LB,34442.0,NE
NE_LB_02,LB,34442.0,NE
NE_CB_03,CB,34442.0,NE
NE_CB_04,CB,34442.0,NE
NE_CB_01,CB,32416.0,NE
NE_CB_02,CB,34442.0,NE
NE_S_03,S,34442.0,NE
NE_S_02,S,34442.0,NE
NE_S_01,S,34442.0,NE
NE_K_01,K,34442.0,NE
NE_P_01,P,28364.0,NE
CHI_QB_01,QB,34442.0,CHI
CHI_RB_01,RB,34442.0,CHI
CHI_RB_03,RB,34442.0,CHI
CHI_RB_02,RB,34442.0,CHI
CHI_WR_01,WR,34442.0,CHI
CHI_WR_02,WR,28364.0,CHI
CHI_WR_03,WR,34442.0,CHI
CHI_WR_05,WR,28364.0,CHI
CHI_TE_01,TE,26338.0,CHI
CHI_TE_02,TE,34442.0,CHI
CHI_OT_02,OT,34442.0,CHI
CHI_OT_01,OT,32416.0,CHI
CHI_OG_03,OG,34442.0,CHI
CHI_OG_01,OG,34442.0,CHI
CHI_C_01,C,30390.0,CHI
CHI_EDGE_01,EDGE,34442.0,CHI
CHI_EDGE_02,EDGE,34442.0,CHI
CHI_EDGE_05,EDGE,34442.0,CHI
CHI_EDGE_03,EDGE,34442.0,CHI
CHI_DT_02,DT,34442.0,CHI
CHI_DT_01,DT,34442.0,CHI
CHI_DT_03,DT,34442.0,CHI
CHI_LB_02,LB,26338.0,CHI
CHI_LB_04,LB,24312.0,CHI
CHI_LB_01,LB,34442.0,CHI
CHI_CB_01,CB,32416.0,CHI
CHI_CB_03,CB,32416.0,CHI
CHI_CB_02,CB,34442.0,CHI
CHI_CB_04,CB,32416.0,CHI
CHI_S_01,S,34442.0,CHI
CHI_S_02,S,20260.0,CHI
CHI_S_04,S,34442.0,CHI
CHI_K_01,K,32416.0,CHI
CHI_P_01,P,32416.0,CHI
DET_QB_01,QB,34442.0,DET
DET_RB_01,RB,32416.0,DET
DET_RB_02,RB,34442.0,DET
DET_RB_03,RB,30390.0,DET
DET_WR_03,WR,34442.0,DET
DET_WR_02,WR,34442.0,DET
DET_WR_01,WR,34442.0,DET
DET_WR_05,WR,34442.0,DET
DET_TE_01,TE,34442.0,DET
DET_TE_03,TE,34442.0,DET
DET_OT_01,OT,28364.0,DET
DET_OT_02,OT,34442.0,DET
DET_OG_02,OG,34442.0,DET
DET_OG_01,OG,30390.0,DET
DET_C_01,C,34442.0,DET
DET_EDGE_02,EDGE,28364.0,DET
DET_EDGE_01,EDGE,34442.0,DET
DET_EDGE_04,EDGE,30390.0,DET
DET_EDGE_03,EDGE,32416.0,DET
DET_DT_02,DT,34442.0,DET
DET_DT_01,DT,34442.0,DET
DET_DT_05,DT,34442.0,DET
DET_LB_01,LB,32416.0,DET
DET_LB_02,LB,34442.0,DET
DET_LB_05,LB,6078.0,DET
DET_CB_02,CB,24312.0,DET
DET_CB_03,CB,34442.0,DET
DET_CB_01,CB,26338.0,DET
DET_CB_05,CB,30390.0,DET
DET_S_02,S,32416.0,DET
DET_S_04,S,34442.0,DET
DET_S_01,S,34442.0,DET
DET_K_01,K,34442.0,DET
DET_P_01,P,34442.0,DET
GB_QB_01,QB,24312.0,GB
GB_RB_01,RB,34442.0,GB
GB_RB_02,RB,34442.0,GB
GB_RB_03,RB,22286.0,GB
GB_WR_01,WR,34442.0,GB
GB_WR_02,WR,34442.0,GB
GB_WR_03,WR,28364.0,GB
GB_WR_06,WR,32416.0,GB
GB_TE_01,TE,34442.0,GB
GB_TE_03,TE,34442.0,GB
GB_OT_01,OT,34442.0,GB
GB_OT_02,OT,34442.0,GB
GB_OG_02,OG,34442.0,GB
GB_OG_01,OG,34442.0,GB
GB_C_02,C,28364.0,GB
GB_EDGE_01,EDGE,34442.0,GB
GB_EDGE_02,EDGE,34442.0,GB
GB_EDGE_03,EDGE,30390.0,GB
GB_EDGE_04,EDGE,30390.0,GB
GB_DT_01,DT,34442.0,GB
GB_DT_02,DT,28364.0,GB
GB_DT_04,DT,34442.0,GB
GB_LB_02,LB,34442.0,GB
GB_LB_03,LB,34442.0,GB
GB_LB_01,LB,34442.0,GB
GB_CB_03,CB,30390.0,GB
GB_CB_01,CB,34442.0,GB
GB_CB_04,CB,34442.0,GB
GB_CB_02,CB,12156.0,GB
GB_S_02,S,34442.0,GB
GB_S_01,S,32416.0,GB
GB_S_04,S,28364.0,GB
GB_K_01,K,34442.0,GB
GB_P_01,P,34442.0,GB
CIN_QB_01,QB,34442.0,CIN
CIN_RB_01,RB,34442.0,CIN
CIN_RB_02,RB,34442.0,CIN
CIN_RB_03,RB,22286.0,CIN
CIN_WR_01,WR,34442.0,CIN
CIN_WR_04,WR,34442.0,CIN
CIN_WR_02,WR,32416.0,CIN
CIN_WR_03,WR,34442.0,CIN
CIN_TE_01,TE,34442.0,CIN
CIN_TE_03,TE,28364.0,CIN
CIN_OT_01,OT,28364.0,CIN
CIN_OT_03,OT,28364.0,CIN
CIN_OG_02,OG,34442.0,CIN
CIN_OG_03,OG,34442.0,CIN
CIN_C_01,C,32416.0,CIN
CIN_EDGE_02,EDGE,30390.0,CIN
CIN_EDGE_01,EDGE,34442.0,CIN
CIN_EDGE_04,EDGE,34442.0,CIN
CIN_EDGE_03,EDGE,24312.0,CIN
CIN_DT_01,DT,34442.0,CIN
CIN_DT_02,DT,34442.0,CIN
CIN_DT_04,DT,34442.0,CIN
CIN_LB_01,LB,24312.0,CIN
CIN_LB_02,LB,34442.0,CIN
CIN_LB_03,LB,32416.0,CIN
CIN_CB_03,CB,28364.0,CIN
CIN_CB_02,CB,30390.0,CIN
CIN_CB_01,CB,32416.0,CIN
CIN_CB_06,CB,28364.0,CIN
CIN_S_01,S,34442.0,CIN
CIN_S_02,S,34442.0,CIN
CIN_S_04,S,30390.0,CIN
CIN_K_01,K,32416.0,CIN
CIN_P_01,P,34442.0,CIN
SEA_QB_01,QB,34442.0,SEA
SEA_RB_01,RB,34442.0,SEA
SEA_RB_02,RB,34442.0,SEA
SEA_RB_03,RB,34442.0,SEA
SEA_WR_03,WR,26338.0,SEA
SEA_WR_02,WR,34442.0,SEA
SEA_WR_01,WR,34442.0,SEA
SEA_WR_06,WR,34442.0,SEA
SEA_TE_02,TE,34442.0,SEA
SEA_TE_01,TE,34442.0,SEA
SEA_OT_02,OT,34442.0,SEA
SEA_OT_04,OT,4052.0,SEA
SEA_OG_01,OG,34442.0,SEA
SEA_OG_03,OG,34442.0,SEA
SEA_C_01,C,34442.0,SEA
SEA_EDGE_02,EDGE,16208.0,SEA
SEA_EDGE_04,EDGE,8104.0,SEA
SEA_EDGE_01,EDGE,34442.0,SEA
SEA_EDGE_03,EDGE,34442.0,SEA
SEA_DT_02,DT,34442.0,SEA
SEA_DT_01,DT,24312.0,SEA
SEA_DT_04,DT,24312.0,SEA
SEA_LB_01,LB,34442.0,SEA
SEA_LB_02,LB,34442.0,SEA
SEA_LB_04,LB,34442.0,SEA
SEA_CB_02,CB,34442.0,SEA
SEA_CB_03,CB,30390.0,SEA
SEA_CB_01,CB,34442.0,SEA
SEA_CB_04,CB,34442.0,SEA
SEA_S_02,S,34442.0,SEA
SEA_S_01,S,28364.0,SEA
SEA_S_04,S,26338.0,SEA
SEA_K_01,K,34442.0,SEA
SEA_P_01,P,34442.0,SEA
DEN_QB_01,QB,34442.0,DEN
DEN_RB_01,RB,34442.0,DEN
DEN_RB_02,RB,24312.0,DEN
DEN_RB_03,RB,34442.0,DEN
DEN_WR_01,WR,34442.0,DEN
DEN_WR_02,WR,32416.0,DEN
DEN_WR_03,WR,34442.0,DEN
DEN_WR_04,WR,22286.0,DEN
DEN_TE_01,TE,24312.0,DEN
DEN_TE_02,TE,32416.0,DEN
DEN_OT_02,OT,34442.0,DEN
DEN_OT_01,OT,34442.0,DEN
DEN_OG_02,OG,34442.0,DEN
DEN_OG_01,OG,34442.0,DEN
DEN_C_01,C,34442.0,DEN
DEN_EDGE_01,EDGE,24312.0,DEN
DEN_EDGE_02,EDGE,34442.0,DEN
DEN_EDGE_04,EDGE,34442.0,DEN
DEN_EDGE_03,EDGE,34442.0,DEN
DEN_DT_02,DT,34442.0,DEN
DEN_DT_01,DT,34442.0,DEN
DEN_DT_04,DT,22286.0,DEN
DEN_LB_04,LB,32416.0,DEN
DEN_LB_01,LB,32416.0,DEN
DEN_LB_02,LB,34442.0,DEN
DEN_CB_01,CB,34442.0,DEN
DEN_CB_02,CB,34442.0,DEN
DEN_CB_03,CB,34442.0,DEN
DEN_CB_04,CB,26338.0,DEN
DEN_S_01,S,32416.0,DEN
DEN_S_02,S,24312.0,DEN
DEN_S_03,S,34442.0,DEN
DEN_K_01,K,34442.0,DEN
DEN_P_01,P,28364.0,DEN
KC_QB_01,QB,34442.0,KC
KC_RB_01,RB,22286.0,KC
KC_RB_02,RB,34442.0,KC
KC_RB_03,RB,34442.0,KC
KC_WR_03,WR,34442.0,KC
KC_WR_02,WR,34442.0,KC
KC_WR_05,WR,34442.0,KC
KC_WR_04,WR,4052.0,KC
KC_TE_01,TE,34442.0,KC
KC_TE_02,TE,34442.0,KC
KC_OT_01,OT,34442.0,KC
KC_OT_02,OT,22286.0,KC
KC_OG_01,OG,20260.0,KC
KC_OG_02,OG,34442.0,KC
KC_C_01,C,24312.0,KC
KC_EDGE_01,EDGE,34442.0,KC
KC_EDGE_02,EDGE,34442.0,KC
KC_EDGE_04,EDGE,34442.0,KC
KC_EDGE_03,EDGE,32416.0,KC
KC_DT_02,DT,24312.0,KC
KC_DT_01,DT,34442.0,KC
KC_DT_03,DT,34442.0,KC
KC_LB_02,LB,34442.0,KC
KC_LB_03,LB,32416.0,KC
KC_LB_05,LB,6078.0,KC
KC_CB_02,CB,34442.0,KC
KC_CB_03,CB,34442.0,KC
KC_CB_01,CB,30390.0,KC
KC_CB_05,CB,6078.0,KC
KC_S_01,S,30390.0,KC
KC_S_02,S,34442.0,KC
KC_S_04,S,28364.0,KC
KC_K_01,K,34442.0,KC
KC_P_01,P,18234.0,KC
LAR_QB_01,QB,34442.0,LAR
LAR_RB_01,RB,34442.0,LAR
LAR_RB_03,RB,18234.0,LAR
LAR_RB_02,RB,34442.0,LAR
LAR_WR_02,WR,34442.0,LAR
LAR_WR_01,WR,34442.0,LAR
LAR_WR_06,WR,32416.0,LAR
LAR_WR_04,WR,2026.0,LAR
LAR_TE_01,TE,34442.0,LAR
LAR_TE_02,TE,26338.0,LAR
LAR_OT_01,OT,28364.0,LAR
LAR_OT_02,OT,34442.0,LAR
LAR_OG_01,OG,34442.0,LAR
LAR_OG_02,OG,34442.0,LAR
LAR_C_01,C,34442.0,LAR
LAR_EDGE_01,EDGE,20260.0,LAR
LAR_EDGE_02,EDGE,2026.0,LAR
LAR_EDGE_05,EDGE,26338.0,LAR
LAR_EDGE_04,EDGE,34442.0,LAR
LAR_DT_01,DT,34442.0,LAR
LAR_DT_02,DT,30390.0,LAR
LAR_DT_05,DT,34442.0,LAR
LAR_LB_01,LB,34442.0,LAR
LAR_LB_02,LB,34442.0,LAR
LAR_LB_04,LB,34442.0,LAR
LAR_CB_02,CB,34442.0,LAR
LAR_CB_01,CB,34442.0,LAR
LAR_CB_03,CB,24312.0,LAR
LAR_CB_06,CB,34442.0,LAR
LAR_S_02,S,32416.0,LAR
LAR_S_04,S,24312.0,LAR
LAR_S_01,S,34442.0,LAR
LAR_K_01,K,32416.0,LAR
LAR_P_01,P,34442.0,LAR
MIN_QB_01,QB,34442.0,MIN
MIN_RB_01,RB,34442.0,MIN
MIN_RB_03,RB,28364.0,MIN
MIN_RB_02,RB,26338.0,MIN
MIN_WR_01,WR,30390.0,MIN
MIN_WR_02,WR,34442.0,MIN
MIN_WR_03,WR,6078.0,MIN
MIN_WR_04,WR,24312.0,MIN
MIN_TE_01,TE,34442.0,MIN
MIN_TE_02,TE,34442.0,MIN
MIN_OT_01,OT,34442.0,MIN
MIN_OT_02,OT,16208.0,MIN
MIN_OG_02,OG,34442.0,MIN
MIN_OG_04,OG,34442.0,MIN
MIN_C_01,C,32416.0,MIN
MIN_EDGE_02,EDGE,14182.0,MIN
MIN_EDGE_01,EDGE,34442.0,MIN
MIN_EDGE_03,EDGE,34442.0,MIN
MIN_EDGE_04,EDGE,32416.0,MIN
MIN_DT_01,DT,34442.0,MIN
MIN_DT_02,DT,34442.0,MIN
MIN_DT_04,DT,34442.0,MIN
MIN_LB_02,LB,34442.0,MIN
MIN_LB_01,LB,34442.0,MIN
MIN_LB_03,LB,34442.0,MIN
MIN_CB_01,CB,34442.0,MIN
MIN_CB_03,CB,34442.0,MIN
MIN_CB_05,CB,32416.0,MIN
MIN_CB_04,CB,34442.0,MIN
MIN_S_02,S,34442.0,MIN
MIN_S_01,S,22286.0,MIN
MIN_S_03,S,34442.0,MIN
MIN_K_01,K,30390.0,MIN
MIN_P_01,P,24312.0,MIN
ARI_QB_01,QB,30390.0,ARI
ARI_RB_01,RB,28364.0,ARI
ARI_RB_02,RB,24312.0,ARI
ARI_RB_03,RB,34442.0,ARI
ARI_WR_03,WR,26338.0,ARI
ARI_WR_01,WR,34442.0,ARI
ARI_WR_02,WR,34442.0,ARI
ARI_WR_05,WR,34442.0,ARI
ARI_TE_01,TE,34442.0,ARI
ARI_TE_02,TE,34442.0,ARI
ARI_OT_01,OT,34442.0,ARI
ARI_OT_04,OT,10130.0,ARI
ARI_OG_02,OG,22286.0,ARI
ARI_OG_01,OG,34442.0,ARI
ARI_C_01,C,34442.0,ARI
ARI_EDGE_02,EDGE,34442.0,ARI
ARI_EDGE_01,EDGE,30390.0,ARI
ARI_EDGE_03,EDGE,34442.0,ARI
ARI_EDGE_04,EDGE,34442.0,ARI
ARI_DT_01,DT,30390.0,ARI
ARI_DT_04,DT,26338.0,ARI
ARI_DT_02,DT,32416.0,ARI
ARI_LB_01,LB,34442.0,ARI
ARI_LB_03,LB,34442.0,ARI
ARI_LB_05,LB,10130.0,ARI
ARI_CB_01,CB,24312.0,ARI
ARI_CB_04,CB,32416.0,ARI
ARI_CB_02,CB,34442.0,ARI
ARI_CB_06,CB,16208.0,ARI
ARI_S_01,S,34442.0,ARI
ARI_S_02,S,34442.0,ARI
ARI_S_04,S,34442.0,ARI
ARI_K_01,K,22286.0,ARI
ARI_P_01,P,34442.0,ARI
LAC_QB_01,QB,22286.0,LAC
LAC_RB_01,RB,34442.0,LAC
LAC_RB_02,RB,32416.0,LAC
LAC_RB_03,RB,28364.0,LAC
LAC_WR_01,WR,34442.0,LAC
LAC_WR_02,WR,34442.0,LAC
LAC_WR_03,WR,34442.0,LAC
LAC_WR_05,WR,26338.0,LAC
LAC_TE_01,TE,28364.0,LAC
LAC_TE_02,TE,34442.0,LAC
LAC_OT_02,OT,24312.0,LAC
LAC_OT_04,OT,34442.0,LAC
LAC_OG_01,OG,34442.0,LAC
LAC_OG_03,OG,8104.0,LAC
LAC_C_02,C,2026.0,LAC
LAC_EDGE_02,EDGE,20260.0,LAC
LAC_EDGE_03,EDGE,34442.0,LAC
LAC_EDGE_04,EDGE,34442.0,LAC
LAC_EDGE_05,EDGE,18234.0,LAC
LAC_DT_02,DT,30390.0,LAC
LAC_DT_01,DT,28364.0,LAC
LAC_DT_03,DT,34442.0,LAC
LAC_LB_02,LB,28364.0,LAC
LAC_LB_01,LB,30390.0,LAC
LAC_LB_04,LB,4052.0,LAC
LAC_CB_02,CB,26338.0,LAC
LAC_CB_03,CB,34442.0,LAC
LAC_CB_04,CB,26338.0,LAC
LAC_CB_01,CB,34442.0,LAC
LAC_S_02,S,24312.0,LAC
LAC_S_01,S,34442.0,LAC
LAC_S_04,S,26338.0,LAC
LAC_K_01,K,34442.0,LAC
LAC_P_01,P,34442.0,LAC
PHI_QB_01,QB,34442.0,PHI
PHI_RB_01,RB,34442.0,PHI
PHI_RB_03,RB,34442.0,PHI
PHI_RB_02,RB,34442.0,PHI
PHI_WR_03,WR,34442.0,PHI
PHI_WR_02,WR,20260.0,PHI
PHI_WR_01,WR,34442.0,PHI
PHI_WR_04,WR,30390.0,PHI
PHI_TE_01,TE,34442.0,PHI
PHI_TE_02,TE,28364.0,PHI
PHI_OT_02,OT,34442.0,PHI
PHI_OT_01,OT,30390.0,PHI
PHI_OG_01,OG,34442.0,PHI
PHI_OG_02,OG,26338.0,PHI
PHI_C_01,C,34442.0,PHI
PHI_EDGE_01,EDGE,34442.0,PHI
PHI_EDGE_02,EDGE,32416.0,PHI
PHI_EDGE_05,EDGE,34442.0,PHI
PHI_EDGE_03,EDGE,34442.0,PHI
PHI_DT_01,DT,34442.0,PHI
PHI_DT_02,DT,22286.0,PHI
PHI_DT_03,DT,18234.0,PHI
PHI_LB_01,LB,2026.0,PHI
PHI_LB_02,LB,34442.0,PHI
PHI_LB_04,LB,34442.0,PHI
PHI_CB_01,CB,34442.0,PHI
PHI_CB_02,CB,34442.0,PHI
PHI_CB_03,CB,34442.0,PHI
PHI_CB_05,CB,34442.0,PHI
PHI_S_02,S,34442.0,PHI
PHI_S_04,S,34442.0,PHI
PHI_S_03,S,4052.0,PHI
PHI_K_01,K,32416.0,PHI
PHI_P_01,P,34442.0,PHI
WAS_QB_01,QB,34442.0,WAS
WAS_RB_01,RB,26338.0,WAS
WAS_RB_02,RB,34442.0,WAS
WAS_RB_03,RB,18234.0,WAS
WAS_WR_02,WR,22286.0,WAS
WAS_WR_03,WR,34442.0,WAS
WAS_WR_01,WR,34442.0,WAS
WAS_WR_06,WR,34442.0,WAS
WAS_TE_01,TE,34442.0,WAS
WAS_TE_02,TE,34442.0,WAS
WAS_OT_01,OT,34442.0,WAS
WAS_OT_02,OT,34442.0,WAS
WAS_OG_02,OG,34442.0,WAS
WAS_OG_01,OG,34442.0,WAS
WAS_C_01,C,34442.0,WAS
WAS_EDGE_02,EDGE,28364.0,WAS
WAS_EDGE_01,EDGE,34442.0,WAS
WAS_EDGE_05,EDGE,26338.0,WAS
WAS_EDGE_03,EDGE,34442.0,WAS
WAS_DT_02,DT,34442.0,WAS
WAS_DT_01,DT,32416.0,WAS
WAS_DT_04,DT,34442.0,WAS
WAS_LB_02,LB,24312.0,WAS
WAS_LB_01,LB,34442.0,WAS
WAS_LB_04,LB,34442.0,WAS
WAS_CB_02,CB,24312.0,WAS
WAS_CB_01,CB,34442.0,WAS
WAS_CB_04,CB,34442.0,WAS
WAS_CB_03,CB,34442.0,WAS
WAS_S_04,S,34442.0,WAS
WAS_S_03,S,34442.0,WAS
WAS_S_01,S,24312.0,WAS
WAS_K_01,K,34442.0,WAS
WAS_P_01,P,34442.0,WAS
NYG_QB_01,QB,24312.0,NYG
NYG_RB_01,RB,26338.0,NYG
NYG_RB_03,RB,28364.0,NYG
NYG_RB_02,RB,16208.0,NYG
NYG_WR_03,WR,34442.0,NYG
NYG_WR_02,WR,34442.0,NYG
NYG_WR_01,WR,24312.0,NYG
NYG_WR_05,WR,34442.0,NYG
NYG_TE_01,TE,34442.0,NYG
NYG_TE_02,TE,6078.0,NYG
NYG_OT_02,OT,28364.0,NYG
NYG_OT_01,OT,28364.0,NYG
NYG_OG_02,OG,30390.0,NYG
NYG_OG_01,OG,34442.0,NYG
NYG_C_01,C,32416.0,NYG
NYG_EDGE_01,EDGE,34442.0,NYG
NYG_EDGE_02,EDGE,34442.0,NYG
NYG_EDGE_04,EDGE,30390.0,NYG
NYG_EDGE_05,EDGE,34442.0,NYG
NYG_DT_04,DT,32416.0,NYG
NYG_DT_02,DT,24312.0,NYG
NYG_DT_03,DT,34442.0,NYG
NYG_LB_01,LB,34442.0,NYG
NYG_LB_02,LB,24312.0,NYG
NYG_LB_03,LB,34442.0,NYG
NYG_CB_02,CB,30390.0,NYG
NYG_CB_01,CB,34442.0,NYG
NYG_CB_03,CB,34442.0,NYG
NYG_CB_04,CB,12156.0,NYG
NYG_S_01,S,34442.0,NYG
NYG_S_03,S,34442.0,NYG
NYG_S_02,S,34442.0,NYG
NYG_K_01,K,24312.0,NYG
NYG_P_01,P,34442.0,NYG
DAL_QB_02,QB,34442.0,DAL
DAL_RB_01,RB,34442.0,DAL
DAL_RB_03,RB,34442.0,DAL
DAL_RB_02,RB,34442.0,DAL
DAL_WR_02,WR,34442.0,DAL
DAL_WR_03,WR,34442.0,DAL
DAL_WR_01,WR,24312.0,DAL
DAL_WR_05,WR,18234.0,DAL
DAL_TE_01,TE,34442.0,DAL
DAL_TE_03,TE,34442.0,DAL
DAL_OT_02,OT,30390.0,DAL
DAL_OT_04,OT,6078.0,DAL
DAL_OG_02,OG,30390.0,DAL
DAL_OG_01,OG,34442.0,DAL
DAL_C_01,C,34442.0,DAL
DAL_EDGE_02,EDGE,34442.0,DAL
DAL_EDGE_03,EDGE,34442.0,DAL
DAL_EDGE_01,EDGE,34442.0,DAL
DAL_EDGE_05,EDGE,34442.0,DAL
DAL_DT_03,DT,34442.0,DAL
DAL_DT_02,DT,34442.0,DAL
DAL_DT_05,DT,34442.0,DAL
DAL_LB_02,LB,34442.0,DAL
DAL_LB_01,LB,34442.0,DAL
DAL_LB_04,LB,34442.0,DAL
DAL_CB_03,CB,34442.0,DAL
DAL_CB_02,CB,34442.0,DAL
DAL_CB_05,CB,18234.0,DAL
DAL_CB_01,CB,18234.0,DAL
DAL_S_02,S,18234.0,DAL
DAL_S_01,S,34442.0,DAL
DAL_S_04,S,32416.0,DAL
DAL_K_01,K,34442.0,DAL
DAL_P_01,P,34442.0,DAL
NYG_EDGE_03,EDGE,4052.0,NYG
NYG_LB_04,LB,10130.0,NYG
NYG_CB_05,CB,26338.0,NYG
NE_WR_02,WR,32416.0,NE
NE_OT_01,OT,8104.0,NE
BAL_QB_01,QB,34442.0,BAL
BAL_RB_01,RB,34442.0,BAL
BAL_RB_02,RB,34442.0,BAL
BAL_RB_03,RB,34442.0,BAL
BAL_WR_02,WR,34442.0,BAL
BAL_WR_01,WR,34442.0,BAL
BAL_WR_04,WR,28364.0,BAL
BAL_WR_05,WR,10130.0,BAL
BAL_TE_01,TE,34442.0,BAL
BAL_TE_03,TE,34442.0,BAL
BAL_OT_02,OT,26338.0,BAL
BAL_OT_01,OT,34442.0,BAL
BAL_OG_02,OG,34442.0,BAL
BAL_OG_01,OG,30390.0,BAL
BAL_C_01,C,34442.0,BAL
BAL_EDGE_02,EDGE,30390.0,BAL
BAL_EDGE_01,EDGE,34442.0,BAL
BAL_EDGE_03,EDGE,34442.0,BAL
BAL_EDGE_04,EDGE,34442.0,BAL
BAL_DT_01,DT,34442.0,BAL
BAL_DT_02,DT,14182.0,BAL
BAL_DT_03,DT,26338.0,BAL
BAL_LB_02,LB,30390.0,BAL
BAL_LB_01,LB,34442.0,BAL
BAL_LB_03,LB,34442.0,BAL
BAL_CB_03,CB,18234.0,BAL
BAL_CB_01,CB,34442.0,BAL
BAL_CB_02,CB,34442.0,BAL
BAL_CB_06,CB,34442.0,BAL
BAL_S_03,S,26338.0,BAL
BAL_S_02,S,34442.0,BAL
BAL_S_04,S,34442.0,BAL
BAL_K_01,K,34442.0,BAL
DET_EDGE_05,EDGE,12156.0,DET
TEN_QB_01,QB,34442.0,TEN
TEN_RB_01,RB,34442.0,TEN
TEN_RB_02,RB,34442.0,TEN
TEN_RB_03,RB,34442.0,TEN
TEN_WR_01,WR,34442.0,TEN
TEN_WR_03,WR,28364.0,TEN
TEN_WR_02,WR,34442.0,TEN
TEN_WR_05,WR,24312.0,TEN
TEN_TE_03,TE,34442.0,TEN
TEN_TE_01,TE,34442.0,TEN
TEN_OT_01,OT,20260.0,TEN
TEN_OT_04,OT,34442.0,TEN
TEN_OG_04,OG,32416.0,TEN
TEN_OG_01,OG,20260.0,TEN
TEN_C_01,C,28364.0,TEN
TEN_EDGE_02,EDGE,30390.0,TEN
TEN_EDGE_01,EDGE,34442.0,TEN
TEN_EDGE_03,EDGE,34442.0,TEN
TEN_EDGE_05,EDGE,8104.0,TEN
TEN_DT_02,DT,34442.0,TEN
TEN_DT_01,DT,34442.0,TEN
TEN_DT_04,DT,34442.0,TEN
TEN_LB_01,LB,30390.0,TEN
TEN_LB_04,LB,34442.0,TEN
TEN_LB_02,LB,26338.0,TEN
TEN_CB_03,CB,34442.0,TEN
TEN_CB_02,CB,34442.0,TEN
TEN_CB_01,CB,34442.0,TEN
TEN_CB_06,CB,34442.0,TEN
TEN_S_01,S,34442.0,TEN
TEN_S_02,S,34442.0,TEN
TEN_S_03,S,34442.0,TEN
TEN_K_01,K,26338.0,TEN
TEN_P_01,P,34442.0,TEN
TB_QB_01,QB,34442.0,TB
TB_RB_01,RB,34442.0,TB
TB_RB_02,RB,34442.0,TB
TB_RB_03,RB,34442.0,TB
TB_WR_01,WR,18234.0,TB
TB_WR_02,WR,34442.0,TB
TB_WR_04,WR,34442.0,TB
TB_WR_06,WR,24312.0,TB
TB_TE_01,TE,34442.0,TB
TB_TE_03,TE,34442.0,TB
TB_OT_02,OT,34442.0,TB
TB_OT_01,OT,24312.0,TB
TB_OG_01,OG,34442.0,TB
TB_OG_03,OG,34442.0,TB
TB_C_01,C,34442.0,TB
TB_EDGE_02,EDGE,34442.0,TB
TB_EDGE_01,EDGE,28364.0,TB
TB_EDGE_03,EDGE,34442.0,TB
TB_EDGE_04,EDGE,34442.0,TB
TB_DT_02,DT,32416.0,TB
TB_DT_01,DT,34442.0,TB
TB_DT_03,DT,34442.0,TB
TB_LB_02,LB,34442.0,TB
TB_LB_05,LB,32416.0,TB
TB_LB_01,LB,34442.0,TB
