conference,player_id,position,season
AC,PIT_RB_01,RB,2027
AC,PHI_RB_03,RB,2027
AC,PHI_WR_03,WR,2027
AC,CAR_WR_01,WR,2027
AC,LV_WR_01,WR,2027
AC,PIT_WR_03,WR,2027
AC,NYJ_TE_01,TE,2027
AC,CLE_TE_01,TE,2027
AC,LV_OT_02,OT,2027
AC,NO_OT_02,OT,2027
AC,MIN_OT_02,OT,2027
AC,KC_OG_01,OG,2027
AC,CAR_OG_01,OG,2027
AC,PIT_OG_02,OG,2027
AC,DEN_C_01,C,2027
AC,NE_C_01,C,2027
AC,SEA_EDGE_02,EDGE,2027
AC,BAL_EDGE_02,EDGE,2027
AC,IND_EDGE_01,EDGE,2027
AC,CLE_EDGE_01,EDGE,2027
AC,DEN_DT_02,DT,2027
AC,LAR_DT_05,DT,2027
AC,CLE_DT_04,DT,2027
AC,PIT_LB_04,LB,2027
AC,KC_LB_02,LB,2027
AC,NYG_LB_01,LB,2027
AC,PIT_LB_01,LB,2027
AC,DEN_CB_01,CB,2027
AC,TEN_CB_03,CB,2027
AC,CLE_CB_02,CB,2027
AC,KC_CB_02,CB,2027
AC,KC_S_01,S,2027
AC,TEN_S_01,S,2027
AC,TB_S_02,S,2027
AC,CLE_K_01,K,2027
AC,CIN_P_01,P,2027
NC,GB_QB_01,QB,2027
NC,CHI_QB_01,QB,2027
NC,LAR_QB_01,QB,2027
NC,CIN_RB_01,RB,2027
NC,SF_RB_01,RB,2027
NC,PHI_RB_01,RB,2027
NC,CAR_WR_03,WR,2027
NC,LAR_WR_02,WR,2027
NC,PIT_WR_02,WR,2027
NC,BAL_WR_03,WR,2027
NC,LAR_TE_02,TE,2027
NC,LAC_TE_01,TE,2027
NC,TB_OT_02,OT,2027
NC,CAR_OT_01,OT,2027
NC,SEA_OT_02,OT,2027
NC,PHI_OG_01,OG,2027
NC,IND_OG_01,OG,2027
NC,DET_OG_02,OG,2027
NC,LAR_C_01,C,2027
NC,ARI_C_01,C,2027
NC,MIN_EDGE_02,EDGE,2027
NC,DET_EDGE_01,EDGE,2027
NC,DET_EDGE_02,EDGE,2027
NC,PHI_EDGE_01,EDGE,2027
NC,ATL_DT_01,DT,2027
NC,CAR_DT_02,DT,2027
NC,TB_DT_02,DT,2027
NC,BAL_LB_01,LB,2027
NC,DET_LB_01,LB,2027
NC,DAL_LB_02,LB,2027
NC,CIN_LB_01,LB,2027
NC,DAL_CB_03,CB,2027
NC,TB_CB_03,CB,2027
NC,CAR_CB_01,CB,2027
NC,MIN_CB_03,CB,2027
NC,ATL_S_01,S,2027
NC,PHI_S_02,S,2027
NC,CLE_S_02,S,2027
NC,DET_K_01,K,2027
NC,DET_P_01,P,2027
AC,CIN_QB_01,QB,2028
AC,IND_QB_01,QB,2028
AC,CAR_QB_01,QB,2028
AC,PIT_RB_01,RB,2028
AC,KC_RB_01,RB,2028
AC,PHI_RB_03,RB,2028
AC,LV_WR_01,WR,2028
AC,CAR_WR_01,WR,2028
AC,DEN_WR_01,WR,2028
AC,CLE_WR_02,WR,2028
AC,NYJ_TE_01,TE,2028
AC,KC_TE_01,TE,2028
AC,MIN_OT_02,OT,2028
AC,TEN_OT_01,OT,2028
AC,NO_OT_02,OT,2028
AC,PIT_OG_02,OG,2028
AC,BAL_OG_02,OG,2028
AC,PIT_OG_01,OG,2028
AC,IND_C_01,C,2028
AC,MIN_C_01,C,2028
AC,BAL_EDGE_02,EDGE,2028
AC,CLE_EDGE_01,EDGE,2028
AC,LV_EDGE_04,EDGE,2028
AC,JAX_EDGE_01,EDGE,2028
AC,DEN_DT_02,DT,2028
AC,KC_DT_01,DT,2028
AC,CHI_DT_01,DT,2028
AC,JAX_LB_01,LB,2028
AC,TEN_LB_01,LB,2028
AC,SF_LB_01,LB,2028
AC,PIT_LB_01,LB,2028
AC,BAL_CB_03,CB,2028
AC,ATL_CB_02,CB,2028
AC,NYJ_CB_02,CB,2028
AC,PIT_CB_02,CB,2028
AC,TB_S_02,S,2028
AC,NYJ_S_02,S,2028
AC,KC_S_01,S,2028
AC,GB_K_01,K,2028
AC,CIN_P_01,P,2028
NC,GB_QB_01,QB,2028
NC,ATL_QB_01,QB,2028
NC,PIT_QB_01,QB,2028
NC,CIN_RB_01,RB,2028
NC,SF_RB_01,RB,2028
NC,PHI_RB_01,RB,2028
NC,PIT_WR_02,WR,2028
NC,CAR_WR_03,WR,2028
NC,HOU_WR_01,WR,2028
NC,PHI_WR_03,WR,2028
NC,DET_TE_01,TE,2028
NC,TB_TE_01,TE,2028
NC,MIN_OT_01,OT,2028
NC,DAL_OT_01,OT,2028
NC,ATL_OT_01,OT,2028
NC,DET_OG_02,OG,2028
NC,LAR_OG_01,OG,2028
NC,PHI_OG_01,OG,2028
NC,LAR_C_01,C,2028
NC,TEN_C_01,C,2028
NC,SF_EDGE_02,EDGE,2028
NC,MIN_EDGE_02,EDGE,2028
NC,BUF_EDGE_01,EDGE,2028
NC,PHI_EDGE_01,EDGE,2028
NC,TB_DT_02,DT,2028
NC,CAR_DT_02,DT,2028
NC,GB_DT_01,DT,2028
NC,PIT_LB_02,LB,2028
NC,TB_LB_02,LB,2028
NC,FA_LB_159,LB,2028
NC,DET_LB_02,LB,2028
NC,KC_CB_02,CB,2028
NC,NYJ_CB_03,CB,2028
NC,SF_CB_03,CB,2028
NC,DEN_CB_01,CB,2028
NC,CHI_S_01,S,2028
NC,DET_S_02,S,2028
NC,SF_S_02,S,2028
NC,LAR_K_01,K,2028
NC,WAS_P_01,P,2028
AC,IND_QB_01,QB,2029
AC,DEN_QB_01,QB,2029
AC,CIN_QB_01,QB,2029
AC,WAS_RB_01,RB,2029
AC,P100035_RB,RB,2029
AC,DAL_RB_03,RB,2029
AC,DEN_WR_01,WR,2029
AC,CAR_WR_01,WR,2029
AC,PIT_WR_03,WR,2029
AC,NE_WR_02,WR,2029
AC,TEN_TE_03,TE,2029
AC,DEN_TE_01,TE,2029
AC,MIN_OT_02,OT,2029
AC,LV_OT_01,OT,2029
AC,KC_OT_01,OT,2029
AC,PIT_OG_02,OG,2029
AC,DET_OG_02,OG,2029
AC,SF_OG_01,OG,2029
AC,IND_C_01,C,2029
AC,LV_C_01,C,2029
AC,CLE_EDGE_01,EDGE,2029
AC,NO_EDGE_02,EDGE,2029
AC,BAL_EDGE_02,EDGE,2029
AC,IND_EDGE_02,EDGE,2029
AC,PHI_DT_01,DT,2029
AC,BAL_DT_02,DT,2029
AC,DET_DT_03,DT,2029
AC,JAX_LB_02,LB,2029
AC,PIT_LB_01,LB,2029
AC,TEN_LB_01,LB,2029
AC,LV_LB_01,LB,2029
AC,GB_CB_03,CB,2029
AC,IND_CB_01,CB,2029
AC,CIN_CB_03,CB,2029
AC,JAX_CB_02,CB,2029
AC,BUF_S_02,S,2029
AC,CIN_S_01,S,2029
AC,PHI_S_02,S,2029
AC,ARI_K_01,K,2029
AC,IND_P_01,P,2029
NC,PIT_QB_01,QB,2029
NC,CHI_QB_01,QB,2029
NC,ATL_QB_01,QB,2029
NC,CIN_RB_01,RB,2029
NC,PHI_RB_01,RB,2029
NC,KC_RB_03,RB,2029
NC,PHI_WR_03,WR,2029
NC,PIT_WR_02,WR,2029
NC,CAR_WR_03,WR,2029
NC,DET_WR_03,WR,2029
NC,ATL_TE_01,TE,2029
NC,DET_TE_01,TE,2029
NC,LV_OT_02,OT,2029
NC,MIN_OT_01,OT,2029
NC,CAR_OT_01,OT,2029
NC,TEN_OG_04,OG,2029
NC,IND_OG_01,OG,2029
NC,PHI_OG_02,OG,2029
NC,TEN_C_01,C,2029
NC,CAR_C_01,C,2029
NC,DET_EDGE_02,EDGE,2029
NC,MIN_EDGE_02,EDGE,2029
NC,P100707_EDGE,EDGE,2029
NC,P100191_EDGE,EDGE,2029
NC,PIT_DT_02,DT,2029
NC,CAR_DT_02,DT,2029
NC,CHI_DT_02,DT,2029
NC,JAX_LB_01,LB,2029
NC,NE_LB_01,LB,2029
NC,TB_LB_02,LB,2029
NC,SF_LB_02,LB,2029
NC,DAL_CB_03,CB,2029
NC,SF_CB_03,CB,2029
NC,LAR_CB_02,CB,2029
NC,KC_CB_02,CB,2029
NC,SF_S_01,S,2029
NC,TB_S_01,S,2029
NC,SF_S_02,S,2029
NC,P100794_K,K,2029
NC,WAS_P_01,P,2029
AC,CIN_QB_01,QB,2030
AC,IND_QB_01,QB,2030
AC,DEN_QB_01,QB,2030
AC,P100963_RB,RB,2030
AC,DET_RB_02,RB,2030
AC,P100035_RB,RB,2030
AC,P101125_WR,WR,2030
AC,DEN_WR_01,WR,2030
AC,P100404_WR,WR,2030
AC,CAR_WR_01,WR,2030
AC,P101142_TE,TE,2030
AC,DEN_TE_01,TE,2030
AC,MIN_OT_02,OT,2030
AC,P100817_OT,OT,2030
AC,P100242_OT,OT,2030
AC,PIT_OG_02,OG,2030
AC,SF_OG_02,OG,2030
AC,CAR_OG_01,OG,2030
AC,MIN_C_01,C,2030
AC,TB_C_01,C,2030
AC,SF_EDGE_02,EDGE,2030
AC,CLE_EDGE_01,EDGE,2030
AC,IND_EDGE_01,EDGE,2030
AC,P100586_EDGE,EDGE,2030
AC,DEN_DT_02,DT,2030
AC,PHI_DT_01,DT,2030
AC,TB_DT_02,DT,2030
AC,P100884_LB,LB,2030
AC,PIT_LB_04,LB,2030
AC,JAX_LB_02,LB,2030
AC,PIT_LB_01,LB,2030
AC,WAS_CB_02,CB,2030
AC,IND_CB_01,CB,2030
AC,CLE_CB_02,CB,2030
AC,LV_CB_06,CB,2030
AC,PHI_S_02,S,2030
AC,TEN_S_01,S,2030
AC,CAR_S_02,S,2030
AC,FA_K_006,K,2030
AC,GB_P_01,P,2030
NC,GB_QB_01,QB,2030
NC,PIT_QB_01,QB,2030
NC,LAR_QB_01,QB,2030
NC,CIN_RB_01,RB,2030
NC,P100464_RB,RB,2030
NC,ARI_RB_02,RB,2030
NC,PIT_WR_02,WR,2030
NC,NE_WR_02,WR,2030
NC,LV_WR_01,WR,2030
NC,CHI_WR_01,WR,2030
NC,DET_TE_01,TE,2030
NC,LV_TE_01,TE,2030
NC,SF_OT_01,OT,2030
NC,MIN_OT_01,OT,2030
NC,SF_OT_02,OT,2030
NC,PHI_OG_01,OG,2030
NC,WAS_OG_02,OG,2030
NC,IND_OG_01,OG,2030
NC,CAR_C_01,C,2030
NC,TEN_C_01,C,2030
NC,P100707_EDGE,EDGE,2030
NC,MIN_EDGE_02,EDGE,2030
NC,ARI_EDGE_02,EDGE,2030
NC,NYJ_EDGE_01,EDGE,2030
NC,NE_DT_01,DT,2030
NC,GB_DT_01,DT,2030
NC,ATL_DT_01,DT,2030
NC,P100783_LB,LB,2030
NC,P101195_LB,LB,2030
NC,NE_LB_01,LB,2030
NC,WAS_LB_02,LB,2030
NC,ATL_CB_02,CB,2030
NC,DAL_CB_03,CB,2030
NC,LAR_CB_01,CB,2030
NC,CAR_CB_01,CB,2030
NC,TB_S_02,S,2030
NC,TB_S_01,S,2030
NC,DET_S_03,S,2030
NC,P100078_K,K,2030
NC,WAS_P_01,P,2030
AC,DEN_QB_01,QB,2031
AC,IND_QB_01,QB,2031
AC,DET_QB_01,QB,2031
AC,P101112_RB,RB,2031
AC,DET_RB_02,RB,2031
AC,P101365_RB,RB,2031
AC,P101125_WR,WR,2031
AC,KC_WR_01,WR,2031
AC,DEN_WR_01,WR,2031
AC,P100404_WR,WR,2031
AC,DEN_TE_01,TE,2031
AC,P101142_TE,TE,2031
AC,P100817_OT,OT,2031
AC,DAL_OT_02,OT,2031
AC,LV_OT_01,OT,2031
AC,PIT_OG_02,OG,2031
AC,DET_OG_02,OG,2031
AC,WAS_OG_02,OG,2031
AC,IND_C_01,C,2031
AC,BAL_C_01,C,2031
AC,DET_EDGE_02,EDGE,2031
AC,SF_EDGE_02,EDGE,2031
AC,BAL_EDGE_02,EDGE,2031
AC,CLE_EDGE_01,EDGE,2031
AC,DEN_DT_02,DT,2031
AC,TB_DT_02,DT,2031
AC,P101267_DT,DT,2031
AC,PIT_LB_04,LB,2031
AC,JAX_LB_02,LB,2031
AC,TEN_LB_01,LB,2031
AC,CAR_LB_01,LB,2031
AC,IND_CB_01,CB,2031
AC,WAS_CB_02,CB,2031
AC,CIN_CB_03,CB,2031
AC,SF_CB_01,CB,2031
AC,ARI_S_01,S,2031
AC,BUF_S_02,S,2031
AC,CAR_S_02,S,2031
AC,NYJ_K_01,K,2031
AC,WAS_P_01,P,2031
NC,GB_QB_01,QB,2031
NC,PIT_QB_01,QB,2031
NC,CAR_QB_01,QB,2031
NC,CIN_RB_01,RB,2031
NC,P100464_RB,RB,2031
NC,P100007_RB,RB,2031
NC,PHI_WR_03,WR,2031
NC,PIT_WR_02,WR,2031
NC,NE_WR_02,WR,2031
NC,HOU_WR_01,WR,2031
NC,ATL_TE_01,TE,2031
NC,CAR_TE_02,TE,2031
NC,MIN_OT_02,OT,2031
NC,SF_OT_01,OT,2031
NC,MIN_OT_01,OT,2031
NC,P101197_OG,OG,2031
NC,NE_OG_01,OG,2031
NC,P101395_OG,OG,2031
NC,CAR_C_01,C,2031
NC,TEN_C_01,C,2031
NC,P100707_EDGE,EDGE,2031
NC,PHI_EDGE_01,EDGE,2031
NC,P100946_EDGE,EDGE,2031
NC,MIA_EDGE_01,EDGE,2031
NC,P101200_DT,DT,2031
NC,MIN_DT_01,DT,2031
NC,NE_DT_01,DT,2031
NC,P101291_LB,LB,2031
NC,P100233_LB,LB,2031
NC,P101195_LB,LB,2031
NC,P100783_LB,LB,2031
NC,CAR_CB_01,CB,2031
NC,ATL_CB_02,CB,2031
NC,KC_CB_02,CB,2031
NC,LAR_CB_01,CB,2031
NC,TB_S_01,S,2031
NC,TB_S_02,S,2031
NC,DET_S_02,S,2031
NC,TEN_K_01,K,2031
NC,DEN_P_01,P,2031
