assists,batted_passes,big_time_throws,blitz_snaps,broken_tackles,clean_att,competition_type,completions,contested_catches,contested_targets,coverage_snaps,deep_att,deep_comp,deep_targets,display_name,drops,drops_by_receivers,explosive_runs,fg_att,fg_att_30_39,fg_att_40_49,fg_att_50p,fg_att_u30,fg_made,fg_made_30_39,fg_made_40_49,fg_made_50p,fg_made_u30,first_downs,forced_fumbles,forced_incompletions,fumbles,fumbles_lost,games,gross_yards,gw_att,hits_allowed,hurries,hurries_allowed,inside_10,inside_20,int,kickoffs,longest,longest_fg,missed_tackles,missed_tackles_forced,net_yards,pass_att,pass_block_efficiency,pass_block_snaps,pass_breakups,pass_rush_snaps,pass_rush_win_rate,pass_td,pass_yd,passer_rating_allowed,penalties,play_action_att,player_id,position,pressure_att,pressure_comp,pressure_yd,pressures,pressures_allowed,punts,qb_hits,rec,rec_allowed,rec_td,rec_yd,retired,return_yards_allowed,routes,run_block_losses,run_block_snaps,run_block_wins,run_stops,rush_att,rush_td,rush_yd,sack_yards,sacks,sacks_allowed,sacks_taken,scrambles,seasons_played,snaps,solo,starts,tackles,targets,td_allowed,tfl,throwaways,touchbacks,turnover_worthy_plays,week,xp_att,xp_made,yac,yards_after_contact,yards_allowed,yards_before_contact,yards_per_cov_snap
,,,,,,REGULAR_SEASON,,,,,,,,Lincoln Tonyan,,,,,,,,,,,,,,,,,,,51.0,,,23.0,,51.0,,,,,,,,,,,4734.9,1840.0,,,,,,,36.0,,NE_C_01,C,,,,,87.0,,,,,,,1,,,108.0,1488.0,641.0,,,,,,,18.0,,,0,3328.0,,51.0,,,,,,,,468.0,,,,,,,
153.0,11.0,,,,,REGULAR_SEASON,,,,,,,,Efrain Jeffcoat,,,,,,,,,,,,,,,6.0,,,,100.0,,,,137.0,,,,,,,,24.0,,,,,,,2467.0,14.31,,,,18.0,,NE_EDGE_01,EDGE,,,,227.0,,,60.0,,,,,0,,,,,,182.0,,,,,35.0,,,,0,4338.0,127.0,,280.0,,,45.0,,,,1003.0,,,,,,,
106.0,11.0,,,,,REGULAR_SEASON,,,,,,,,Emerson Parham,,,,,,,,,,,,,,,5.0,,,,64.0,,,,90.0,,,,,,,,20.0,,,,,,,1584.0,8.22,,,,11.0,,NE_EDGE_02,EDGE,,,,143.0,,,31.0,,,,,0,,,,,,82.0,,,,,26.0,,,,0,2788.0,84.0,,190.0,,,37.0,,,,543.0,,,,,,,
92.0,5.0,,,,,REGULAR_SEASON,,,,,,,,Jonas Torrence,,,,,,,,,,,,,,,5.0,,,,58.0,,,,61.0,,,,,,,,22.0,,,,,,,1443.0,6.4,,,,18.0,,NE_EDGE_04,EDGE,,,,100.0,,,33.0,,,,,0,,,,,,68.0,,,,,9.0,,,,0,2544.0,78.0,,170.0,,,19.0,,,,534.0,,,,,,,
26.0,2.0,,,,,REGULAR_SEASON,,,,,,,,Murphy Harmon,,,,,,,,,,,,,,,1.0,,,,17.0,,,,30.0,,,,,,,,6.0,,,,,,,442.0,2.17,,,,2.0,,NE_EDGE_03,EDGE,,,,39.0,,,6.0,,,,,1,,,,,,18.0,,,,,3.0,,,,0,780.0,26.0,,52.0,,,7.0,,,,154.0,,,,,,,
141.0,7.0,,,,,REGULAR_SEASON,,,,,,,,Roman Atwater,,,,,,,,,,,,,,,5.0,,,,92.0,,,,142.0,,,,,,,,29.0,,,,,,,1977.0,14.67,,,,16.0,,NE_DT_01,DT,,,,214.0,,,55.0,,,,,0,,,,,,199.0,,,,,21.0,,,,0,3483.0,107.0,,248.0,,,59.0,,,,815.0,,,,,,,
26.0,4.0,,,,,REGULAR_SEASON,,,,,,,,Kenyon Poteat,,,,,,,,,,,,,,,2.0,,,,18.0,,,,15.0,,,,,,,,4.0,,,,,,,396.0,2.06,,,,4.0,,NE_DT_03,DT,,,,25.0,,,6.0,,,,,1,,,,,,26.0,,,,,4.0,,,,0,700.0,24.0,,50.0,,,5.0,,,,165.0,,,,,,,
128.0,11.0,,,,,REGULAR_SEASON,,,,,,,,Ace Kaufusi,,,,,,,,,,,,,,,5.0,,,,82.0,,,,85.0,,,,,,,,18.0,,,,,,,1777.0,11.15,,,,18.0,,NE_DT_04,DT,,,,149.0,,,48.0,,,,,0,,,,,,125.0,,,,,19.0,,,,0,3135.0,101.0,,229.0,,,36.0,,,,744.0,,,,,,,
,,,534.0,,,REGULAR_SEASON,,,,3291.0,,,,Kenzo Iyengar,,,,,,,,,,,,,,,,72.0,,,94.0,,,,,,,,11.0,,,,56.0,,,,,,45.0,,,,,7477.6,25.0,,NE_LB_01,LB,,,,60.0,,,,,203.0,,,0,,,,,,60.0,,,,,9.0,,,,0,4284.0,346.0,,531.0,325.0,12.0,93.0,,,,874.0,,,,,2365.0,,68.95
,,,312.0,,,REGULAR_SEASON,,,,1990.0,,,,Lyle Mayfield,,,,,,,,,,,,,,,,36.0,,,56.0,,,,,,,,5.0,,,,22.0,,,,,,21.0,,,,,4303.2,11.0,,NE_LB_04,LB,,,,36.0,,,,,108.0,,,1,,,,,,37.0,,,,,2.0,,,,0,2584.0,187.0,,299.0,188.0,10.0,53.0,,,,504.0,,,,,1257.0,,36.21
,,,578.0,,,REGULAR_SEASON,,,,3515.0,,,,Kermit Finnegan,,,,,,,,,,,,,,,,68.0,,,100.0,,,,,,,,5.0,,,,56.0,,,,,,36.0,,,,,8120.3,27.0,,NE_LB_02,LB,,,,80.0,,,,,233.0,,,0,,,,,,73.0,,,,,15.0,,,,0,4567.0,384.0,,594.0,394.0,15.0,86.0,,,,957.0,,,,,2660.0,,77.26
,,,,,,REGULAR_SEASON,,,,638.0,,,,Ajani Courtland,,,,,,,,,,,,,,,,12.0,,,17.0,,,,,,,,2.0,,,,7.0,,,,,,3.0,,,,,1490.4,3.0,,NE_CB_03,CB,,,,,,,,,46.0,,,1,,,,,,10.0,,,,,,,,,0,829.0,44.0,,72.0,67.0,2.0,,,,,154.0,,,,,601.0,,16.41
,,,,,,REGULAR_SEASON,,,,2458.0,,,,Amos Wharton,,,,,,,,,,,,,,,,42.0,,,64.0,,,,,,,,5.0,,,,31.0,,,,,,19.0,,,,,5880.3,24.0,,NE_CB_04,CB,,,,,,,,,183.0,,,1,,,,,,40.0,,,,,,,,,0,3194.0,140.0,,240.0,262.0,16.0,,,,,586.0,,,,,2068.0,,53.79
,,,,,,REGULAR_SEASON,,,,606.0,,,,Keon Mostert,,,,,,,,,,,,,,,,8.0,,,16.0,,,,,,,,1.0,,,,6.0,,,,,,4.0,,,,,1335.2,1.0,,NE_CB_01,CB,,,,,,,,,46.0,,,1,,,,,,7.0,,,,,,,,,0,783.0,33.0,,57.0,72.0,3.0,,,,,139.0,,,,,482.0,,12.62
,,,,,,REGULAR_SEASON,,,,1913.0,,,,Parker Hubbard,,,,,,,,,,,,,,,,26.0,,,51.0,,,,,,,,5.0,,,,25.0,,,,,,12.0,,,,,4071.9,14.0,,NE_CB_02,CB,,,,,,,,,139.0,,,1,,,,,,27.0,,,,,,,,,0,2488.0,118.0,,198.0,221.0,6.0,,,,,498.0,,,,,1501.0,,40.76
,,,,,,REGULAR_SEASON,,,,3748.0,,,,Khalil Hartline,,,,,,,,,,,,,,,,70.0,,,94.0,,,,,,,,4.0,,,,48.0,,,,,,33.0,,,,,8579.8,24.0,,NE_S_03,S,,,,,,,,,244.0,,,0,,,,,,69.0,,,,,,,,,0,4863.0,210.0,,357.0,365.0,25.0,,,,,891.0,,,,,2808.0,,70.13
,,,,,,REGULAR_SEASON,,,,3189.0,,,,Rashad Fanning,,,,,,,,,,,,,,,,50.0,,,80.0,,,,,,,,1.0,,,,28.0,,,,,,29.0,,,,,6999.7,25.0,,NE_S_02,S,,,,,,,,,192.0,,,0,,,,,,52.0,,,,,,,,,0,4134.0,185.0,,308.0,303.0,17.0,,,,,737.0,,,,,2208.0,,55.77
